PG.ProteinGroups,Detection_pattern,Target_threshold,Other_threshold_exclusive
Q9UJU6,Broad_detection,0.7,0.2
Q9UJW0,Other_unbalanced,0.7,0.2
Q9UJW2,Sparse,0.7,0.2
Q9UJZ1,Sparse,0.7,0.2
Q9UK22,Sparse,0.7,0.2
Q9UK41,Sparse,0.7,0.2
Q9UK55,Broad_detection,0.7,0.2
Q9UKA9,Other_unbalanced,0.7,0.2
Q9UKE5,Other_unbalanced,0.7,0.2
Q9UKF7,Sparse,0.7,0.2
Q9UKG1,Other_unbalanced,0.7,0.2
Q9UKK9,Other_unbalanced,0.7,0.2
Q9UKM7,Broad_detection,0.7,0.2
Q9UKM9,Other_unbalanced,0.7,0.2
Q9UKN7,Broad_detection,0.7,0.2
Q9UKU6,Sparse,0.7,0.2
Q9UKU9,Broad_detection,0.7,0.2
Q9UKV3,Sparse,0.7,0.2
Q9UKV8,Other_unbalanced,0.7,0.2
Q9UKX2,Sparse,0.7,0.2
Q9UKX5,Broad_detection,0.7,0.2
Q9UKY7,Other_unbalanced,0.7,0.2
Q9UKZ9,Broad_detection,0.7,0.2
Q9UL15,Sparse,0.7,0.2
Q9UL25,Broad_detection,0.7,0.2
Q9UL26,Sparse,0.7,0.2
Q9UL46,Broad_detection,0.7,0.2
Q9UL63,Other_unbalanced,0.7,0.2
Q9ULC4,Other_unbalanced,0.7,0.2
Q9ULC5,Other_unbalanced,0.7,0.2
Q9ULF5,Broad_detection,0.7,0.2
Q9ULH1,Other_unbalanced,0.7,0.2
Q9ULI3,Broad_detection,0.7,0.2
Q9ULL4,Sparse,0.7,0.2
Q9ULV0,Sparse,0.7,0.2
Q9ULV4,Broad_detection,0.7,0.2
Q9ULZ3,Other_unbalanced,0.7,0.2
Q9UM07,Other_unbalanced,0.7,0.2
Q9UM54,Sparse,0.7,0.2
Q9UMS4,Sparse,0.7,0.2
Q9UMX0,Other_unbalanced,0.7,0.2
Q9UMX5,Other_unbalanced,0.7,0.2
Q9UMY4,Other_unbalanced,0.7,0.2
Q9UMZ2,Sparse,0.7,0.2
Q9UN19,Sparse,0.7,0.2
Q9UN70,Broad_detection,0.7,0.2
Q9UN86,Sparse,0.7,0.2
Q9UNA0,Other_unbalanced,0.7,0.2
Q9UNF0,Other_unbalanced,0.7,0.2
Q9UNF1,Other_unbalanced,0.7,0.2
Q9UNH7,Other_unbalanced,0.7,0.2
Q9UNM6,Broad_detection,0.7,0.2
Q9UNN8,Other_unbalanced,0.7,0.2
Q9UNQ0,Sparse,0.7,0.2
Q9UNS2,Other_unbalanced,0.7,0.2
Q9UNW1,Broad_detection,0.7,0.2
Q9UNZ2,Other_unbalanced,0.7,0.2
Q9UP52,Other_unbalanced,0.7,0.2
Q9UP79,Other_unbalanced,0.7,0.2
Q9UPN3,Other_unbalanced,0.7,0.2
Q9UPN7,Broad_detection,0.7,0.2
Q9UPT5,Sparse,0.7,0.2
Q9UPY6,Sparse,0.7,0.2
Q9UQ13,Sparse,0.7,0.2
Q9UQ16,Broad_detection,0.7,0.2
Q9UQ35,Sparse,0.7,0.2
Q9UQ53,Broad_detection,0.7,0.2
Q9UQ80,Broad_detection,0.7,0.2
Q9UQN3,Sparse,0.7,0.2
Q9UQP3,Other_unbalanced,0.7,0.2
Q9Y210,Sparse,0.7,0.2
Q9Y217,Sparse,0.7,0.2
Q9Y224,Other_unbalanced,0.7,0.2
Q9Y230,Other_unbalanced,0.7,0.2
Q9Y237,Other_unbalanced,0.7,0.2
Q9Y240,Broad_detection,0.7,0.2
Q9Y241,Sparse,0.7,0.2
Q9Y251,Broad_detection,0.7,0.2
Q9Y262,Other_unbalanced,0.7,0.2
Q9Y263,Other_unbalanced,0.7,0.2
Q9Y265,Other_unbalanced,0.7,0.2
Q9Y266,Other_unbalanced,0.7,0.2
Q9Y274,Broad_detection,0.7,0.2
Q9Y277,Other_unbalanced,0.7,0.2
Q9Y281,Sparse,0.7,0.2
Q9Y285,Other_unbalanced,0.7,0.2
Q9Y287,Other_unbalanced,0.7,0.2
Q9Y2A7,Other_unbalanced,0.7,0.2
Q9Y2B0,Sparse,0.7,0.2
Q9Y2B1,Other_unbalanced,0.7,0.2
Q9Y2D4,Sparse,0.7,0.2
Q9Y2G3,Other_unbalanced,0.7,0.2
Q9Y2H0,Sparse,0.7,0.2
Q9Y2I9,Other_unbalanced,0.7,0.2
Q9Y2J8,Sparse,0.7,0.2
Q9Y2L6,Sparse,0.7,0.2
Q9Y2Q0,Other_unbalanced,0.7,0.2
Q9Y2Q3,Other_unbalanced,0.7,0.2
Q9Y2Q5,Other_unbalanced,0.7,0.2
Q9Y2S2,Other_unbalanced,0.7,0.2
Q9Y2T2,Sparse,0.7,0.2
Q9Y2V2,Broad_detection,0.7,0.2
Q9Y2W1,Sparse,0.7,0.2
Q9Y2X3,Sparse,0.7,0.2
Q9Y2X7,Other_unbalanced,0.7,0.2
Q9Y2Y8,Other_unbalanced,0.7,0.2
Q9Y2Z0,Other_unbalanced,0.7,0.2
Q9Y305,Sparse,0.7,0.2
Q9Y315,Other_unbalanced,0.7,0.2
Q9Y316,Sparse,0.7,0.2
Q9Y371,Other_unbalanced,0.7,0.2
Q9Y376,Broad_detection,0.7,0.2
Q9Y383,Other_unbalanced,0.7,0.2
Q9Y385,Sparse,0.7,0.2
Q9Y394,Sparse,0.7,0.2
Q9Y3A5,Other_unbalanced,0.7,0.2
Q9Y3A6,Other_unbalanced,0.7,0.2
Q9Y3B3,Sparse,0.7,0.2
Q9Y3C5,Other_unbalanced,0.7,0.2
Q9Y3C8,Other_unbalanced,0.7,0.2
Q9Y3D6,Other_unbalanced,0.7,0.2
Q9Y3E0,Sparse,0.7,0.2
Q9Y3F4,Other_unbalanced,0.7,0.2
Q9Y3I0,Other_unbalanced,0.7,0.2
Q9Y3I1,Other_unbalanced,0.7,0.2
Q9Y3P8,Other_unbalanced,0.7,0.2
Q9Y3P9,Sparse,0.7,0.2
Q9Y3Q8,Other_unbalanced,0.7,0.2
Q9Y3R4,Other_unbalanced,0.7,0.2
Q9Y3T9,Sparse,0.7,0.2
Q9Y3U8,Sparse,0.7,0.2
Q9Y3Z3,Other_unbalanced,0.7,0.2
Q9Y450,Other_unbalanced,0.7,0.2
Q9Y478,Sparse,0.7,0.2
Q9Y490,Broad_detection,0.7,0.2
Q9Y4C0,Other_unbalanced,0.7,0.2
Q9Y4D1,Other_unbalanced,0.7,0.2
Q9Y4D7,Other_unbalanced,0.7,0.2
Q9Y4E1,Sparse,0.7,0.2
Q9Y4E8,Broad_detection,0.7,0.2
Q9Y4F3,Broad_detection,0.7,0.2
Q9Y4G6,Sparse,0.7,0.2
Q9Y4H4,Other_unbalanced,0.7,0.2
Q9Y4I1,Other_unbalanced,0.7,0.2
Q9Y4L1,Broad_detection,0.7,0.2
Q9Y4P8,Other_unbalanced,0.7,0.2
Q9Y4W6,Other_unbalanced,0.7,0.2
Q9Y4X3,Other_unbalanced,0.7,0.2
Q9Y543,Broad_detection,0.7,0.2
Q9Y547,Sparse,0.7,0.2
Q9Y566,Broad_detection,0.7,0.2
Q9Y570,Other_unbalanced,0.7,0.2
Q9Y5B9,Other_unbalanced,0.7,0.2
Q9Y5C1,Broad_detection,0.7,0.2
Q9Y5F2,Other_unbalanced,0.7,0.2
Q9Y5F8,Sparse,0.7,0.2
Q9Y5H2;Q9Y5H3,Other_unbalanced,0.7,0.2
Q9Y5K5,Other_unbalanced,0.7,0.2
Q9Y5K6,Other_unbalanced,0.7,0.2
Q9Y5K8,Sparse,0.7,0.2
Q9Y5L4,Sparse,0.7,0.2
Q9Y5M8,Sparse,0.7,0.2
Q9Y5P6,Other_unbalanced,0.7,0.2
Q9Y5R8,Sparse,0.7,0.2
Q9Y5S2,Other_unbalanced,0.7,0.2
Q9Y5S9,Other_unbalanced,0.7,0.2
Q9Y5X1,Other_unbalanced,0.7,0.2
Q9Y5X2,Sparse,0.7,0.2
Q9Y5X3,Other_unbalanced,0.7,0.2
Q9Y5X9,Broad_detection,0.7,0.2
Q9Y5Y7,Broad_detection,0.7,0.2
Q9Y5Z4,Other_unbalanced,0.7,0.2
Q9Y608,Other_unbalanced,0.7,0.2
Q9Y613,Other_unbalanced,0.7,0.2
Q9Y617,Sparse,0.7,0.2
Q9Y619,Sparse,0.7,0.2
Q9Y623,Sparse,0.7,0.2
Q9Y624,Broad_detection,0.7,0.2
Q9Y625,Broad_detection,0.7,0.2
Q9Y646,Broad_detection,0.7,0.2
Q9Y662;Q9Y663,Other_unbalanced,0.7,0.2
Q9Y673,Sparse,0.7,0.2
Q9Y678,Other_unbalanced,0.7,0.2
Q9Y696,Broad_detection,0.7,0.2
Q9Y6A9,Sparse,0.7,0.2
Q9Y6B6,Broad_detection,0.7,0.2
Q9Y6C2,Broad_detection,0.7,0.2
Q9Y6C9,Sparse,0.7,0.2
Q9Y6D6,Sparse,0.7,0.2
Q9Y6E0,Broad_detection,0.7,0.2
Q9Y6E2,Sparse,0.7,0.2
Q9Y6F6,Other_unbalanced,0.7,0.2
Q9Y6G9,Other_unbalanced,0.7,0.2
Q9Y6I9,Sparse,0.7,0.2
Q9Y6K9,Sparse,0.7,0.2
Q9Y6M5,Other_unbalanced,0.7,0.2
Q9Y6M9,Sparse,0.7,0.2
Q9Y6N5,Sparse,0.7,0.2
Q9Y6R7,Broad_detection,0.7,0.2
Q9Y6W5,Broad_detection,0.7,0.2
Q9Y6X5,Other_unbalanced,0.7,0.2
Q9Y6Y8,Other_unbalanced,0.7,0.2
Q9Y6Y9,Sparse,0.7,0.2
Q9Y6Z7,Broad_detection,0.7,0.2
A0A024R1R8;Q9Y2S6,Other_unbalanced,0.6,0.2
A0A075B6H9,Broad_detection,0.6,0.2
A0A075B6I0,Broad_detection,0.6,0.2
A0A075B6I1,Other_unbalanced,0.6,0.2
A0A075B6I4,Broad_detection,0.6,0.2
A0A075B6I9,Other_unbalanced,0.6,0.2
A0A075B6J1,Other_unbalanced,0.6,0.2
A0A075B6J9,Broad_detection,0.6,0.2
A0A075B6K2,Other_unbalanced,0.6,0.2
A0A075B6K4,Broad_detection,0.6,0.2
A0A075B6K5,Broad_detection,0.6,0.2
A0A075B6K6,Other_unbalanced,0.6,0.2
A0A075B6P5;P01615,Broad_detection,0.6,0.2
A0A075B6Q5,Other_unbalanced,0.6,0.2
A0A075B6R2,Other_unbalanced,0.6,0.2
A0A075B6R9;A0A0C4DH68,Broad_detection,0.6,0.2
A0A075B6S2,Other_unbalanced,0.6,0.2
A0A075B6S5,Other_unbalanced,0.6,0.2
A0A075B6S6,Sparse,0.6,0.2
A0A075B6S9;P0DSN7,Sparse,0.6,0.2
A0A087WSX0,Broad_detection,0.6,0.2
A0A087WSY4,Broad_detection,0.6,0.2
A0A087WSY6,Broad_detection,0.6,0.2
A0A087WSZ0,Sparse,0.6,0.2
A0A087WW87;P01614,Other_unbalanced,0.6,0.2
A0A0A0MRZ8;P04433,Broad_detection,0.6,0.2
A0A0A0MRZ9,Sparse,0.6,0.2
A0A0A0MS00,Sparse,0.6,0.2
A0A0A0MS15,Broad_detection,0.6,0.2
A0A0A0MT36,Other_unbalanced,0.6,0.2
A0A0A0MT89,Other_unbalanced,0.6,0.2
A0A0B4J1U3,Other_unbalanced,0.6,0.2
A0A0B4J1U7,Broad_detection,0.6,0.2
A0A0B4J1V0,Broad_detection,0.6,0.2
A0A0B4J1V2,Broad_detection,0.6,0.2
A0A0B4J1V6,Broad_detection,0.6,0.2
A0A0B4J1X5,Broad_detection,0.6,0.2
A0A0B4J1Y8,Broad_detection,0.6,0.2
A0A0B4J1Y9,Broad_detection,0.6,0.2
A0A0B4J2D9;P0DP09,Other_unbalanced,0.6,0.2
A0A0C4DH24,Sparse,0.6,0.2
A0A0C4DH25,Broad_detection,0.6,0.2
A0A0C4DH29,Other_unbalanced,0.6,0.2
A0A0C4DH31,Broad_detection,0.6,0.2
A0A0C4DH33,Other_unbalanced,0.6,0.2
A0A0C4DH34,Broad_detection,0.6,0.2
A0A0C4DH35,Other_unbalanced,0.6,0.2
A0A0C4DH36,Broad_detection,0.6,0.2
A0A0C4DH38,Broad_detection,0.6,0.2
A0A0C4DH39,Sparse,0.6,0.2
A0A0C4DH43,Broad_detection,0.6,0.2
A0A0C4DH67,Broad_detection,0.6,0.2
A0A0G2JS06,Broad_detection,0.6,0.2
A0A0J9YVY3,Other_unbalanced,0.6,0.2
A0A0J9YWL9,Sparse,0.6,0.2
A0A0J9YX35,Broad_detection,0.6,0.2
A0A0J9YXX1,Broad_detection,0.6,0.2
A0A1B0GTC6,Broad_detection,0.6,0.2
A0A494C071,Sparse,0.6,0.2
A0AV96,Sparse,0.6,0.2
A0AVT1,Other_unbalanced,0.6,0.2
A0FGR8,Other_unbalanced,0.6,0.2
A0M8Q6,Broad_detection,0.6,0.2
A0PJW8,Other_unbalanced,0.6,0.2
A1A4S6,Sparse,0.6,0.2
A1L4H1,Broad_detection,0.6,0.2
A1X283;Q5TCZ1,Sparse,0.6,0.2
A2A2Y4,Sparse,0.6,0.2
A2A3L6,Broad_detection,0.6,0.2
A2CJ06,Broad_detection,0.6,0.2
A2NJV5,Broad_detection,0.6,0.2
A2PYH4,Sparse,0.6,0.2
A2RRP1,Sparse,0.6,0.2
A2RUS2,Other_unbalanced,0.6,0.2
A4D1P6,Other_unbalanced,0.6,0.2
A6NDG6,Broad_detection,0.6,0.2
A6NDU8,Other_unbalanced,0.6,0.2
A6NH11,Other_unbalanced,0.6,0.2
A6NHL2,Sparse,0.6,0.2
A6NL88,Broad_detection,0.6,0.2
A6NM11;A6NMS7,Broad_detection,0.6,0.2
A6NML5,Broad_detection,0.6,0.2
A6QL63,Sparse,0.6,0.2
A8CG34;Q96HA1,Other_unbalanced,0.6,0.2
A8K0Z3;A8MWX3;C4AMC7;Q6VEQ5;Q9NQA3,Sparse,0.6,0.2
A8K2U0,Other_unbalanced,0.6,0.2
A8MYB1,Broad_detection,0.6,0.2
B0I1T2,Broad_detection,0.6,0.2
B2RUZ4,Broad_detection,0.6,0.2
B5ME19;Q99613,Sparse,0.6,0.2
E9PAV3,Broad_detection,0.6,0.2
L0R6Q1,Sparse,0.6,0.2
O00116,Sparse,0.6,0.2
O00139,Other_unbalanced,0.6,0.2
O00148,Other_unbalanced,0.6,0.2
O00151,Broad_detection,0.6,0.2
O00154,Other_unbalanced,0.6,0.2
O00159,Broad_detection,0.6,0.2
O00160,Other_unbalanced,0.6,0.2
O00161,Broad_detection,0.6,0.2
O00170,Sparse,0.6,0.2
O00175,Sparse,0.6,0.2
O00186,Broad_detection,0.6,0.2
O00187,Broad_detection,0.6,0.2
O00194,Broad_detection,0.6,0.2
O00203,Other_unbalanced,0.6,0.2
O00204,Sparse,0.6,0.2
O00231,Broad_detection,0.6,0.2
O00232,Broad_detection,0.6,0.2
O00233,Broad_detection,0.6,0.2
O00241,Sparse,0.6,0.2
O00244,Sparse,0.6,0.2
O00253,Sparse,0.6,0.2
O00264,Broad_detection,0.6,0.2
O00292;O75610,Sparse,0.6,0.2
O00299,Broad_detection,0.6,0.2
O00303,Other_unbalanced,0.6,0.2
O00339,Broad_detection,0.6,0.2
O00391,Broad_detection,0.6,0.2
O00410,Broad_detection,0.6,0.2
O00429,Broad_detection,0.6,0.2
O00442,Other_unbalanced,0.6,0.2
O00453,Other_unbalanced,0.6,0.2
O00461,Broad_detection,0.6,0.2
O00468,Broad_detection,0.6,0.2
O00471,Sparse,0.6,0.2
O00483,Other_unbalanced,0.6,0.2
O00487,Broad_detection,0.6,0.2
O00499,Sparse,0.6,0.2
O00505,Other_unbalanced,0.6,0.2
O00522,Sparse,0.6,0.2
O00533,Broad_detection,0.6,0.2
O00560,Broad_detection,0.6,0.2
O00571,Other_unbalanced,0.6,0.2
O00585,Other_unbalanced,0.6,0.2
O00587,Other_unbalanced,0.6,0.2
O00592,Broad_detection,0.6,0.2
O00602,Broad_detection,0.6,0.2
O00622,Other_unbalanced,0.6,0.2
O00629,Other_unbalanced,0.6,0.2
O00743,Broad_detection,0.6,0.2
O00748,Other_unbalanced,0.6,0.2
O14498,Broad_detection,0.6,0.2
O14523,Sparse,0.6,0.2
O14558,Other_unbalanced,0.6,0.2
O14579,Other_unbalanced,0.6,0.2
O14594,Broad_detection,0.6,0.2
O14602;P47813,Broad_detection,0.6,0.2
O14617,Other_unbalanced,0.6,0.2
O14618,Other_unbalanced,0.6,0.2
O14645,Broad_detection,0.6,0.2
O14646;O14647,Other_unbalanced,0.6,0.2
O14656,Broad_detection,0.6,0.2
O14672,Broad_detection,0.6,0.2
O14717,Other_unbalanced,0.6,0.2
O14727,Sparse,0.6,0.2
O14732,Other_unbalanced,0.6,0.2
O14735,Sparse,0.6,0.2
O14737,Other_unbalanced,0.6,0.2
O14744,Broad_detection,0.6,0.2
O14745,Broad_detection,0.6,0.2
O14773,Broad_detection,0.6,0.2
O14775,Sparse,0.6,0.2
O14786,Broad_detection,0.6,0.2
O14787,Sparse,0.6,0.2
O14791,Broad_detection,0.6,0.2
O14818,Broad_detection,0.6,0.2
O14880,Sparse,0.6,0.2
O14920,Sparse,0.6,0.2
O14950;P19105,Broad_detection,0.6,0.2
O14960,Broad_detection,0.6,0.2
O14964,Other_unbalanced,0.6,0.2
O14974,Other_unbalanced,0.6,0.2
O14976,Sparse,0.6,0.2
O14979,Broad_detection,0.6,0.2
O14980,Broad_detection,0.6,0.2
O14983,Broad_detection,0.6,0.2
O15013;Q9HCE6,Other_unbalanced,0.6,0.2
O15031,Broad_detection,0.6,0.2
O15033,Other_unbalanced,0.6,0.2
O15067,Other_unbalanced,0.6,0.2
O15075,Sparse,0.6,0.2
O15084,Other_unbalanced,0.6,0.2
O15111,Other_unbalanced,0.6,0.2
O15116,Sparse,0.6,0.2
O15117,Broad_detection,0.6,0.2
O15118,Other_unbalanced,0.6,0.2
O15126,Sparse,0.6,0.2
O15127,Sparse,0.6,0.2
O15143,Broad_detection,0.6,0.2
O15144,Broad_detection,0.6,0.2
O15145,Broad_detection,0.6,0.2
O15155,Sparse,0.6,0.2
O15173,Other_unbalanced,0.6,0.2
O15194,Sparse,0.6,0.2
O15204,Broad_detection,0.6,0.2
O15212,Other_unbalanced,0.6,0.2
O15213,Sparse,0.6,0.2
O15230,Other_unbalanced,0.6,0.2
O15231,Other_unbalanced,0.6,0.2
O15258,Sparse,0.6,0.2
O15260,Other_unbalanced,0.6,0.2
O15264,Other_unbalanced,0.6,0.2
O15269,Sparse,0.6,0.2
O15294,Sparse,0.6,0.2
O15305,Other_unbalanced,0.6,0.2
O15327,Sparse,0.6,0.2
O15335,Broad_detection,0.6,0.2
O15357,Sparse,0.6,0.2
O15371,Other_unbalanced,0.6,0.2
O15372,Other_unbalanced,0.6,0.2
O15389,Sparse,0.6,0.2
O15394,Sparse,0.6,0.2
O15400,Broad_detection,0.6,0.2
O15427,Other_unbalanced,0.6,0.2
O15439,Other_unbalanced,0.6,0.2
O15466,Broad_detection,0.6,0.2
O15498,Broad_detection,0.6,0.2
O15511,Broad_detection,0.6,0.2
O15533,Other_unbalanced,0.6,0.2
O43143,Other_unbalanced,0.6,0.2
O43149,Other_unbalanced,0.6,0.2
O43150,Other_unbalanced,0.6,0.2
O43157,Broad_detection,0.6,0.2
O43169,Sparse,0.6,0.2
O43173,Broad_detection,0.6,0.2
O43175,Other_unbalanced,0.6,0.2
O43181,Sparse,0.6,0.2
O43182,Other_unbalanced,0.6,0.2
O43242,Broad_detection,0.6,0.2
O43294,Other_unbalanced,0.6,0.2
O43298,Other_unbalanced,0.6,0.2
O43306,Sparse,0.6,0.2
O43312,Other_unbalanced,0.6,0.2
O43314,Sparse,0.6,0.2
O43324,Other_unbalanced,0.6,0.2
O43390,Other_unbalanced,0.6,0.2
O43396,Broad_detection,0.6,0.2
O43399,Broad_detection,0.6,0.2
O43447,Sparse,0.6,0.2
O43451,Other_unbalanced,0.6,0.2
O43488,Broad_detection,0.6,0.2
O43491,Broad_detection,0.6,0.2
O43493,Other_unbalanced,0.6,0.2
O43504,Other_unbalanced,0.6,0.2
O43505,Broad_detection,0.6,0.2
O43516,Other_unbalanced,0.6,0.2
O43529,Broad_detection,0.6,0.2
O43548,Other_unbalanced,0.6,0.2
O43561,Sparse,0.6,0.2
O43566,Sparse,0.6,0.2
O43583,Other_unbalanced,0.6,0.2
O43598,Sparse,0.6,0.2
O43615,Other_unbalanced,0.6,0.2
O43617,Other_unbalanced,0.6,0.2
O43633,Other_unbalanced,0.6,0.2
O43639,Other_unbalanced,0.6,0.2
O43665,Other_unbalanced,0.6,0.2
O43676,Sparse,0.6,0.2
O43678,Sparse,0.6,0.2
O43681,Broad_detection,0.6,0.2
O43684,Sparse,0.6,0.2
O43704,Sparse,0.6,0.2
O43707,Broad_detection,0.6,0.2
O43747,Other_unbalanced,0.6,0.2
O43752,Sparse,0.6,0.2
O43765,Other_unbalanced,0.6,0.2
O43768,Other_unbalanced,0.6,0.2
O43776,Other_unbalanced,0.6,0.2
O43813,Other_unbalanced,0.6,0.2
O43815,Sparse,0.6,0.2
O43847,Broad_detection,0.6,0.2
O43852,Broad_detection,0.6,0.2
O43865,Sparse,0.6,0.2
O43866,Broad_detection,0.6,0.2
O43895,Other_unbalanced,0.6,0.2
O43897,Broad_detection,0.6,0.2
O43915,Other_unbalanced,0.6,0.2
O43920,Sparse,0.6,0.2
O60229,Broad_detection,0.6,0.2
O60234,Broad_detection,0.6,0.2
O60240,Broad_detection,0.6,0.2
O60241,Other_unbalanced,0.6,0.2
O60245,Broad_detection,0.6,0.2
O60256,Broad_detection,0.6,0.2
O60262,Other_unbalanced,0.6,0.2
O60268,Other_unbalanced,0.6,0.2
O60269,Sparse,0.6,0.2
O60279,Broad_detection,0.6,0.2
O60281,Other_unbalanced,0.6,0.2
O60306,Broad_detection,0.6,0.2
O60313,Other_unbalanced,0.6,0.2
O60330,Other_unbalanced,0.6,0.2
O60333,Sparse,0.6,0.2
O60437,Other_unbalanced,0.6,0.2
O60462,Broad_detection,0.6,0.2
O60476,Broad_detection,0.6,0.2
O60488,Broad_detection,0.6,0.2
O60493,Broad_detection,0.6,0.2
O60496,Other_unbalanced,0.6,0.2
O60506,Other_unbalanced,0.6,0.2
O60507,Other_unbalanced,0.6,0.2
O60512,Other_unbalanced,0.6,0.2
O60568,Other_unbalanced,0.6,0.2
O60610,Broad_detection,0.6,0.2
O60613,Broad_detection,0.6,0.2
O60664,Broad_detection,0.6,0.2
O60667,Other_unbalanced,0.6,0.2
O60687,Other_unbalanced,0.6,0.2
O60704,Broad_detection,0.6,0.2
O60716,Sparse,0.6,0.2
O60749,Other_unbalanced,0.6,0.2
O60762,Sparse,0.6,0.2
O60763,Other_unbalanced,0.6,0.2
O60784,Sparse,0.6,0.2
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879,Broad_detection,0.6,0.2
O60826,Sparse,0.6,0.2
O60841,Other_unbalanced,0.6,0.2
O60844,Broad_detection,0.6,0.2
O60869,Other_unbalanced,0.6,0.2
O60884,Other_unbalanced,0.6,0.2
O60888,Broad_detection,0.6,0.2
O60890,Sparse,0.6,0.2
O60896,Other_unbalanced,0.6,0.2
O60909,Other_unbalanced,0.6,0.2
O60911,Other_unbalanced,0.6,0.2
O60925,Other_unbalanced,0.6,0.2
O60934,Sparse,0.6,0.2
O60936,Broad_detection,0.6,0.2
O75015,Other_unbalanced,0.6,0.2
O75023,Other_unbalanced,0.6,0.2
O75044;P0DMP2,Other_unbalanced,0.6,0.2
O75069,Sparse,0.6,0.2
O75081,Broad_detection,0.6,0.2
O75083,Broad_detection,0.6,0.2
O75093,Other_unbalanced,0.6,0.2
O75116,Broad_detection,0.6,0.2
O75131,Other_unbalanced,0.6,0.2
O75144,Broad_detection,0.6,0.2
O75147,Broad_detection,0.6,0.2
O75150,Other_unbalanced,0.6,0.2
O75154,Sparse,0.6,0.2
O75165,Broad_detection,0.6,0.2
O75170,Broad_detection,0.6,0.2
O75190,Sparse,0.6,0.2
O75223,Broad_detection,0.6,0.2
O75251,Sparse,0.6,0.2
O75298,Sparse,0.6,0.2
O75306,Sparse,0.6,0.2
O75309,Broad_detection,0.6,0.2
O75326,Other_unbalanced,0.6,0.2
O75339,Broad_detection,0.6,0.2
O75340,Broad_detection,0.6,0.2
O75342,Other_unbalanced,0.6,0.2
O75347,Broad_detection,0.6,0.2
O75348,Other_unbalanced,0.6,0.2
O75351,Broad_detection,0.6,0.2
O75356,Broad_detection,0.6,0.2
O75367,Broad_detection,0.6,0.2
O75368,Broad_detection,0.6,0.2
O75369,Other_unbalanced,0.6,0.2
O75390,Other_unbalanced,0.6,0.2
O75396,Other_unbalanced,0.6,0.2
O75410,Sparse,0.6,0.2
O75431,Sparse,0.6,0.2
O75436,Other_unbalanced,0.6,0.2
O75437,Sparse,0.6,0.2
O75475,Other_unbalanced,0.6,0.2
O75477,Sparse,0.6,0.2
O75487,Broad_detection,0.6,0.2
O75489,Sparse,0.6,0.2
O75494,Sparse,0.6,0.2
O75531,Broad_detection,0.6,0.2
O75533,Sparse,0.6,0.2
O75556,Sparse,0.6,0.2
O75558,Broad_detection,0.6,0.2
O75563,Other_unbalanced,0.6,0.2
O75578,Other_unbalanced,0.6,0.2
O75592,Sparse,0.6,0.2
O75596,Broad_detection,0.6,0.2
O75602,Other_unbalanced,0.6,0.2
O75608,Other_unbalanced,0.6,0.2
O75629,Sparse,0.6,0.2
O75636,Broad_detection,0.6,0.2
O75643,Other_unbalanced,0.6,0.2
O75663,Sparse,0.6,0.2
O75688,Other_unbalanced,0.6,0.2
O75694,Sparse,0.6,0.2
O75695,Broad_detection,0.6,0.2
O75716,Sparse,0.6,0.2
O75752,Broad_detection,0.6,0.2
O75787,Broad_detection,0.6,0.2
O75791,Other_unbalanced,0.6,0.2
O75821,Other_unbalanced,0.6,0.2
O75822,Broad_detection,0.6,0.2
O75832,Other_unbalanced,0.6,0.2
O75844,Sparse,0.6,0.2
O75874,Broad_detection,0.6,0.2
O75882,Broad_detection,0.6,0.2
O75884,Other_unbalanced,0.6,0.2
O75888,Other_unbalanced,0.6,0.2
O75897,Broad_detection,0.6,0.2
O75915,Broad_detection,0.6,0.2
O75923,Other_unbalanced,0.6,0.2
O75935,Other_unbalanced,0.6,0.2
O75947,Other_unbalanced,0.6,0.2
O75954,Broad_detection,0.6,0.2
O75955,Broad_detection,0.6,0.2
O75964,Other_unbalanced,0.6,0.2
O75995,Other_unbalanced,0.6,0.2
O76003,Broad_detection,0.6,0.2
O76013,Other_unbalanced,0.6,0.2
O76015,Sparse,0.6,0.2
O76021,Sparse,0.6,0.2
O76031,Sparse,0.6,0.2
O76061,Other_unbalanced,0.6,0.2
O76070,Sparse,0.6,0.2
O76074,Other_unbalanced,0.6,0.2
O94766,Other_unbalanced,0.6,0.2
O94769,Broad_detection,0.6,0.2
O94804,Broad_detection,0.6,0.2
O94818,Sparse,0.6,0.2
O94819,Sparse,0.6,0.2
O94826,Sparse,0.6,0.2
O94874,Other_unbalanced,0.6,0.2
O94886,Other_unbalanced,0.6,0.2
O94903,Other_unbalanced,0.6,0.2
O94905,Sparse,0.6,0.2
O94915,Sparse,0.6,0.2
O94919,Other_unbalanced,0.6,0.2
O94923,Other_unbalanced,0.6,0.2
O94925,Sparse,0.6,0.2
O94929,Other_unbalanced,0.6,0.2
O94966,Broad_detection,0.6,0.2
O94973,Broad_detection,0.6,0.2
O94979,Other_unbalanced,0.6,0.2
O94985,Broad_detection,0.6,0.2
O95071,Sparse,0.6,0.2
O95084,Broad_detection,0.6,0.2
O95139,Sparse,0.6,0.2
O95154,Sparse,0.6,0.2
O95168,Sparse,0.6,0.2
O95169,Sparse,0.6,0.2
O95182,Sparse,0.6,0.2
