PG.ProteinGroups,Detection_pattern,Target_threshold,Other_threshold_exclusive
Q5JQS6,Sparse,0.7,0.2
Q5JRA6,Broad_detection,0.7,0.2
Q5JSH3,Other_unbalanced,0.7,0.2
Q5JSP0,Other_unbalanced,0.7,0.2
Q5JTV8,Other_unbalanced,0.7,0.2
Q5JU69,Other_unbalanced,0.7,0.2
Q5JWF2,Broad_detection,0.7,0.2
Q5KU26,Sparse,0.7,0.2
Q5M775,Sparse,0.7,0.2
Q5QJ74,Broad_detection,0.7,0.2
Q5QJE6,Other_unbalanced,0.7,0.2
Q5R3I4,Sparse,0.7,0.2
Q5SGD2,Other_unbalanced,0.7,0.2
Q5SQ64,Other_unbalanced,0.7,0.2
Q5SRI9,Other_unbalanced,0.7,0.2
Q5SSJ5,Other_unbalanced,0.7,0.2
Q5SW96,Other_unbalanced,0.7,0.2
Q5SYB0,Broad_detection,0.7,0.2
Q5SZK8,Broad_detection,0.7,0.2
Q5T013,Other_unbalanced,0.7,0.2
Q5T3F8,Sparse,0.7,0.2
Q5T3I0,Sparse,0.7,0.2
Q5T447,Other_unbalanced,0.7,0.2
Q5T4S7,Broad_detection,0.7,0.2
Q5T5C0,Sparse,0.7,0.2
Q5T749,Other_unbalanced,0.7,0.2
Q5T750,Other_unbalanced,0.7,0.2
Q5TC79,Sparse,0.7,0.2
Q5TDH0,Broad_detection,0.7,0.2
Q5TEC6,Broad_detection,0.7,0.2
Q5TEJ8,Sparse,0.7,0.2
Q5TZA2,Sparse,0.7,0.2
Q5VIR6,Sparse,0.7,0.2
Q5VU65,Broad_detection,0.7,0.2
Q5VVQ6,Other_unbalanced,0.7,0.2
Q5VW32,Other_unbalanced,0.7,0.2
Q5VY43,Sparse,0.7,0.2
Q5VYK3,Other_unbalanced,0.7,0.2
Q5W0V3,Sparse,0.7,0.2
Q5XKE5,Sparse,0.7,0.2
Q5XPI4,Other_unbalanced,0.7,0.2
Q60I27,Other_unbalanced,0.7,0.2
Q629K1,Sparse,0.7,0.2
Q641Q3,Broad_detection,0.7,0.2
Q658P3,Broad_detection,0.7,0.2
Q66K14,Sparse,0.7,0.2
Q66K74,Sparse,0.7,0.2
Q684P5,Other_unbalanced,0.7,0.2
Q68BL7,Other_unbalanced,0.7,0.2
Q68BL8,Other_unbalanced,0.7,0.2
Q68DL7,Broad_detection,0.7,0.2
Q68EM7,Other_unbalanced,0.7,0.2
Q6AHZ1,Broad_detection,0.7,0.2
Q6AWC2,Other_unbalanced,0.7,0.2
Q6B0K9,Other_unbalanced,0.7,0.2
Q6DD88,Other_unbalanced,0.7,0.2
Q6E0U4,Broad_detection,0.7,0.2
Q6EMK4,Broad_detection,0.7,0.2
Q6FI81,Other_unbalanced,0.7,0.2
Q6GMV3,Sparse,0.7,0.2
Q6IA69,Sparse,0.7,0.2
Q6IAA8,Broad_detection,0.7,0.2
Q6IBS0,Broad_detection,0.7,0.2
Q6ICB0,Sparse,0.7,0.2
Q6ICL3,Other_unbalanced,0.7,0.2
Q6JBY9,Sparse,0.7,0.2
Q6KB66,Broad_detection,0.7,0.2
Q6KCM7;Q9BV35,Other_unbalanced,0.7,0.2
Q6NT04,Other_unbalanced,0.7,0.2
Q6NUJ1,Other_unbalanced,0.7,0.2
Q6NUK1,Sparse,0.7,0.2
Q6NV74,Other_unbalanced,0.7,0.2
Q6NVY1,Sparse,0.7,0.2
Q6NXE6,Sparse,0.7,0.2
Q6NZI2,Other_unbalanced,0.7,0.2
Q6P179,Other_unbalanced,0.7,0.2
Q6P1A2,Sparse,0.7,0.2
Q6P1M0,Other_unbalanced,0.7,0.2
Q6P2E9,Sparse,0.7,0.2
Q6P2Q9,Sparse,0.7,0.2
Q6P3W7,Other_unbalanced,0.7,0.2
Q6P3X3,Sparse,0.7,0.2
Q6P3X8,Broad_detection,0.7,0.2
Q6P4E1,Broad_detection,0.7,0.2
Q6P589,Sparse,0.7,0.2
Q6P988,Broad_detection,0.7,0.2
Q6PCB0,Broad_detection,0.7,0.2
Q6PCE3,Other_unbalanced,0.7,0.2
Q6PD74,Other_unbalanced,0.7,0.2
Q6PI48,Sparse,0.7,0.2
Q6PJW8,Other_unbalanced,0.7,0.2
Q6PL24,Sparse,0.7,0.2
Q6Q0C1,Other_unbalanced,0.7,0.2
Q6Q788,Broad_detection,0.7,0.2
Q6QNY1,Sparse,0.7,0.2
Q6UB35,Sparse,0.7,0.2
Q6UVK1,Broad_detection,0.7,0.2
Q6UW49,Broad_detection,0.7,0.2
Q6UWD8,Broad_detection,0.7,0.2
Q6UWH4,Other_unbalanced,0.7,0.2
Q6UWK7,Other_unbalanced,0.7,0.2
Q6UWL2,Other_unbalanced,0.7,0.2
Q6UWP2,Sparse,0.7,0.2
Q6UWP8,Broad_detection,0.7,0.2
Q6UWU4,Sparse,0.7,0.2
Q6UX06,Other_unbalanced,0.7,0.2
Q6UX71,Broad_detection,0.7,0.2
Q6UXB8,Broad_detection,0.7,0.2
Q6UXD5,Broad_detection,0.7,0.2
Q6UXH0,Broad_detection,0.7,0.2
Q6UXH8,Other_unbalanced,0.7,0.2
Q6UXI7,Other_unbalanced,0.7,0.2
Q6UXI9,Broad_detection,0.7,0.2
Q6UXK5,Other_unbalanced,0.7,0.2
Q6UXV4,Sparse,0.7,0.2
Q6UY14,Broad_detection,0.7,0.2
Q6V0I7,Broad_detection,0.7,0.2
Q6VY07,Other_unbalanced,0.7,0.2
Q6WN34,Other_unbalanced,0.7,0.2
Q6X4W1,Broad_detection,0.7,0.2
Q6XQN6,Other_unbalanced,0.7,0.2
Q6YHK3,Broad_detection,0.7,0.2
Q6YN16,Sparse,0.7,0.2
Q6ZMY3,Broad_detection,0.7,0.2
Q6ZN30,Broad_detection,0.7,0.2
Q6ZNJ1,Other_unbalanced,0.7,0.2
Q6ZP82,Sparse,0.7,0.2
Q6ZRK6,Broad_detection,0.7,0.2
Q6ZRP7,Broad_detection,0.7,0.2
Q6ZRY4,Sparse,0.7,0.2
Q6ZSZ5,Sparse,0.7,0.2
Q6ZT62,Sparse,0.7,0.2
Q6ZUT6,Sparse,0.7,0.2
Q6ZVL6,Other_unbalanced,0.7,0.2
Q6ZVM7,Other_unbalanced,0.7,0.2
Q6ZVT6,Other_unbalanced,0.7,0.2
Q6ZVX7,Other_unbalanced,0.7,0.2
Q709C8,Other_unbalanced,0.7,0.2
Q70IA8,Sparse,0.7,0.2
Q70J99,Other_unbalanced,0.7,0.2
Q71RC9,Other_unbalanced,0.7,0.2
Q76I76,Broad_detection,0.7,0.2
Q76LX8,Broad_detection,0.7,0.2
Q76M96,Other_unbalanced,0.7,0.2
Q7KZF4,Other_unbalanced,0.7,0.2
Q7KZI7,Sparse,0.7,0.2
Q7L014,Broad_detection,0.7,0.2
Q7L1Q6,Other_unbalanced,0.7,0.2
Q7L1S5,Other_unbalanced,0.7,0.2
Q7L1W4,Sparse,0.7,0.2
Q7L2H7,Sparse,0.7,0.2
Q7L2K0,Sparse,0.7,0.2
Q7L576,Broad_detection,0.7,0.2
Q7L591,Other_unbalanced,0.7,0.2
Q7L5N1,Other_unbalanced,0.7,0.2
Q7L7X3,Other_unbalanced,0.7,0.2
Q7L9L4,Broad_detection,0.7,0.2
Q7LBR1,Other_unbalanced,0.7,0.2
Q7LDG7,Broad_detection,0.7,0.2
Q7LFX5,Broad_detection,0.7,0.2
Q7LGC8,Broad_detection,0.7,0.2
Q7RTR0,Other_unbalanced,0.7,0.2
Q7Z2W4,Other_unbalanced,0.7,0.2
Q7Z304,Broad_detection,0.7,0.2
Q7Z333,Other_unbalanced,0.7,0.2
Q7Z3B1,Other_unbalanced,0.7,0.2
Q7Z3C6,Other_unbalanced,0.7,0.2
Q7Z3J2,Sparse,0.7,0.2
Q7Z3Y7,Broad_detection,0.7,0.2
Q7Z3Y8,Sparse,0.7,0.2
Q7Z3Z0,Other_unbalanced,0.7,0.2
Q7Z434,Other_unbalanced,0.7,0.2
Q7Z460,Sparse,0.7,0.2
Q7Z478,Sparse,0.7,0.2
Q7Z4F1,Sparse,0.7,0.2
Q7Z4R8,Broad_detection,0.7,0.2
Q7Z4W1,Other_unbalanced,0.7,0.2
Q7Z5L0,Other_unbalanced,0.7,0.2
Q7Z5L7,Broad_detection,0.7,0.2
Q7Z5N4,Other_unbalanced,0.7,0.2
Q7Z5R6,Other_unbalanced,0.7,0.2
Q7Z6Z7,Broad_detection,0.7,0.2
Q7Z794,Broad_detection,0.7,0.2
Q7Z7G0,Broad_detection,0.7,0.2
Q7Z7H5,Other_unbalanced,0.7,0.2
Q7Z7M0,Other_unbalanced,0.7,0.2
Q7Z7M8,Broad_detection,0.7,0.2
Q7Z7M9,Broad_detection,0.7,0.2
Q86SF2,Broad_detection,0.7,0.2
Q86SG5,Broad_detection,0.7,0.2
Q86SJ6,Sparse,0.7,0.2
Q86SQ4,Broad_detection,0.7,0.2
Q86SR1,Other_unbalanced,0.7,0.2
Q86TD4,Other_unbalanced,0.7,0.2
Q86TH1,Broad_detection,0.7,0.2
Q86TP1,Other_unbalanced,0.7,0.2
Q86TY3,Broad_detection,0.7,0.2
Q86U17,Broad_detection,0.7,0.2
Q86U42,Sparse,0.7,0.2
Q86UD1,Broad_detection,0.7,0.2
Q86UE4,Other_unbalanced,0.7,0.2
Q86UP0,Other_unbalanced,0.7,0.2
Q86UP2,Other_unbalanced,0.7,0.2
Q86UT6,Sparse,0.7,0.2
Q86UX2,Broad_detection,0.7,0.2
Q86UX7,Broad_detection,0.7,0.2
Q86V81,Other_unbalanced,0.7,0.2
Q86V88,Sparse,0.7,0.2
Q86VB7,Other_unbalanced,0.7,0.2
Q86VG3,Other_unbalanced,0.7,0.2
Q86VN1,Sparse,0.7,0.2
Q86VP6,Broad_detection,0.7,0.2
Q86VS8,Sparse,0.7,0.2
Q86WI1,Broad_detection,0.7,0.2
Q86WR7,Sparse,0.7,0.2
Q86WV6,Sparse,0.7,0.2
Q86X29,Broad_detection,0.7,0.2
Q86X55,Other_unbalanced,0.7,0.2
Q86X76,Sparse,0.7,0.2
Q86XI8,Other_unbalanced,0.7,0.2
Q86XP3,Sparse,0.7,0.2
Q86XP6,Other_unbalanced,0.7,0.2
Q86Y38,Broad_detection,0.7,0.2
Q86Y82,Other_unbalanced,0.7,0.2
Q86YB8,Sparse,0.7,0.2
Q86YQ8,Other_unbalanced,0.7,0.2
Q86YR7,Other_unbalanced,0.7,0.2
Q86YV0,Other_unbalanced,0.7,0.2
Q86YW5,Other_unbalanced,0.7,0.2
Q86YZ3,Broad_detection,0.7,0.2
Q8IUD2,Other_unbalanced,0.7,0.2
Q8IUE6,Other_unbalanced,0.7,0.2
Q8IUI8,Other_unbalanced,0.7,0.2
Q8IUK5,Broad_detection,0.7,0.2
Q8IUK8,Other_unbalanced,0.7,0.2
Q8IUL8,Broad_detection,0.7,0.2
Q8IUR7,Other_unbalanced,0.7,0.2
Q8IUX7,Broad_detection,0.7,0.2
Q8IV08,Other_unbalanced,0.7,0.2
Q8IVB4,Sparse,0.7,0.2
Q8IVF2,Other_unbalanced,0.7,0.2
Q8IVL8,Sparse,0.7,0.2
Q8IVW4,Broad_detection,0.7,0.2
Q8IW45,Other_unbalanced,0.7,0.2
Q8IW75,Other_unbalanced,0.7,0.2
Q8IWA5,Other_unbalanced,0.7,0.2
Q8IWB7,Sparse,0.7,0.2
Q8IWE2,Broad_detection,0.7,0.2
Q8IWF9,Sparse,0.7,0.2
Q8IWU5,Broad_detection,0.7,0.2
Q8IWV2,Other_unbalanced,0.7,0.2
Q8IX12,Other_unbalanced,0.7,0.2
Q8IXB1,Sparse,0.7,0.2
Q8IXI1,Sparse,0.7,0.2
Q8IXJ6,Sparse,0.7,0.2
Q8IXL6,Broad_detection,0.7,0.2
Q8IY22,Other_unbalanced,0.7,0.2
Q8IYB5,Sparse,0.7,0.2
Q8IYD1,Other_unbalanced,0.7,0.2
Q8IYI6,Broad_detection,0.7,0.2
Q8IYJ2,Other_unbalanced,0.7,0.2
Q8IZ52,Other_unbalanced,0.7,0.2
Q8IZ83,Other_unbalanced,0.7,0.2
Q8IZA0,Broad_detection,0.7,0.2
Q8IZD0,Sparse,0.7,0.2
Q8IZF2,Broad_detection,0.7,0.2
Q8IZF6,Sparse,0.7,0.2
Q8IZH2,Sparse,0.7,0.2
Q8IZP0,Other_unbalanced,0.7,0.2
Q8IZP7,Broad_detection,0.7,0.2
Q8IZP9,Broad_detection,0.7,0.2
Q8IZQ5,Sparse,0.7,0.2
Q8IZS8,Broad_detection,0.7,0.2
Q8N0U8,Sparse,0.7,0.2
Q8N0V3,Sparse,0.7,0.2
Q8N128,Broad_detection,0.7,0.2
Q8N131,Sparse,0.7,0.2
Q8N1E6,Sparse,0.7,0.2
Q8N1F7,Sparse,0.7,0.2
Q8N1G4,Other_unbalanced,0.7,0.2
Q8N1N4,Broad_detection,0.7,0.2
Q8N1Q1,Other_unbalanced,0.7,0.2
Q8N257,Broad_detection,0.7,0.2
Q8N2S1,Other_unbalanced,0.7,0.2
Q8N307,Broad_detection,0.7,0.2
Q8N386,Other_unbalanced,0.7,0.2
Q8N392,Other_unbalanced,0.7,0.2
Q8N3F0,Other_unbalanced,0.7,0.2
Q8N3T1,Broad_detection,0.7,0.2
Q8N3Y7,Sparse,0.7,0.2
Q8N4P3,Sparse,0.7,0.2
Q8N5C6,Other_unbalanced,0.7,0.2
Q8N5J2,Other_unbalanced,0.7,0.2
Q8N684,Sparse,0.7,0.2
Q8N699,Other_unbalanced,0.7,0.2
Q8N6C8,Other_unbalanced,0.7,0.2
Q8N6H7,Sparse,0.7,0.2
Q8N766,Other_unbalanced,0.7,0.2
Q8N7A1,Other_unbalanced,0.7,0.2
Q8N8K9,Other_unbalanced,0.7,0.2
Q8N8M0,Broad_detection,0.7,0.2
Q8N9N7,Other_unbalanced,0.7,0.2
Q8N9U0,Other_unbalanced,0.7,0.2
Q8NBF2,Other_unbalanced,0.7,0.2
Q8NBJ4,Broad_detection,0.7,0.2
Q8NBJ5,Other_unbalanced,0.7,0.2
Q8NBJ7,Broad_detection,0.7,0.2
Q8NBM8,Other_unbalanced,0.7,0.2
Q8NBP7,Broad_detection,0.7,0.2
Q8NBQ5,Other_unbalanced,0.7,0.2
Q8NBS9,Broad_detection,0.7,0.2
Q8NBX0,Other_unbalanced,0.7,0.2
Q8NBZ7,Other_unbalanced,0.7,0.2
Q8NC54,Other_unbalanced,0.7,0.2
Q8NCA5,Sparse,0.7,0.2
Q8NCH0,Broad_detection,0.7,0.2
Q8NCW5,Other_unbalanced,0.7,0.2
Q8ND71,Sparse,0.7,0.2
Q8ND76,Sparse,0.7,0.2
Q8NDA2,Broad_detection,0.7,0.2
Q8NDB2,Sparse,0.7,0.2
Q8NDZ4,Other_unbalanced,0.7,0.2
Q8NE71,Other_unbalanced,0.7,0.2
Q8NE86,Sparse,0.7,0.2
Q8NEH6,Broad_detection,0.7,0.2
Q8NEU8,Other_unbalanced,0.7,0.2
Q8NEX9,Other_unbalanced,0.7,0.2
Q8NEZ2,Other_unbalanced,0.7,0.2
Q8NF50,Other_unbalanced,0.7,0.2
Q8NF67,Other_unbalanced,0.7,0.2
Q8NF91,Other_unbalanced,0.7,0.2
Q8NFF5,Sparse,0.7,0.2
Q8NFL0,Broad_detection,0.7,0.2
Q8NFP4,Other_unbalanced,0.7,0.2
Q8NFU3,Sparse,0.7,0.2
Q8NFU4,Broad_detection,0.7,0.2
Q8NFV4,Sparse,0.7,0.2
Q8NG06,Other_unbalanced,0.7,0.2
Q8NG11,Broad_detection,0.7,0.2
Q8NHC8,Other_unbalanced,0.7,0.2
Q8NHG7,Sparse,0.7,0.2
Q8NHG8,Sparse,0.7,0.2
Q8NHM5,Other_unbalanced,0.7,0.2
Q8NHP6,Sparse,0.7,0.2
Q8NI51,Broad_detection,0.7,0.2
Q8NI99,Broad_detection,0.7,0.2
Q8TAB3,Sparse,0.7,0.2
Q8TAC1,Sparse,0.7,0.2
Q8TAT6,Sparse,0.7,0.2
Q8TAX7,Other_unbalanced,0.7,0.2
Q8TB73,Broad_detection,0.7,0.2
Q8TBC4,Sparse,0.7,0.2
Q8TBF2,Sparse,0.7,0.2
Q8TBQ9,Sparse,0.7,0.2
Q8TBY9,Other_unbalanced,0.7,0.2
Q8TBZ0,Other_unbalanced,0.7,0.2
Q8TC07,Sparse,0.7,0.2
Q8TC12,Other_unbalanced,0.7,0.2
Q8TC71,Broad_detection,0.7,0.2
Q8TCD5,Sparse,0.7,0.2
Q8TCJ2,Sparse,0.7,0.2
Q8TCZ2,Other_unbalanced,0.7,0.2
Q8TD06,Broad_detection,0.7,0.2
Q8TD16,Sparse,0.7,0.2
Q8TD19,Sparse,0.7,0.2
Q8TD55,Other_unbalanced,0.7,0.2
Q8TDL5,Broad_detection,0.7,0.2
Q8TDN7,Sparse,0.7,0.2
Q8TDW7,Other_unbalanced,0.7,0.2
Q8TDX7,Other_unbalanced,0.7,0.2
Q8TDZ2,Other_unbalanced,0.7,0.2
Q8TEA8,Other_unbalanced,0.7,0.2
Q8TEM1,Sparse,0.7,0.2
Q8TER0,Broad_detection,0.7,0.2
Q8TEU8,Other_unbalanced,0.7,0.2
Q8TF05,Sparse,0.7,0.2
Q8TF42,Other_unbalanced,0.7,0.2
Q8TF64,Sparse,0.7,0.2
Q8TF66,Other_unbalanced,0.7,0.2
Q8WTU2,Sparse,0.7,0.2
Q8WU76,Sparse,0.7,0.2
Q8WU79,Sparse,0.7,0.2
Q8WUA8,Broad_detection,0.7,0.2
Q8WUH2,Sparse,0.7,0.2
Q8WUH6,Other_unbalanced,0.7,0.2
Q8WUJ3,Broad_detection,0.7,0.2
Q8WUM4,Broad_detection,0.7,0.2
Q8WUT4,Broad_detection,0.7,0.2
Q8WUW1,Other_unbalanced,0.7,0.2
Q8WV28,Sparse,0.7,0.2
Q8WVC6,Sparse,0.7,0.2
Q8WVM8,Other_unbalanced,0.7,0.2
Q8WVN8,Broad_detection,0.7,0.2
Q8WVQ1,Other_unbalanced,0.7,0.2
Q8WVV4,Broad_detection,0.7,0.2
Q8WW12,Other_unbalanced,0.7,0.2
Q8WW22,Other_unbalanced,0.7,0.2
Q8WW52,Other_unbalanced,0.7,0.2
Q8WWA0,Broad_detection,0.7,0.2
Q8WWA1,Other_unbalanced,0.7,0.2
Q8WWI5,Other_unbalanced,0.7,0.2
Q8WWQ8,Other_unbalanced,0.7,0.2
Q8WWV3,Sparse,0.7,0.2
Q8WWV6,Broad_detection,0.7,0.2
Q8WWZ8,Broad_detection,0.7,0.2
Q8WXD0,Sparse,0.7,0.2
Q8WXD2,Other_unbalanced,0.7,0.2
Q8WXE9,Other_unbalanced,0.7,0.2
Q8WXF7,Sparse,0.7,0.2
Q8WXG6,Sparse,0.7,0.2
Q8WXI7,Broad_detection,0.7,0.2
Q8WXX5,Other_unbalanced,0.7,0.2
Q8WYN0,Other_unbalanced,0.7,0.2
Q8WZ42,Broad_detection,0.7,0.2
Q8WZ75,Other_unbalanced,0.7,0.2
Q8WZA0,Other_unbalanced,0.7,0.2
Q8WZA1,Other_unbalanced,0.7,0.2
Q92187,Broad_detection,0.7,0.2
Q92496,Broad_detection,0.7,0.2
Q92499,Other_unbalanced,0.7,0.2
Q92520,Other_unbalanced,0.7,0.2
Q92522,Other_unbalanced,0.7,0.2
Q92526,Other_unbalanced,0.7,0.2
Q92530,Broad_detection,0.7,0.2
Q92538,Other_unbalanced,0.7,0.2
Q92539,Other_unbalanced,0.7,0.2
Q92544,Sparse,0.7,0.2
Q92556,Other_unbalanced,0.7,0.2
Q92563,Broad_detection,0.7,0.2
Q92572,Sparse,0.7,0.2
Q92575,Sparse,0.7,0.2
Q92597,Other_unbalanced,0.7,0.2
Q92598,Other_unbalanced,0.7,0.2
Q92599,Sparse,0.7,0.2
Q92604,Sparse,0.7,0.2
Q92608,Other_unbalanced,0.7,0.2
Q92609,Sparse,0.7,0.2
Q92614,Broad_detection,0.7,0.2
Q92616,Other_unbalanced,0.7,0.2
Q92619,Other_unbalanced,0.7,0.2
Q92625,Sparse,0.7,0.2
Q92626,Other_unbalanced,0.7,0.2
Q92673,Other_unbalanced,0.7,0.2
Q92686,Other_unbalanced,0.7,0.2
Q92688,Broad_detection,0.7,0.2
Q92696,Broad_detection,0.7,0.2
Q92734,Other_unbalanced,0.7,0.2
Q92743,Broad_detection,0.7,0.2
Q92747,Sparse,0.7,0.2
Q92752,Broad_detection,0.7,0.2
Q92753,Other_unbalanced,0.7,0.2
Q92765,Broad_detection,0.7,0.2
Q92783,Other_unbalanced,0.7,0.2
Q92804,Sparse,0.7,0.2
Q92817,Other_unbalanced,0.7,0.2
Q92820,Broad_detection,0.7,0.2
Q92823,Broad_detection,0.7,0.2
Q92824,Sparse,0.7,0.2
Q92835,Other_unbalanced,0.7,0.2
Q92841,Other_unbalanced,0.7,0.2
Q92859,Broad_detection,0.7,0.2
Q92882,Broad_detection,0.7,0.2
Q92887,Other_unbalanced,0.7,0.2
Q92888,Other_unbalanced,0.7,0.2
Q92890,Other_unbalanced,0.7,0.2
Q92900,Sparse,0.7,0.2
Q92905,Other_unbalanced,0.7,0.2
Q92922,Sparse,0.7,0.2
Q92930,Broad_detection,0.7,0.2
Q92945,Other_unbalanced,0.7,0.2
Q92954,Broad_detection,0.7,0.2
Q92973,Other_unbalanced,0.7,0.2
Q92974,Other_unbalanced,0.7,0.2
Q92993,Other_unbalanced,0.7,0.2
Q93008,Broad_detection,0.7,0.2
Q93009,Other_unbalanced,0.7,0.2
Q93033,Other_unbalanced,0.7,0.2
Q93034,Other_unbalanced,0.7,0.2
Q93050,Other_unbalanced,0.7,0.2
Q93052,Other_unbalanced,0.7,0.2
Q93063,Other_unbalanced,0.7,0.2
Q93070,Other_unbalanced,0.7,0.2
Q93084,Broad_detection,0.7,0.2
Q93098,Broad_detection,0.7,0.2
Q969E2,Sparse,0.7,0.2
Q969H8,Other_unbalanced,0.7,0.2
Q969L2,Sparse,0.7,0.2
Q969P0,Broad_detection,0.7,0.2
Q969T9,Other_unbalanced,0.7,0.2
Q969X0,Sparse,0.7,0.2
Q96A00,Other_unbalanced,0.7,0.2
Q96A26,Other_unbalanced,0.7,0.2
Q96A32,Other_unbalanced,0.7,0.2
Q96A33,Sparse,0.7,0.2
Q96A49,Other_unbalanced,0.7,0.2
Q96A65,Other_unbalanced,0.7,0.2
Q96A72,Sparse,0.7,0.2
Q96AE4,Other_unbalanced,0.7,0.2
Q96AG4,Other_unbalanced,0.7,0.2
Q96AP7,Broad_detection,0.7,0.2
Q96AQ6,Broad_detection,0.7,0.2
Q96AT9,Sparse,0.7,0.2
Q96AX2,Other_unbalanced,0.7,0.2
Q96B26,Other_unbalanced,0.7,0.2
Q96BJ3,Other_unbalanced,0.7,0.2
Q96BM9,Other_unbalanced,0.7,0.2
Q96BS2,Sparse,0.7,0.2
Q96BW5,Sparse,0.7,0.2
Q96BX8,Sparse,0.7,0.2
Q96BY6,Other_unbalanced,0.7,0.2
Q96BZ4,Other_unbalanced,0.7,0.2
Q96C01,Sparse,0.7,0.2
Q96C19,Broad_detection,0.7,0.2
Q96C23,Sparse,0.7,0.2
Q96C24,Other_unbalanced,0.7,0.2
Q96C36,Sparse,0.7,0.2
Q96CN7,Other_unbalanced,0.7,0.2
Q96CT7,Other_unbalanced,0.7,0.2
Q96CV9,Sparse,0.7,0.2
Q96CW1,Broad_detection,0.7,0.2
Q96CX2,Broad_detection,0.7,0.2
Q96D15,Other_unbalanced,0.7,0.2
Q96D71,Sparse,0.7,0.2
Q96DA0,Broad_detection,0.7,0.2
Q96DG6,Sparse,0.7,0.2
Q96DR5,Other_unbalanced,0.7,0.2
Q96DR8,Broad_detection,0.7,0.2
Q96DT5,Other_unbalanced,0.7,0.2
Q96DZ9,Other_unbalanced,0.7,0.2
Q96E17,Sparse,0.7,0.2
Q96EB6,Sparse,0.7,0.2
Q96EE4,Broad_detection,0.7,0.2
Q96EP5,Other_unbalanced,0.7,0.2
Q96F07,Other_unbalanced,0.7,0.2
Q96F85,Other_unbalanced,0.7,0.2
Q96FE7,Other_unbalanced,0.7,0.2
Q96FJ2,Other_unbalanced,0.7,0.2
Q96FN4,Other_unbalanced,0.7,0.2
Q96FV2,Sparse,0.7,0.2
Q96FW1,Other_unbalanced,0.7,0.2
Q96FZ7,Broad_detection,0.7,0.2
Q96G03,Other_unbalanced,0.7,0.2
Q96G23,Sparse,0.7,0.2
Q96GD0,Other_unbalanced,0.7,0.2
Q96GG9,Other_unbalanced,0.7,0.2
Q96GI7,Broad_detection,0.7,0.2
Q96GK7,Sparse,0.7,0.2
Q96GW7,Broad_detection,0.7,0.2
Q96H15,Broad_detection,0.7,0.2
Q96H79,Sparse,0.7,0.2
Q96HC4,Other_unbalanced,0.7,0.2
Q96HE7,Sparse,0.7,0.2
Q96HF1,Other_unbalanced,0.7,0.2
Q96HN2,Sparse,0.7,0.2
Q96HS1,Sparse,0.7,0.2
Q96HY6,Sparse,0.7,0.2
Q96I82,Other_unbalanced,0.7,0.2
Q96I99,Sparse,0.7,0.2
Q96IJ6,Other_unbalanced,0.7,0.2
Q96IQ7,Sparse,0.7,0.2
Q96IT1,Sparse,0.7,0.2
Q96IU4,Other_unbalanced,0.7,0.2
Q96IW7,Sparse,0.7,0.2
Q96IX5,Sparse,0.7,0.2
Q96IY4,Broad_detection,0.7,0.2
Q96IZ5,Broad_detection,0.7,0.2
Q96J42,Broad_detection,0.7,0.2
Q96JB5,Sparse,0.7,0.2
Q96JD6,Sparse,0.7,0.2
Q96JF6,Other_unbalanced,0.7,0.2
Q96JH7,Sparse,0.7,0.2
Q96JI7,Broad_detection,0.7,0.2
Q96JJ7,Other_unbalanced,0.7,0.2
Q96JM4,Broad_detection,0.7,0.2
Q96JP9,Broad_detection,0.7,0.2
Q96JQ0,Broad_detection,0.7,0.2
Q96K17,Other_unbalanced,0.7,0.2
Q96K49,Sparse,0.7,0.2
Q96K76,Broad_detection,0.7,0.2
Q96KG9,Other_unbalanced,0.7,0.2
Q96KN2,Broad_detection,0.7,0.2
Q96KP1,Sparse,0.7,0.2
Q96KP4,Broad_detection,0.7,0.2
Q96L34,Other_unbalanced,0.7,0.2
Q96L46,Broad_detection,0.7,0.2
Q96L94,Other_unbalanced,0.7,0.2
Q96LA6,Other_unbalanced,0.7,0.2
Q96M27,Broad_detection,0.7,0.2
Q96MF2,Broad_detection,0.7,0.2
Q96MK2,Sparse,0.7,0.2
Q96MK3,Other_unbalanced,0.7,0.2
Q96MN2,Other_unbalanced,0.7,0.2
Q96MN5,Other_unbalanced,0.7,0.2
Q96MT3,Broad_detection,0.7,0.2
Q96MY7,Broad_detection,0.7,0.2
Q96NL6,Other_unbalanced,0.7,0.2
Q96NY7,Sparse,0.7,0.2
Q96NZ9,Broad_detection,0.7,0.2
Q96P48,Other_unbalanced,0.7,0.2
Q96P63,Broad_detection,0.7,0.2
Q96P67,Broad_detection,0.7,0.2
Q96P70,Broad_detection,0.7,0.2
Q96PC5,Broad_detection,0.7,0.2
Q96PD5,Broad_detection,0.7,0.2
Q96PK6,Sparse,0.7,0.2
Q96PL1,Broad_detection,0.7,0.2
Q96PL5,Broad_detection,0.7,0.2
Q96PM9,Other_unbalanced,0.7,0.2
Q96PX8,Broad_detection,0.7,0.2
Q96Q06,Broad_detection,0.7,0.2
Q96Q89,Other_unbalanced,0.7,0.2
Q96QA5,Broad_detection,0.7,0.2
Q96QG7,Sparse,0.7,0.2
Q96QH2,Other_unbalanced,0.7,0.2
Q96QK1,Other_unbalanced,0.7,0.2
Q96QR1,Broad_detection,0.7,0.2
Q96QU1,Other_unbalanced,0.7,0.2
Q96R84,Other_unbalanced,0.7,0.2
