"Protein","GeneSymbol","GeneNames_UniProt","ProteinName","UniProt_mapped","Control","N_observed_Control","N_total_Control","Short","N_observed_Short","N_total_Short","Long","N_observed_Long","N_total_Long","Short_minus_Control","Long_minus_Short","Long_minus_Control","Pattern","Pattern_display","logFC","adj.P.Val","Pattern_version","Tolerance_log2"
"P00966","ASS1","ASS1 ASS","Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)",TRUE,7.60583832844226,146,153,8.22670770170712,176,186,7.71739439641871,167,176,0.620869373264854,-0.50931330528841,0.111556067976443,"Short_peak","Short-high profile",-0.362197878692168,0.0181325247291018,2,0.05
"Q8IUK5","PLXDC1","PLXDC1 TEM3 TEM7","Plexin domain-containing protein 1 (Tumor endothelial marker 3) (Tumor endothelial marker 7)",TRUE,11.433666032537,153,153,11.5810436220663,186,186,11.3260697939734,176,176,0.147377589529368,-0.254973828092947,-0.107596238563579,"Short_peak","Short-high profile",-0.241450435308362,0.0181325247291018,2,0.05
"P98095","FBLN2","FBLN2","Fibulin-2 (FIBL-2)",TRUE,8.64897872079637,153,153,8.93794183140651,186,186,8.59881400395583,175,176,0.288963110610139,-0.33912782745068,-0.0501647168405412,"Short_peak","Short-high profile",-0.289679393335529,0.0181420449315958,2,0.05
"Q96AQ6","PBXIP1","PBXIP1 HPIP","Pre-B-cell leukemia transcription factor-interacting protein 1 (Hematopoietic PBX-interacting protein)",TRUE,8.53787195585287,152,153,8.76420990207808,186,186,8.41292620568848,176,176,0.226337946225213,-0.351283696389595,-0.124945750164382,"Short_peak","Short-high profile",-0.310011275973494,0.0181511543900977,2,0.05
"P24821","TNC","TNC HXB","Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C)",TRUE,13.2959903697099,153,153,13.4085231892742,186,186,13.0773034965534,176,176,0.11253281956423,-0.331219692720733,-0.218686873156503,"Short_peak","Short-high profile",-0.324609108312316,0.0182797893800968,2,0.05
"Q658P3","STEAP3","STEAP3 TSAP6","Metalloreductase STEAP3 (EC 1.16.1.-) (Dudulin-2) (Six-transmembrane epithelial antigen of prostate 3) (Tumor suppressor-activated pathway protein 6) (hTSAP6) (pHyde) (hpHyde)",TRUE,8.50691157621899,147,153,8.84831533575433,181,186,8.41704813066432,170,176,0.341403759535337,-0.431267205090007,-0.0898634455546699,"Short_peak","Short-high profile",-0.318889023802424,0.0184354872978685,2,0.05
"Q6EMK4","VASN","VASN SLITL2 UNQ314/PRO357/PRO1282","Vasorin (Protein slit-like 2)",TRUE,10.1992653999184,153,153,10.5569964495948,186,186,10.3100753206619,176,176,0.357731049676435,-0.246921128932968,0.110809920743467,"Short_peak","Short-high profile",-0.209511215241774,0.0184610984350618,2,0.05
"Q86YZ3","HRNR","HRNR S100A18","Hornerin",TRUE,8.7241895544486,153,153,8.82990897992973,185,186,8.47251311037291,175,176,0.10571942548113,-0.357395869556814,-0.251676444075684,"Short_peak","Short-high profile",-0.374262172725114,0.0184610984350618,2,0.05
"P32942","ICAM3","ICAM3","Intercellular adhesion molecule 3 (ICAM-3) (CDw50) (ICAM-R) (CD antigen CD50)",TRUE,9.85002830380242,153,153,9.8714293581298,186,186,9.61778202167016,176,176,0.0214010543273861,-0.253647336459647,-0.232246282132261,"Long_suppression","Control/Short-similar, Long-low profile",-0.245322274199392,0.0184610984350618,2,0.05
"Q6YHK3","CD109","CD109 CPAMD7","CD109 antigen (150 kDa TGF-beta-1-binding protein) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 7) (Platelet-specific Gov antigen) (p180) (r150) (CD antigen CD109)",TRUE,9.43664227307421,153,153,9.72675365633786,186,186,9.44405903116714,176,176,0.29011138326365,-0.28269462517072,0.00741675809292985,"Short_peak","Short-high profile",-0.258776249189143,0.0184610984350618,2,0.05
"P20908","COL5A1","COL5A1","Collagen alpha-1(V) chain",TRUE,7.69702927106414,147,153,7.9008461434507,180,186,7.56310322212401,164,176,0.203816872386564,-0.337742921326688,-0.133926048940125,"Short_peak","Short-high profile",-0.292857084774441,0.0194227173839545,2,0.05
"Q10472","GALNT1","GALNT1","Polypeptide N-acetylgalactosaminyltransferase 1 (EC 2.4.1.41) (Polypeptide GalNAc transferase 1) (GalNAc-T1) (pp-GaNTase 1) (Protein-UDP acetylgalactosaminyltransferase 1) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 1) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 1 soluble form]",TRUE,8.98402798490747,153,153,9.09718275584938,185,186,8.82503507183537,176,176,0.113154770941906,-0.272147684014012,-0.158992913072106,"Short_peak","Short-high profile",-0.222112284728084,0.0194840548165674,2,0.05
"P50895","BCAM","BCAM LU MSK19","Basal cell adhesion molecule (Auberger B antigen) (B-CAM cell surface glycoprotein) (F8/G253 antigen) (Lutheran antigen) (Lutheran blood group glycoprotein) (CD antigen CD239)",TRUE,8.51413194317904,152,153,8.79538620153296,186,186,8.35451337192809,176,176,0.281254258353917,-0.440872829604871,-0.159618571250954,"Short_peak","Short-high profile",-0.312988698108146,0.0194840548165674,2,0.05
"Q14242","SELPLG","SELPLG","P-selectin glycoprotein ligand 1 (PSGL-1) (Selectin P ligand) (CD antigen CD162)",TRUE,12.076180556996,153,153,12.2142416737264,186,186,11.9254379585222,176,176,0.138061116730462,-0.288803715204285,-0.150742598473823,"Short_peak","Short-high profile",-0.236784097470755,0.0194840548165674,2,0.05
"Q8IZP9","ADGRG2","ADGRG2 GPR64 HE6 TM7LN2","Adhesion G protein-coupled receptor G2 (G protein-coupled receptor 64) (Human epididymis-specific protein 6) (He6) [Cleaved into: Adhesion G protein-coupled receptor G2, N-terminal fragment (ADGRG2 N-terminal fragment); Adhesion G protein-coupled receptor G2, C-terminal fragment (ADGRG2 C-terminal fragment)]",TRUE,8.70656786484816,153,153,8.97912932553545,186,186,8.65864910730763,175,176,0.272561460687291,-0.320480218227825,-0.0479187575405344,"Short_peak","Short-high profile",-0.295922207034891,0.0194840548165674,2,0.05
"Q8NBJ4","GOLM1","GOLM1 C9orf155 GOLPH2 PSEC0242 UNQ686/PRO1326","Golgi membrane protein 1 (Golgi membrane protein GP73) (Golgi phosphoprotein 2)",TRUE,11.3572165990381,153,153,11.5423302746681,186,186,11.2753746973758,176,176,0.185113675629982,-0.266955577292268,-0.0818419016622869,"Short_peak","Short-high profile",-0.243269208530837,0.0198050625488226,2,0.05
"P21810","BGN","BGN SLRR1A","Biglycan (Bone/cartilage proteoglycan I) (PG-S1)",TRUE,10.8647098594895,153,153,10.9028042439442,186,186,10.6472415139931,176,176,0.0380943844546859,-0.25556272995108,-0.217468345496394,"Long_suppression","Control/Short-similar, Long-low profile",-0.255156077599995,0.0198609095611421,2,0.05
"O95715","CXCL14","CXCL14 MIP2G NJAC SCYB14 PSEC0212 UNQ240/PRO273","C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)",TRUE,8.67795933151536,138,153,8.99053896045507,175,186,8.59076631381526,153,176,0.31257962893971,-0.399772646639811,-0.0871930177001001,"Short_peak","Short-high profile",-0.363457232280329,0.0199153184164183,2,0.05
"Q9BXN1","ASPN","ASPN PLAP1 SLRR1C UNQ215/PRO241","Asporin (Periodontal ligament-associated protein 1) (PLAP-1)",TRUE,11.278093201982,153,153,11.5298920682652,186,186,11.2100873386579,176,176,0.251798866283215,-0.319804729607272,-0.068005863324057,"Short_peak","Short-high profile",-0.26211184469213,0.0201707135623028,2,0.05
"Q9H2X3","CLEC4M","CLEC4M CD209L CD209L1 CD299","C-type lectin domain family 4 member M (CD209 antigen-like protein 1) (DC-SIGN-related protein) (DC-SIGNR) (Dendritic cell-specific ICAM-3-grabbing non-integrin 2) (DC-SIGN2) (Liver/lymph node-specific ICAM-3-grabbing non-integrin) (L-SIGN) (CD antigen CD299)",TRUE,8.21019745744965,149,153,8.48375992107608,183,186,8.18239964939669,170,176,0.273562463626433,-0.301360271679384,-0.0277978080529504,"Short_peak","Short-high profile",-0.276762037593478,0.0201975395623779,2,0.05
"Q6UX71","PLXDC2","PLXDC2 TEM7R UNQ2514/PRO6003","Plexin domain-containing protein 2 (Tumor endothelial marker 7-related protein)",TRUE,10.062457382816,153,153,10.2693258732907,186,186,9.99453352232195,176,176,0.206868490474694,-0.27479235096871,-0.067923860494016,"Short_peak","Short-high profile",-0.259297358490002,0.020221849306813,2,0.05
"Q8NI99","ANGPTL6","ANGPTL6 AGF ARP5 UNQ152/PRO178","Angiopoietin-related protein 6 (Angiopoietin-like protein 6) (Angiopoietin-related growth factor) (Angiopoietin-related protein 5)",TRUE,11.8974438293827,153,153,12.1463729242572,186,186,11.7626629162936,176,176,0.248929094874468,-0.383710007963582,-0.134780913089115,"Short_peak","Short-high profile",-0.376744036144384,0.0210157065256928,2,0.05
"O94769","ECM2","ECM2","Extracellular matrix protein 2 (Matrix glycoprotein SC1/ECM2)",TRUE,9.26236597056918,153,153,9.39841852928997,186,186,9.12420922125099,176,176,0.136052558720792,-0.274209308038976,-0.138156749318185,"Short_peak","Short-high profile",-0.282012511621854,0.0211681709246874,2,0.05
"Q9NP78","ABCB9","ABCB9 KIAA1520","ABC-type oligopeptide transporter ABCB9 (EC 7.4.2.6) (ATP-binding cassette sub-family B member 9) (ATP-binding cassette transporter 9) (ABC transporter 9 protein) (hABCB9) (TAP-like protein) (TAPL)",TRUE,10.3112689474594,140,153,10.9804077045422,178,186,10.4638460412072,160,176,0.669138757082775,-0.516561663334986,0.152577093747789,"Short_peak","Short-high profile",-0.336049527634415,0.0212378207322746,2,0.05
"Q9Y4L1","HYOU1","HYOU1 GRP170 HSPH4 ORP150","Hypoxia up-regulated protein 1 (150 kDa oxygen-regulated protein) (ORP-150) (170 kDa glucose-regulated protein) (GRP-170) (Heat shock protein family H member 4)",TRUE,8.87511621941226,153,153,9.15284253775853,186,186,8.86232995491183,176,176,0.27772631834627,-0.290512582846697,-0.0127862645004271,"Short_peak","Short-high profile",-0.252866355474646,0.0212378207322746,2,0.05
"Q9H8L6","MMRN2","MMRN2 EMILIN3","Multimerin-2 (EMILIN-3) (Elastin microfibril interface located protein 3) (Elastin microfibril interfacer 3) (EndoGlyx-1 p125/p140 subunit)",TRUE,10.5219441963534,153,153,11.0337123053606,186,186,10.6442031710328,176,176,0.511768109007207,-0.389509134327767,0.12225897467944,"Short_peak","Short-high profile",-0.289188384755947,0.0212378207322746,2,0.05
"Q92752","TNR","TNR","Tenascin-R (TN-R) (Janusin) (Restrictin)",TRUE,7.14004308443169,150,153,7.25652882261065,177,186,6.99897526338337,163,176,0.116485738178961,-0.257553559227275,-0.141067821048314,"Short_peak","Short-high profile",-0.291769357325912,0.0221851392485639,2,0.05
"Q92743","HTRA1","HTRA1 HTRA PRSS11","Serine protease HTRA1 (EC 3.4.21.-) (High-temperature requirement A serine peptidase 1) (L56) (Serine protease 11)",TRUE,10.2912051300312,153,153,10.5872088551047,186,186,10.2443556157869,176,176,0.296003725073543,-0.342853239317801,-0.0468495142442578,"Short_peak","Short-high profile",-0.27432406058978,0.0227805603135692,2,0.05
"P51884","LUM","LUM LDC SLRR2D","Lumican (Keratan sulfate proteoglycan lumican) (KSPG lumican)",TRUE,16.8352786719673,153,153,16.9847041938505,186,186,16.762208577411,176,176,0.149425521883153,-0.222495616439549,-0.073070094556396,"Short_peak","Short-high profile",-0.231395482821593,0.0234078529816178,2,0.05
"O00339","MATN2","MATN2 UNQ193/PRO219","Matrilin-2",TRUE,7.02416281596716,142,153,7.31715434053094,173,186,6.96569201062673,158,176,0.292991524563782,-0.351462329904209,-0.0584708053404279,"Short_peak","Short-high profile",-0.34008383057583,0.0241020563469803,2,0.05
"Q9BWP8","COLEC11","COLEC11 UNQ596/PRO1182","Collectin-11 (Collectin kidney protein 1) (CL-K1)",TRUE,13.8603307954608,153,153,14.0512787289621,186,186,13.740591774622,176,176,0.190947933501338,-0.310686954340074,-0.119739020838736,"Short_peak","Short-high profile",-0.316323849147013,0.0242446435658411,2,0.05
"Q8NBJ7","SUMF2","SUMF2 PSEC0171 UNQ1968/PRO4500","Inactive C-alpha-formylglycine-generating enzyme 2 (Paralog of formylglycine-generating enzyme) (pFGE) (Sulfatase-modifying factor 2)",TRUE,8.02154660225208,119,153,8.13356026462785,163,186,7.75092617185977,136,176,0.112013662375766,-0.382634092768075,-0.270620430392309,"Short_peak","Short-high profile",-0.329301487802988,0.0243129663188675,2,0.05
"Q76I76","SSH2","SSH2 KIAA1725 SSH2L","Protein phosphatase Slingshot homolog 2 (EC 3.1.3.16) (EC 3.1.3.48) (SSH-like protein 2) (SSH-2L) (hSSH-2L)",TRUE,9.19699082046098,137,153,9.34435945293314,155,186,9.01170937585407,146,176,0.147368632472162,-0.332650077079071,-0.185281444606909,"Short_peak","Short-high profile",-0.305457957839197,0.0248282528508993,2,0.05
"P05387","RPLP2","RPLP2 D11S2243E RPP2","Large ribosomal subunit protein P2 (60S acidic ribosomal protein P2) (Renal carcinoma antigen NY-REN-44)",TRUE,8.64586575960453,151,153,8.88584956109979,184,186,8.5302905010113,173,176,0.239983801495262,-0.355559060088487,-0.115575258593225,"Short_peak","Short-high profile",-0.298449005127107,0.0248282528508993,2,0.05
"O43897","TLL1","TLL1 TLL","Tolloid-like protein 1 (EC 3.4.24.-)",TRUE,9.6314442999779,138,153,9.94118369426062,171,186,9.63271180516894,146,176,0.309739394282724,-0.308471889091683,0.00126750519104135,"Short_peak","Short-high profile",-0.265468965506154,0.0249681613263044,2,0.05
"P55287","CDH11","CDH11","Cadherin-11 (OSF-4) (Osteoblast cadherin) (OB-cadherin)",TRUE,8.08610978873854,151,153,8.42871954214881,186,186,8.07212348241985,174,176,0.342609753410265,-0.356596059728956,-0.0139863063186905,"Short_peak","Short-high profile",-0.307549165527874,0.0249681613263044,2,0.05
"P52943","CRIP2","CRIP2 CRP2","Cysteine-rich protein 2 (CRP-2) (Protein ESP1)",TRUE,7.89700927246589,151,153,8.11794016106609,186,186,7.81712470246766,171,176,0.220930888600202,-0.300815458598431,-0.0798845699982289,"Short_peak","Short-high profile",-0.249442565773917,0.0249681613263044,2,0.05
"Q8TD06","AGR3","AGR3 BCMP11 PDIA18 UNQ642/PRO1272","Anterior gradient protein 3 (AG-3) (AG3) (hAG-3) (Anterior gradient 3 homolog) (Breast cancer membrane protein 11) (Protein disulfide isomerase family A, member 18)",TRUE,8.02634706850035,143,153,8.22858308189291,178,186,7.91457952465992,168,176,0.202236013392559,-0.314003557232989,-0.11176754384043,"Short_peak","Short-high profile",-0.29970231594734,0.0249681613263044,2,0.05
"Q9H8J5","MANSC1","MANSC1 LOH12CR3 UNQ316/PRO361","MANSC domain-containing protein 1 (Loss of heterozygosity 12 chromosomal region 3 protein)",TRUE,10.5749657745674,153,153,10.8994676069472,186,186,10.4885495601586,176,176,0.324501832379791,-0.410918046788524,-0.0864162144087324,"Short_peak","Short-high profile",-0.30196032429328,0.0249681613263044,2,0.05
"A1L4H1","SSC5D","SSC5D","Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D (Soluble scavenger protein with 5 SRCR domains) (SSc5D)",TRUE,11.5122433804291,153,153,11.6759743782939,186,186,11.3355737958405,176,176,0.1637309978648,-0.340400582453407,-0.176669584588607,"Short_peak","Short-high profile",-0.272344644166798,0.0249681613263044,2,0.05
"Q9NYQ6","CELSR1","CELSR1 CDHF9 FMI2","Cadherin EGF LAG seven-pass G-type receptor 1 (Cadherin family member 9) (Flamingo homolog 2) (hFmi2)",TRUE,8.54696774984623,153,153,8.69834374534015,186,186,8.39480455812043,175,176,0.151375995493918,-0.30353918721972,-0.152163191725801,"Short_peak","Short-high profile",-0.282068850695751,0.0249681613263044,2,0.05
"P00736","C1R","C1R","Complement C1r subcomponent (EC 3.4.21.41) (Complement component 1 subcomponent r) [Cleaved into: Complement C1r subcomponent heavy chain (Complement C1r subcomponent chain A); Complement C1r subcomponent light chain (Complement C1r subcomponent chain B)]",TRUE,15.7352072608625,153,153,15.8767963043387,186,186,15.607552467226,176,176,0.141589043476188,-0.269243837112684,-0.127654793636497,"Short_peak","Short-high profile",-0.281890875447919,0.0256233671443416,2,0.05
"P80108","GPLD1","GPLD1 PIGPLD1","Phosphatidylinositol-glycan-specific phospholipase D (PI-G PLD) (EC 3.1.4.50) (Glycoprotein phospholipase D) (Glycosyl-phosphatidylinositol-specific phospholipase D) (GPI-PLD) (GPI-specific phospholipase D)",TRUE,13.8632497839585,153,153,14.2007739245131,186,186,13.8850828276494,176,176,0.337524140554626,-0.315691096863668,0.0218330436909575,"Short_peak","Short-high profile",-0.222537114178104,0.0258962049361854,2,0.05
"Q8WWZ8","OIT3","OIT3 LZP UNQ826/PRO1753","Oncoprotein-induced transcript 3 protein (Liver-specific zona pellucida domain-containing protein)",TRUE,10.2061190648437,153,153,10.7852099441262,186,186,10.149482580223,176,176,0.579090879282456,-0.635727363903138,-0.0566364846206824,"Short_peak","Short-high profile",-0.605686218453402,0.0263115595784522,2,0.05
"Q15293","RCN1","RCN1 RCN","Reticulocalbin-1",TRUE,10.5531504319096,153,153,10.6738899506956,186,186,10.3888602036639,176,176,0.120739518785998,-0.285029747031695,-0.164290228245697,"Short_peak","Short-high profile",-0.27650235161836,0.0263115595784522,2,0.05
"Q16706","MAN2A1","MAN2A1 MANA2","Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)",TRUE,9.44860559469617,153,153,9.55587593887424,186,186,9.36444830869375,176,176,0.107270344178072,-0.191427630180495,-0.0841572860024229,"Short_peak","Short-high profile",-0.185318254675012,0.0269746749336576,2,0.05
"P15291","B4GALT1","B4GALT1 GGTB2","Beta-1,4-galactosyltransferase 1 (Beta-1,4-GalTase 1) (Beta4Gal-T1) (b4Gal-T1) (EC 2.4.1.-) (Beta-N-acetylglucosaminyl-glycolipid beta-1,4-galactosyltransferase) (Beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase) (EC 2.4.1.38) (Lactose synthase A protein) (EC 2.4.1.22) (N-acetyllactosamine synthase) (EC 2.4.1.90) (Nal synthase) (Neolactotriaosylceramide beta-1,4-galactosyltransferase) (EC 2.4.1.275) (UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 1) (UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 1) [Cleaved into: Processed beta-1,4-galactosyltransferase 1]",TRUE,8.6004266870651,153,153,8.97976050685435,186,186,8.69115278933856,176,176,0.37933381978926,-0.288607717515797,0.0907261022734627,"Short_peak","Short-high profile",-0.220079850213354,0.0280533678824401,2,0.05
"P07942","LAMB1","LAMB1","Laminin subunit beta-1 (Laminin B1 chain) (Laminin-1 subunit beta) (Laminin-10 subunit beta) (Laminin-12 subunit beta) (Laminin-2 subunit beta) (Laminin-6 subunit beta) (Laminin-8 subunit beta)",TRUE,9.96875624143657,153,153,10.0913188356119,186,186,9.79072644502603,176,176,0.122562594175344,-0.300592390585878,-0.178029796410534,"Short_peak","Short-high profile",-0.277385771508028,0.0283164295701337,2,0.05
"P01011","SERPINA3","SERPINA3 AACT GIG24 GIG25","Alpha-1-antichymotrypsin (ACT) (Cell growth-inhibiting gene 24/25 protein) (Serpin A3) [Cleaved into: Alpha-1-antichymotrypsin His-Pro-less]",TRUE,12.2948437524956,153,153,12.6587026662986,186,186,12.312354180247,176,176,0.363858913802941,-0.346348486051578,0.0175104277513629,"Short_peak","Short-high profile",-0.266744612621203,0.0289829625737684,2,0.05
"Q99969","RARRES2","RARRES2 TIG2","Retinoic acid receptor responder protein 2 (Chemerin) (RAR-responsive protein TIG2) (Tazarotene-induced gene 2 protein)",TRUE,12.7249022266619,153,153,12.7475853884068,186,186,12.5521356893128,176,176,0.022683161744963,-0.195449699094059,-0.172766537349096,"Long_suppression","Control/Short-similar, Long-low profile",-0.2734710909269,0.029026832214738,2,0.05
"Q13217","DNAJC3","DNAJC3 P58IPK PRKRI","DnaJ homolog subfamily C member 3 (Endoplasmic reticulum DNA J domain-containing protein 6) (ER-resident protein ERdj6) (ERdj6) (Interferon-induced, double-stranded RNA-activated protein kinase inhibitor) (Protein kinase inhibitor of 58 kDa) (Protein kinase inhibitor p58)",TRUE,9.69865206031118,153,153,9.98989716234203,186,186,9.56321111950844,175,176,0.291245102030855,-0.426686042833589,-0.135440940802734,"Short_peak","Short-high profile",-0.336995983888675,0.0293706507398877,2,0.05
"Q9NS62","THSD1","THSD1 TMTSP UNQ3010/PRO9769","Thrombospondin type-1 domain-containing protein 1 (Transmembrane molecule with thrombospondin module)",TRUE,9.42968098291549,153,153,9.52005154038749,184,186,9.24130824404337,175,176,0.0903705574720064,-0.278743296344123,-0.188372738872117,"Short_peak","Short-high profile",-0.233292211733797,0.0293706507398877,2,0.05
"O43505","B4GAT1","B4GAT1 B3GNT1 B3GNT6","Beta-1,4-glucuronyltransferase 1 (EC 2.4.1.-) (I-beta-1,3-N-acetylglucosaminyltransferase) (iGnT) (N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase) (Poly-N-acetyllactosamine extension enzyme) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1)",TRUE,6.80394305141902,116,153,7.15007560624707,148,186,6.7970834775891,143,176,0.346132554828052,-0.352992128657965,-0.00685957382991287,"Short_peak","Short-high profile",-0.291127936697015,0.029533879018191,2,0.05
"Q14574","DSC3","DSC3 CDHF3 DSC4","Desmocollin-3 (Cadherin family member 3) (Desmocollin-4) (HT-CP)",TRUE,11.9912438297385,153,153,12.1417797368669,186,186,11.7849135063179,176,176,0.150535907128454,-0.356866230549056,-0.206330323420602,"Short_peak","Short-high profile",-0.370787890857295,0.029533879018191,2,0.05
"Q09327","MGAT3","MGAT3 GGNT3","Beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase (EC 2.4.1.144) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase III) (GNT-III) (GlcNAc-T III) (N-acetylglucosaminyltransferase III)",TRUE,7.54891189021612,145,153,7.64543787575995,176,186,7.32515776375694,155,176,0.0965259855438285,-0.320280112003003,-0.223754126459174,"Short_peak","Short-high profile",-0.311716429751576,0.029533879018191,2,0.05
"Q07954","LRP1","LRP1 A2MR APR","Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)]",TRUE,10.8113774194767,153,153,10.9999154022452,186,186,10.680704058821,176,176,0.188537982768493,-0.31921134342419,-0.130673360655697,"Short_peak","Short-high profile",-0.409638795159573,0.029533879018191,2,0.05
"Q9Y625","GPC6","GPC6 UNQ369/PRO705","Glypican-6 [Cleaved into: Secreted glypican-6]",TRUE,8.39007127449889,150,153,8.65300706835208,181,186,8.31696053129707,168,176,0.262935793853197,-0.33604653705501,-0.0731107432018128,"Short_peak","Short-high profile",-0.264424592605062,0.029533879018191,2,0.05
"Q8N3T1","GALNT15","GALNT15 GALNTL2 UNQ770/PRO1564","Polypeptide N-acetylgalactosaminyltransferase 15 (EC 2.4.1.41) (Polypeptide GalNAc transferase-like protein 2) (GalNAc-T-like protein 2) (pp-GaNTase-like protein 2) (Polypeptide N-acetylgalactosaminyltransferase-like protein 2) (Protein-UDP acetylgalactosaminyltransferase-like protein 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 2)",TRUE,7.17424559743369,142,153,7.34609268587528,178,186,7.06901466409705,168,176,0.171847088441593,-0.277078021778236,-0.105230933336643,"Short_peak","Short-high profile",-0.275596594748105,0.0297317639717973,2,0.05
"P07355","ANXA2","ANXA2 ANX2 ANX2L4 CAL1H LPC2D","Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)",TRUE,9.14937080044555,153,153,9.21311455395812,186,186,8.93319456696596,176,176,0.0637437535125756,-0.279919986992162,-0.216176233479587,"Short_peak","Short-high profile",-0.259258488680407,0.0299057380793044,2,0.05
"P19320","VCAM1","VCAM1","Vascular cell adhesion protein 1 (V-CAM 1) (VCAM-1) (INCAM-100) (CD antigen CD106) [Cleaved into: Soluble Vascular Cell Adhesion Molecule-1]",TRUE,10.0027615187712,153,153,10.219133912073,186,186,10.0066595800948,176,176,0.216372393301768,-0.212474331978195,0.00389806132357329,"Short_peak","Short-high profile",-0.162930886270264,0.0302884734587436,2,0.05
"Q9UHF0","TAC3","TAC3 NKNB UNQ585/PRO1155","Tachykinin-3 (ZNEUROK1) [Cleaved into: Neurokinin-B (NKB) (Neuromedin-K)]",TRUE,7.91845433384772,113,153,8.01787048628024,164,186,7.61448582316412,135,176,0.0994161524325223,-0.403384663116123,-0.303968510683601,"Short_peak","Short-high profile",-0.357022814377159,0.0304074113461027,2,0.05
"Q86TH1","ADAMTSL2","ADAMTSL2 KIAA0605","ADAMTS-like protein 2 (ADAMTSL-2)",TRUE,9.0458435296973,153,153,9.14374135554088,186,186,8.88004028411114,176,176,0.0978978258435799,-0.26370107142974,-0.16580324558616,"Short_peak","Short-high profile",-0.30193394862134,0.0304074113461027,2,0.05
"Q08554","DSC1","DSC1 CDHF1","Desmocollin-1 (Cadherin family member 1) (Desmosomal glycoprotein 2/3) (DG2/DG3)",TRUE,10.2391014021801,153,153,10.3544020933999,186,186,10.0788886412002,175,176,0.115300691219815,-0.275513452199734,-0.160212760979919,"Short_peak","Short-high profile",-0.334259103717493,0.0308285780296292,2,0.05
"P08833","IGFBP1","IGFBP1 IBP1","Insulin-like growth factor-binding protein 1 (IBP-1) (IGF-binding protein 1) (IGFBP-1) (Placental protein 12) (PP12)",TRUE,10.0525428644456,151,153,10.2308590127513,184,186,9.87559236379663,175,176,0.178316148305722,-0.355266648954693,-0.176950500648971,"Short_peak","Short-high profile",-0.352034235171971,0.0311800080650509,2,0.05
"P78509","RELN","RELN","Reelin (EC 3.4.21.-)",TRUE,11.7584549536113,153,153,11.9693279855225,186,186,11.638575135445,176,176,0.210873031911191,-0.330752850077495,-0.119879818166304,"Short_peak","Short-high profile",-0.334544386095981,0.0311800080650509,2,0.05
"Q15166","PON3","PON3","Serum paraoxonase/lactonase 3 (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1)",TRUE,16.1318685781114,153,153,16.3175021669795,186,186,16.1064497716949,176,176,0.185633588868107,-0.211052395284543,-0.025418806416436,"Short_peak","Short-high profile",-0.193904543197643,0.0316209336344992,2,0.05
"P35625","TIMP3","TIMP3","Metalloproteinase inhibitor 3 (Protein MIG-5) (Tissue inhibitor of metalloproteinases 3) (TIMP-3)",TRUE,8.94411324795718,149,153,9.17232215910491,181,186,8.64153346661495,170,176,0.22820891114773,-0.530788692489965,-0.302579781342235,"Short_peak","Short-high profile",-0.369667180512963,0.0316209336344992,2,0.05
"P14543","NID1","NID1 NID","Nidogen-1 (NID-1) (Entactin)",TRUE,12.2075260699101,153,153,12.3290422037079,186,186,12.0065673771206,176,176,0.121516133797885,-0.322474826587307,-0.200958692789422,"Short_peak","Short-high profile",-0.280114957561084,0.0319001173783134,2,0.05
