"Protein","Control","N_observed_Control","N_total_Control","Short","N_observed_Short","N_total_Short","Long","N_observed_Long","N_total_Long","Short_minus_Control","Long_minus_Short","Long_minus_Control","Pattern","logFC","adj.P.Val","Pattern_version","Tolerance_log2"
"Q07507",13.3848369256602,153,153,13.508560411415,186,186,13.2072976777819,176,176,0.123723485754843,-0.301262733633171,-0.177539247878329,"Short_peak",-0.2791597989685,0.0180988735459372,"2.0",0.05
"P00966",7.60583832844226,146,153,8.22670770170712,176,186,7.71739439641871,167,176,0.620869373264854,-0.50931330528841,0.111556067976443,"Short_peak",-0.362197878692168,0.0181325247291018,"2.0",0.05
"Q8IUK5",11.433666032537,153,153,11.5810436220663,186,186,11.3260697939734,176,176,0.147377589529368,-0.254973828092947,-0.107596238563579,"Short_peak",-0.241450435308362,0.0181325247291018,"2.0",0.05
"P98095",8.64897872079637,153,153,8.93794183140651,186,186,8.59881400395583,175,176,0.288963110610139,-0.33912782745068,-0.0501647168405412,"Short_peak",-0.289679393335529,0.0181420449315958,"2.0",0.05
"Q96AQ6",8.53787195585287,152,153,8.76420990207808,186,186,8.41292620568848,176,176,0.226337946225213,-0.351283696389595,-0.124945750164382,"Short_peak",-0.310011275973494,0.0181511543900977,"2.0",0.05
"P24821",13.2959903697099,153,153,13.4085231892742,186,186,13.0773034965534,176,176,0.11253281956423,-0.331219692720733,-0.218686873156503,"Short_peak",-0.324609108312316,0.0182797893800968,"2.0",0.05
"Q658P3",8.50691157621899,147,153,8.84831533575433,181,186,8.41704813066432,170,176,0.341403759535337,-0.431267205090007,-0.0898634455546699,"Short_peak",-0.318889023802424,0.0184354872978685,"2.0",0.05
"Q6EMK4",10.1992653999184,153,153,10.5569964495948,186,186,10.3100753206619,176,176,0.357731049676435,-0.246921128932968,0.110809920743467,"Short_peak",-0.209511215241774,0.0184610984350618,"2.0",0.05
"Q86YZ3",8.7241895544486,153,153,8.82990897992973,185,186,8.47251311037291,175,176,0.10571942548113,-0.357395869556814,-0.251676444075684,"Short_peak",-0.374262172725114,0.0184610984350618,"2.0",0.05
"P32942",9.85002830380242,153,153,9.8714293581298,186,186,9.61778202167016,176,176,0.0214010543273861,-0.253647336459647,-0.232246282132261,"Long_suppression",-0.245322274199392,0.0184610984350618,"2.0",0.05
"Q6YHK3",9.43664227307421,153,153,9.72675365633786,186,186,9.44405903116714,176,176,0.29011138326365,-0.28269462517072,0.00741675809292985,"Short_peak",-0.258776249189143,0.0184610984350618,"2.0",0.05
"P20908",7.69702927106414,147,153,7.9008461434507,180,186,7.56310322212401,164,176,0.203816872386564,-0.337742921326688,-0.133926048940125,"Short_peak",-0.292857084774441,0.0194227173839545,"2.0",0.05
"Q10472",8.98402798490747,153,153,9.09718275584938,185,186,8.82503507183537,176,176,0.113154770941906,-0.272147684014012,-0.158992913072106,"Short_peak",-0.222112284728084,0.0194840548165674,"2.0",0.05
"P50895",8.51413194317904,152,153,8.79538620153296,186,186,8.35451337192809,176,176,0.281254258353917,-0.440872829604871,-0.159618571250954,"Short_peak",-0.312988698108146,0.0194840548165674,"2.0",0.05
"Q14242",12.076180556996,153,153,12.2142416737264,186,186,11.9254379585222,176,176,0.138061116730462,-0.288803715204285,-0.150742598473823,"Short_peak",-0.236784097470755,0.0194840548165674,"2.0",0.05
"Q8IZP9",8.70656786484816,153,153,8.97912932553545,186,186,8.65864910730763,175,176,0.272561460687291,-0.320480218227825,-0.0479187575405344,"Short_peak",-0.295922207034891,0.0194840548165674,"2.0",0.05
"Q8NBJ4",11.3572165990381,153,153,11.5423302746681,186,186,11.2753746973758,176,176,0.185113675629982,-0.266955577292268,-0.0818419016622869,"Short_peak",-0.243269208530837,0.0198050625488226,"2.0",0.05
"P21810",10.8647098594895,153,153,10.9028042439442,186,186,10.6472415139931,176,176,0.0380943844546859,-0.25556272995108,-0.217468345496394,"Long_suppression",-0.255156077599995,0.0198609095611421,"2.0",0.05
"O95715",8.67795933151536,138,153,8.99053896045507,175,186,8.59076631381526,153,176,0.31257962893971,-0.399772646639811,-0.0871930177001001,"Short_peak",-0.363457232280329,0.0199153184164183,"2.0",0.05
"Q9BXN1",11.278093201982,153,153,11.5298920682652,186,186,11.2100873386579,176,176,0.251798866283215,-0.319804729607272,-0.068005863324057,"Short_peak",-0.26211184469213,0.0201707135623028,"2.0",0.05
"Q9H2X3",8.21019745744965,149,153,8.48375992107608,183,186,8.18239964939669,170,176,0.273562463626433,-0.301360271679384,-0.0277978080529504,"Short_peak",-0.276762037593478,0.0201975395623779,"2.0",0.05
"Q6UX71",10.062457382816,153,153,10.2693258732907,186,186,9.99453352232195,176,176,0.206868490474694,-0.27479235096871,-0.067923860494016,"Short_peak",-0.259297358490002,0.020221849306813,"2.0",0.05
"Q8NI99",11.8974438293827,153,153,12.1463729242572,186,186,11.7626629162936,176,176,0.248929094874468,-0.383710007963582,-0.134780913089115,"Short_peak",-0.376744036144384,0.0210157065256928,"2.0",0.05
"O94769",9.26236597056918,153,153,9.39841852928997,186,186,9.12420922125099,176,176,0.136052558720792,-0.274209308038976,-0.138156749318185,"Short_peak",-0.282012511621854,0.0211681709246874,"2.0",0.05
"Q9NP78",10.3112689474594,140,153,10.9804077045422,178,186,10.4638460412072,160,176,0.669138757082775,-0.516561663334986,0.152577093747789,"Short_peak",-0.336049527634415,0.0212378207322746,"2.0",0.05
"Q9Y4L1",8.87511621941226,153,153,9.15284253775853,186,186,8.86232995491183,176,176,0.27772631834627,-0.290512582846697,-0.0127862645004271,"Short_peak",-0.252866355474646,0.0212378207322746,"2.0",0.05
"Q9H8L6",10.5219441963534,153,153,11.0337123053606,186,186,10.6442031710328,176,176,0.511768109007207,-0.389509134327767,0.12225897467944,"Short_peak",-0.289188384755947,0.0212378207322746,"2.0",0.05
"Q92752",7.14004308443169,150,153,7.25652882261065,177,186,6.99897526338337,163,176,0.116485738178961,-0.257553559227275,-0.141067821048314,"Short_peak",-0.291769357325912,0.0221851392485639,"2.0",0.05
"Q92743",10.2912051300312,153,153,10.5872088551047,186,186,10.2443556157869,176,176,0.296003725073543,-0.342853239317801,-0.0468495142442578,"Short_peak",-0.27432406058978,0.0227805603135692,"2.0",0.05
"P51884",16.8352786719673,153,153,16.9847041938505,186,186,16.762208577411,176,176,0.149425521883153,-0.222495616439549,-0.073070094556396,"Short_peak",-0.231395482821593,0.0234078529816178,"2.0",0.05
"O00339",7.02416281596716,142,153,7.31715434053094,173,186,6.96569201062673,158,176,0.292991524563782,-0.351462329904209,-0.0584708053404279,"Short_peak",-0.34008383057583,0.0241020563469803,"2.0",0.05
"Q9BWP8",13.8603307954608,153,153,14.0512787289621,186,186,13.740591774622,176,176,0.190947933501338,-0.310686954340074,-0.119739020838736,"Short_peak",-0.316323849147013,0.0242446435658411,"2.0",0.05
"Q8NBJ7",8.02154660225208,119,153,8.13356026462785,163,186,7.75092617185977,136,176,0.112013662375766,-0.382634092768075,-0.270620430392309,"Short_peak",-0.329301487802988,0.0243129663188675,"2.0",0.05
"Q76I76",9.19699082046098,137,153,9.34435945293314,155,186,9.01170937585407,146,176,0.147368632472162,-0.332650077079071,-0.185281444606909,"Short_peak",-0.305457957839197,0.0248282528508993,"2.0",0.05
"P05387",8.64586575960453,151,153,8.88584956109979,184,186,8.5302905010113,173,176,0.239983801495262,-0.355559060088487,-0.115575258593225,"Short_peak",-0.298449005127107,0.0248282528508993,"2.0",0.05
"O43897",9.6314442999779,138,153,9.94118369426062,171,186,9.63271180516894,146,176,0.309739394282724,-0.308471889091683,0.00126750519104135,"Short_peak",-0.265468965506154,0.0249681613263044,"2.0",0.05
"P55287",8.08610978873854,151,153,8.42871954214881,186,186,8.07212348241985,174,176,0.342609753410265,-0.356596059728956,-0.0139863063186905,"Short_peak",-0.307549165527874,0.0249681613263044,"2.0",0.05
"P52943",7.89700927246589,151,153,8.11794016106609,186,186,7.81712470246766,171,176,0.220930888600202,-0.300815458598431,-0.0798845699982289,"Short_peak",-0.249442565773917,0.0249681613263044,"2.0",0.05
"Q8TD06",8.02634706850035,143,153,8.22858308189291,178,186,7.91457952465992,168,176,0.202236013392559,-0.314003557232989,-0.11176754384043,"Short_peak",-0.29970231594734,0.0249681613263044,"2.0",0.05
"Q9H8J5",10.5749657745674,153,153,10.8994676069472,186,186,10.4885495601586,176,176,0.324501832379791,-0.410918046788524,-0.0864162144087324,"Short_peak",-0.30196032429328,0.0249681613263044,"2.0",0.05
"A1L4H1",11.5122433804291,153,153,11.6759743782939,186,186,11.3355737958405,176,176,0.1637309978648,-0.340400582453407,-0.176669584588607,"Short_peak",-0.272344644166798,0.0249681613263044,"2.0",0.05
"Q9NYQ6",8.54696774984623,153,153,8.69834374534015,186,186,8.39480455812043,175,176,0.151375995493918,-0.30353918721972,-0.152163191725801,"Short_peak",-0.282068850695751,0.0249681613263044,"2.0",0.05
"P00736",15.7352072608625,153,153,15.8767963043387,186,186,15.607552467226,176,176,0.141589043476188,-0.269243837112684,-0.127654793636497,"Short_peak",-0.281890875447919,0.0256233671443416,"2.0",0.05
"P80108",13.8632497839585,153,153,14.2007739245131,186,186,13.8850828276494,176,176,0.337524140554626,-0.315691096863668,0.0218330436909575,"Short_peak",-0.222537114178104,0.0258962049361854,"2.0",0.05
"Q8WWZ8",10.2061190648437,153,153,10.7852099441262,186,186,10.149482580223,176,176,0.579090879282456,-0.635727363903138,-0.0566364846206824,"Short_peak",-0.605686218453402,0.0263115595784522,"2.0",0.05
"Q15293",10.5531504319096,153,153,10.6738899506956,186,186,10.3888602036639,176,176,0.120739518785998,-0.285029747031695,-0.164290228245697,"Short_peak",-0.27650235161836,0.0263115595784522,"2.0",0.05
"Q16706",9.44860559469617,153,153,9.55587593887424,186,186,9.36444830869375,176,176,0.107270344178072,-0.191427630180495,-0.0841572860024229,"Short_peak",-0.185318254675012,0.0269746749336576,"2.0",0.05
"P15291",8.6004266870651,153,153,8.97976050685435,186,186,8.69115278933856,176,176,0.37933381978926,-0.288607717515797,0.0907261022734627,"Short_peak",-0.220079850213354,0.0280533678824401,"2.0",0.05
"P07942",9.96875624143657,153,153,10.0913188356119,186,186,9.79072644502603,176,176,0.122562594175344,-0.300592390585878,-0.178029796410534,"Short_peak",-0.277385771508028,0.0283164295701337,"2.0",0.05
"P01011",12.2948437524956,153,153,12.6587026662986,186,186,12.312354180247,176,176,0.363858913802941,-0.346348486051578,0.0175104277513629,"Short_peak",-0.266744612621203,0.0289829625737684,"2.0",0.05
"Q99969",12.7249022266619,153,153,12.7475853884068,186,186,12.5521356893128,176,176,0.022683161744963,-0.195449699094059,-0.172766537349096,"Long_suppression",-0.2734710909269,0.029026832214738,"2.0",0.05
"Q13217",9.69865206031118,153,153,9.98989716234203,186,186,9.56321111950844,175,176,0.291245102030855,-0.426686042833589,-0.135440940802734,"Short_peak",-0.336995983888675,0.0293706507398877,"2.0",0.05
"Q9NS62",9.42968098291549,153,153,9.52005154038749,184,186,9.24130824404337,175,176,0.0903705574720064,-0.278743296344123,-0.188372738872117,"Short_peak",-0.233292211733797,0.0293706507398877,"2.0",0.05
"O43505",6.80394305141902,116,153,7.15007560624707,148,186,6.7970834775891,143,176,0.346132554828052,-0.352992128657965,-0.00685957382991287,"Short_peak",-0.291127936697015,0.029533879018191,"2.0",0.05
"Q14574",11.9912438297385,153,153,12.1417797368669,186,186,11.7849135063179,176,176,0.150535907128454,-0.356866230549056,-0.206330323420602,"Short_peak",-0.370787890857295,0.029533879018191,"2.0",0.05
"Q09327",7.54891189021612,145,153,7.64543787575995,176,186,7.32515776375694,155,176,0.0965259855438285,-0.320280112003003,-0.223754126459174,"Short_peak",-0.311716429751576,0.029533879018191,"2.0",0.05
"Q07954",10.8113774194767,153,153,10.9999154022452,186,186,10.680704058821,176,176,0.188537982768493,-0.31921134342419,-0.130673360655697,"Short_peak",-0.409638795159573,0.029533879018191,"2.0",0.05
"Q9Y625",8.39007127449889,150,153,8.65300706835208,181,186,8.31696053129707,168,176,0.262935793853197,-0.33604653705501,-0.0731107432018128,"Short_peak",-0.264424592605062,0.029533879018191,"2.0",0.05
"Q8N3T1",7.17424559743369,142,153,7.34609268587528,178,186,7.06901466409705,168,176,0.171847088441593,-0.277078021778236,-0.105230933336643,"Short_peak",-0.275596594748105,0.0297317639717973,"2.0",0.05
"P07355",9.14937080044555,153,153,9.21311455395812,186,186,8.93319456696596,176,176,0.0637437535125756,-0.279919986992162,-0.216176233479587,"Short_peak",-0.259258488680407,0.0299057380793044,"2.0",0.05
"P19320",10.0027615187712,153,153,10.219133912073,186,186,10.0066595800948,176,176,0.216372393301768,-0.212474331978195,0.00389806132357329,"Short_peak",-0.162930886270264,0.0302884734587436,"2.0",0.05
"Q9UHF0",7.91845433384772,113,153,8.01787048628024,164,186,7.61448582316412,135,176,0.0994161524325223,-0.403384663116123,-0.303968510683601,"Short_peak",-0.357022814377159,0.0304074113461027,"2.0",0.05
"Q86TH1",9.0458435296973,153,153,9.14374135554088,186,186,8.88004028411114,176,176,0.0978978258435799,-0.26370107142974,-0.16580324558616,"Short_peak",-0.30193394862134,0.0304074113461027,"2.0",0.05
"Q08554",10.2391014021801,153,153,10.3544020933999,186,186,10.0788886412002,175,176,0.115300691219815,-0.275513452199734,-0.160212760979919,"Short_peak",-0.334259103717493,0.0308285780296292,"2.0",0.05
"P08833",10.0525428644456,151,153,10.2308590127513,184,186,9.87559236379663,175,176,0.178316148305722,-0.355266648954693,-0.176950500648971,"Short_peak",-0.352034235171971,0.0311800080650509,"2.0",0.05
"P78509",11.7584549536113,153,153,11.9693279855225,186,186,11.638575135445,176,176,0.210873031911191,-0.330752850077495,-0.119879818166304,"Short_peak",-0.334544386095981,0.0311800080650509,"2.0",0.05
"Q15166",16.1318685781114,153,153,16.3175021669795,186,186,16.1064497716949,176,176,0.185633588868107,-0.211052395284543,-0.025418806416436,"Short_peak",-0.193904543197643,0.0316209336344992,"2.0",0.05
"P35625",8.94411324795718,149,153,9.17232215910491,181,186,8.64153346661495,170,176,0.22820891114773,-0.530788692489965,-0.302579781342235,"Short_peak",-0.369667180512963,0.0316209336344992,"2.0",0.05
"P14543",12.2075260699101,153,153,12.3290422037079,186,186,12.0065673771206,176,176,0.121516133797885,-0.322474826587307,-0.200958692789422,"Short_peak",-0.280114957561084,0.0319001173783134,"2.0",0.05
"Q6ZN30",15.5051024871463,145,153,15.5660098715279,178,186,15.2577285766806,172,176,0.0609073843816095,-0.308281294847301,-0.247373910465692,"Short_peak",-0.253181013609394,0.0321794129002044,"2.0",0.05
"Q08722",7.92595736256528,133,153,8.66897987021613,150,186,8.07403201990318,139,176,0.743022507650859,-0.594947850312955,0.148074657337903,"Short_peak",-0.402388829694333,0.0321794129002044,"2.0",0.05
"Q6UXI9",11.062409898762,153,153,11.2314163831683,186,186,10.8904971139406,176,176,0.169006484406323,-0.340919269227731,-0.171912784821409,"Short_peak",-0.303108420719528,0.0321794129002044,"2.0",0.05
"Q6E0U4",9.77117664957767,153,153,10.0704811557373,186,186,9.65134589280485,176,176,0.299304506159631,-0.419135262932443,-0.119830756772812,"Short_peak",-0.329969550091183,0.0321794129002044,"2.0",0.05
"P35030",11.2572740521598,153,153,11.3830773865535,186,186,11.1421839759529,176,176,0.125803334393749,-0.240893410600604,-0.115090076206855,"Short_peak",-0.226757645251675,0.0321975382179137,"2.0",0.05
"P16150",11.719592557334,153,153,11.8574119282808,186,186,11.536603964944,176,176,0.137819370946785,-0.32080796333682,-0.182988592390036,"Short_peak",-0.253775326611992,0.0332895480101797,"2.0",0.05
"P98164",10.1960573335716,133,153,10.5018186785521,164,186,10.1392056679413,137,176,0.305761344980471,-0.362613010610705,-0.0568516656302336,"Short_peak",-0.481314449975043,0.0340384235664396,"2.0",0.05
"Q5D862",9.74949112531904,152,153,9.84295971621638,182,186,9.5669363328339,174,176,0.0934685908973396,-0.276023383382478,-0.182554792485139,"Short_peak",-0.313154762533696,0.0358150852205497,"2.0",0.05
"Q16270",10.7443260810166,153,153,10.8361631748933,186,186,10.60760995041,176,176,0.0918370938766948,-0.228553224483335,-0.13671613060664,"Short_peak",-0.28014361831114,0.0362334519700918,"2.0",0.05
"P55291",7.82655476606508,149,153,8.03098700177387,177,186,7.68441326926837,169,176,0.204432235708789,-0.346573732505502,-0.142141496796713,"Short_peak",-0.349854445958238,0.0362334519700918,"2.0",0.05
"Q96EE4",8.48961229500254,153,153,8.74909192057696,186,186,8.50250203366909,176,176,0.259479625574428,-0.246589886907872,0.0128897386665567,"Short_peak",-0.198086430051122,0.0369051920761932,"2.0",0.05
"P08195",7.14506772365912,153,153,7.57229208356799,183,186,7.27485331434341,174,176,0.427224359908871,-0.297438769224578,0.129785590684293,"Short_peak",-0.238850832608696,0.0369051920761932,"2.0",0.05
"Q9H0B8",7.38782041594811,120,153,7.5697501053432,154,186,7.14675196525439,136,176,0.181929689395097,-0.422998140088811,-0.241068450693715,"Short_peak",-0.453311755660997,0.0369051920761932,"2.0",0.05
"Q8TER0",9.05523893501144,153,153,9.41413591990202,186,186,9.12054481093457,176,176,0.358896984890583,-0.293591108967451,0.0653058759231318,"Short_peak",-0.239364621682418,0.0369051920761932,"2.0",0.05
"Q9NPG4",9.54537483280223,153,153,9.75709726699964,186,186,9.45763849523077,176,176,0.211722434197409,-0.299458771768865,-0.0877363375714566,"Short_peak",-0.285387676214157,0.0369051920761932,"2.0",0.05
"P08575",10.3467609126518,153,153,10.5054570801153,186,186,10.2260313051219,176,176,0.158696167463468,-0.279425774993351,-0.120729607529883,"Short_peak",-0.207999322792395,0.0369051920761932,"2.0",0.05
"Q9UBP4",10.6128180355268,153,153,10.7538101685041,186,186,10.4757277388668,176,176,0.140992132977262,-0.278082429637275,-0.137090296660013,"Short_peak",-0.233401783000335,0.0370321772677373,"2.0",0.05
"P41222",9.64030760407438,153,153,9.84592469021943,186,186,9.60311599439226,176,176,0.20561708614505,-0.24280869582717,-0.0371916096821199,"Short_peak",-0.194943625925434,0.0379146367242385,"2.0",0.05
"Q13609",7.49313799298042,147,153,7.70443620222212,182,186,7.34115292953852,169,176,0.2112982092417,-0.363283272683604,-0.151985063441904,"Short_peak",-0.333635306522108,0.0379146367242385,"2.0",0.05
"O75339",9.69524984961948,153,153,9.89086134789845,186,186,9.58965303763792,176,176,0.195611498278973,-0.301208310260536,-0.105596811981563,"Short_peak",-0.27351369897152,0.0380328957309912,"2.0",0.05
"P08238",12.9997469825668,153,153,13.0321421428972,186,186,12.8002563186121,176,176,0.032395160330374,-0.231885824285117,-0.199490663954743,"Long_suppression",-0.234764218216146,0.0381900572030871,"2.0",0.05
"Q99542",10.9794009511655,153,153,11.1986872062032,186,186,10.8823029732097,176,176,0.219286255037627,-0.316384232993459,-0.0970979779558316,"Short_peak",-0.241552947574224,0.0382458119101941,"2.0",0.05
"P04233",9.26670333994879,152,153,9.43196635241518,186,186,9.18421419296657,173,176,0.165263012466395,-0.247752159448616,-0.0824891469822209,"Short_peak",-0.222200729948437,0.0382458119101941,"2.0",0.05
"O60245",6.81780718313274,125,153,7.05427520214583,163,186,6.69504381177721,143,176,0.236468019013087,-0.359231390368618,-0.122763371355531,"Short_peak",-0.330959017285474,0.0382909821776414,"2.0",0.05
"Q7Z7M9",7.47215497124775,144,153,7.64054937731578,179,186,7.39928414793574,160,176,0.168394406068026,-0.241265229380034,-0.0728708233120079,"Short_peak",-0.233993591837632,0.0382909821776414,"2.0",0.05
"P39060",14.1186418903832,153,153,14.2779726102551,186,186,13.9928468403,176,176,0.159330719871827,-0.285125769955037,-0.125795050083211,"Short_peak",-0.215702776824871,0.0389796815457881,"2.0",0.05
"Q8WWV6",10.2804249710299,153,153,10.4808328377122,186,186,10.1867032425187,175,176,0.200407866682388,-0.294129595193549,-0.0937217285111611,"Short_peak",-0.282427471328401,0.0389796815457881,"2.0",0.05
"Q9BYE9",9.28385281332904,153,153,9.52730646416485,186,186,9.13569962713795,176,176,0.243453650835809,-0.391606837026906,-0.148153186191097,"Short_peak",-0.380813061372482,0.0389796815457881,"2.0",0.05
"Q9H1Z8",7.33618470673419,141,153,7.47522955385099,169,186,7.20848081970809,150,176,0.139044847116804,-0.266748734142903,-0.127703887026099,"Short_peak",-0.253334564529744,0.0394516166874149,"2.0",0.05
"Q9UBS9",7.94300804026073,152,153,8.12352702760114,182,186,7.8364356743284,169,176,0.180518987340409,-0.287091353272735,-0.106572365932326,"Short_peak",-0.264965397549887,0.0398719515876813,"2.0",0.05
"P01275",8.41816804460936,153,153,8.80790515077967,186,186,8.34832205752402,174,176,0.389737106170317,-0.459583093255659,-0.0698459870853423,"Short_peak",-0.355378844900882,0.0398719515876813,"2.0",0.05
"Q99784",8.83959963910521,153,153,9.20009124312681,186,186,8.92583480820761,176,176,0.360491604021597,-0.274256434919195,0.0862351691024017,"Short_peak",-0.232311989012283,0.0401338173643078,"2.0",0.05
"P60033",10.6718769131223,151,153,10.8534910479721,183,186,10.5627719815946,171,176,0.181614134849788,-0.2907190663775,-0.109104931527712,"Short_peak",-0.245966667528393,0.0401338173643078,"2.0",0.05
"O15031",7.18264472386563,131,153,7.44352283650495,173,186,7.09133085328003,151,176,0.260878112639324,-0.352191983224918,-0.0913138705855943,"Short_peak",-0.277159877752512,0.0406550179147925,"2.0",0.05
"Q9NQ38",8.83221404291517,153,153,9.01391120801593,186,186,8.73034872106128,172,176,0.181697165100763,-0.283562486954649,-0.101865321853886,"Short_peak",-0.306565365700257,0.0414059543430883,"2.0",0.05
"Q11201",8.06835483939109,123,153,8.3050053827858,163,186,7.94525486491023,140,176,0.236650543394713,-0.359750517875574,-0.123099974480861,"Short_peak",-0.355818971416977,0.0414059543430883,"2.0",0.05
"A6NDG6",7.2217505482407,140,153,7.48964332022303,172,186,7.15404456828198,153,176,0.267892771982326,-0.335598751941047,-0.0677059799587214,"Short_peak",-0.273731301983248,0.0414841770085024,"2.0",0.05
"Q08174",9.50990105088941,153,153,9.73113125704941,186,186,9.43491868678253,176,176,0.221230206160005,-0.296212570266878,-0.074982364106873,"Short_peak",-0.280765091853819,0.0415314082900168,"2.0",0.05
"Q8TDL5",10.7656182230328,153,153,11.0132488930555,186,186,10.7229471637605,176,176,0.247630670022774,-0.290301729295024,-0.0426710592722497,"Short_peak",-0.262831734242852,0.0415314082900168,"2.0",0.05
"Q9NRB3",9.5519708467819,153,153,9.7196510030829,186,186,9.40144172521049,176,176,0.167680156300998,-0.318209277872404,-0.150529121571406,"Short_peak",-0.263044446134774,0.0415314082900168,"2.0",0.05
"O14645",11.3980164879056,144,153,11.5552700171591,176,186,11.2187667346695,160,176,0.157253529253493,-0.336503282489613,-0.179249753236119,"Short_peak",-0.314808493026346,0.0415865376229244,"2.0",0.05
"Q15438",9.57951830599933,139,153,9.9767322284463,167,186,9.55568366410759,148,176,0.397213922446978,-0.42104856433871,-0.0238346418917317,"Short_peak",-0.339959923833076,0.0422401051479944,"2.0",0.05
"P48740",13.5811256645111,153,153,13.8129334702904,186,186,13.4907877371127,176,176,0.231807805779354,-0.322145733177678,-0.0903379273983234,"Short_peak",-0.277617067480957,0.0426134410627061,"2.0",0.05
"Q9BYJ0",10.2667114592959,153,153,10.6352748930728,186,186,10.3486506658579,176,176,0.368563433776933,-0.286624227214915,0.0819392065620175,"Short_peak",-0.272980237252302,0.0429509360730216,"2.0",0.05
"Q15599",6.96380868289029,138,153,7.06413684774498,163,186,6.71061579122124,147,176,0.100328164854687,-0.353521056523738,-0.253192891669051,"Short_peak",-0.287811132520919,0.0433108055520944,"2.0",0.05
"P12830",10.5493785658151,153,153,10.7894126277636,186,186,10.5169477099397,176,176,0.24003406194851,-0.272464917823932,-0.0324308558754218,"Short_peak",-0.26114263492253,0.0435775298467781,"2.0",0.05
"P07307",7.41666224110707,130,153,7.73923703504358,170,186,7.36284134472689,161,176,0.322574793936508,-0.376395690316682,-0.0538208963801736,"Short_peak",-0.327651646624734,0.0443630474367661,"2.0",0.05
"P27169",16.5333740702356,153,153,16.8141731763338,186,186,16.5324876466429,176,176,0.280799106098232,-0.281685529690929,-0.000886423592696417,"Short_peak",-0.199260730955679,0.0444591551843874,"2.0",0.05
"Q7Z7G0",13.1937478082797,153,153,13.4038195510978,186,186,13.1713818308534,176,176,0.210071742818064,-0.232437720244416,-0.022365977426352,"Short_peak",-0.20097481755092,0.0444591551843874,"2.0",0.05
"Q8NFU4",10.793602732304,144,153,10.9809321490469,178,186,10.5420988176062,159,176,0.187329416742893,-0.438833331440655,-0.251503914697762,"Short_peak",-0.316523061591061,0.0457519317699307,"2.0",0.05
"Q641Q3",8.23739085452634,143,153,8.32398645292857,177,186,8.05930180464134,162,176,0.08659559840223,-0.264684648287229,-0.178089049884999,"Short_peak",-0.296227815109768,0.045908908033961,"2.0",0.05
"P09871",16.6008305470874,153,153,16.7726127089248,186,186,16.5483234954067,176,176,0.171782161837459,-0.224289213518151,-0.052507051680692,"Short_peak",-0.220802752235368,0.0459445042393073,"2.0",0.05
"Q9Y6Z7",14.4338182409618,153,153,14.645995671881,186,186,14.3428196947357,176,176,0.212177430919185,-0.303175977145269,-0.0909985462260838,"Short_peak",-0.286338713153581,0.0459445042393073,"2.0",0.05
"P55157",7.49061019904573,144,153,7.71411690112952,180,186,7.36372894865384,166,176,0.223506702083794,-0.350387952475681,-0.126881250391887,"Short_peak",-0.31134046985193,0.0472353559355206,"2.0",0.05
"P15311",8.14018309102019,153,153,8.31322650097989,185,186,8.03083699518722,174,176,0.173043409959698,-0.282389505792672,-0.109346095832974,"Short_peak",-0.222941052605151,0.0473520498537741,"2.0",0.05
"P51148",7.2576710539392,133,153,7.45847739194415,170,186,7.12003007911247,154,176,0.200806338004948,-0.338447312831677,-0.13764097482673,"Short_peak",-0.286829540044971,0.0473520498537741,"2.0",0.05
"P13645",14.4139361159979,153,153,14.4782639520559,186,186,14.2234966356484,176,176,0.0643278360579913,-0.254767316407518,-0.190439480349527,"Short_peak",-0.318538944006621,0.0473520498537741,"2.0",0.05
"P07333",11.8168620224529,153,153,11.7777187144491,186,186,11.5477068241368,176,176,-0.0391433080038173,-0.230011890312293,-0.26915519831611,"Long_suppression",-0.233644655041504,0.0481355782757968,"2.0",0.05
