PG.ProteinGroups,control,high,low,unknown
P78559,0.11764705882352941,0.11363636363636363,0.13978494623655913,0.25
P79483,0.3333333333333333,0.2897727272727273,0.3548387096774194,0.25
P80108,1.0,1.0,1.0,1.0
P80188,0.30718954248366015,0.3465909090909091,0.3924731182795699,0.5
P80303,0.8496732026143791,0.7386363636363636,0.7741935483870968,0.75
P80511,0.9150326797385621,0.8806818181818182,0.8763440860215054,1.0
P80723,0.9869281045751634,0.9659090909090909,0.956989247311828,1.0
P80748,0.9281045751633987,0.8636363636363636,0.8655913978494624,1.0
P81605,1.0,1.0,1.0,1.0
P82663,0.032679738562091505,0.028409090909090908,0.04838709677419355,0.25
P82979,0.3333333333333333,0.3068181818181818,0.2849462365591398,0.5
P83731,0.45098039215686275,0.4602272727272727,0.45161290322580644,0.5
P84077,1.0,1.0,1.0,1.0
P84085,0.39215686274509803,0.44886363636363635,0.5268817204301075,0.5
P84095,1.0,0.9318181818181818,0.967741935483871,1.0
P84098,0.20261437908496732,0.19886363636363635,0.1827956989247312,0.25
P84103,0.7320261437908496,0.6306818181818182,0.6559139784946236,1.0
P98066,0.7058823529411765,0.7159090909090909,0.8172043010752689,1.0
P98082,0.24183006535947713,0.2556818181818182,0.22580645161290322,0.5
P98088,0.1503267973856209,0.2159090909090909,0.25268817204301075,0.25
P98095,1.0,0.9943181818181818,1.0,1.0
P98160,1.0,1.0,1.0,1.0
P98161,0.8888888888888888,0.8352272727272727,0.8225806451612904,1.0
P98164,0.869281045751634,0.7784090909090909,0.8817204301075269,1.0
P98171,0.24183006535947713,0.2840909090909091,0.21505376344086022,0.25
P98172,0.738562091503268,0.6420454545454546,0.6935483870967742,1.0
P98179,0.40522875816993464,0.42613636363636365,0.3763440860215054,0.75
P98194,0.20261437908496732,0.2840909090909091,0.20967741935483872,0.25
P99999,0.5686274509803921,0.5170454545454546,0.5913978494623656,0.5
Q00013,0.9934640522875817,0.9715909090909091,0.978494623655914,1.0
Q00059,0.0718954248366013,0.10227272727272728,0.07526881720430108,0.5
Q00169,0.33986928104575165,0.26704545454545453,0.3172043010752688,0.5
Q00325,0.49019607843137253,0.4943181818181818,0.46774193548387094,0.75
Q00341,0.1568627450980392,0.1590909090909091,0.12365591397849462,0.25
Q00577,0.49019607843137253,0.38636363636363635,0.41935483870967744,0.5
Q00610,1.0,1.0,1.0,1.0
Q00688,0.6209150326797386,0.6136363636363636,0.6774193548387096,1.0
Q00722,0.3006535947712418,0.3181818181818182,0.3225806451612903,0.75
Q00765,0.35294117647058826,0.3806818181818182,0.3817204301075269,0.75
Q00796,0.45098039215686275,0.4431818181818182,0.4838709677419355,0.25
Q00839,0.9411764705882353,0.9261363636363636,0.978494623655914,0.75
Q01082,0.9607843137254902,0.9375,0.946236559139785,1.0
Q01105,0.6274509803921569,0.5852272727272727,0.6774193548387096,1.0
Q01130,0.6666666666666666,0.6079545454545454,0.6236559139784946,0.75
Q01432,0.21568627450980393,0.2727272727272727,0.24193548387096775,0.25
Q01433,0.5424836601307189,0.5056818181818182,0.5591397849462365,1.0
Q01459,0.39215686274509803,0.4147727272727273,0.3763440860215054,0.5
Q01469,1.0,0.9829545454545454,0.978494623655914,1.0
Q01518,1.0,1.0,1.0,1.0
Q01546,0.8235294117647058,0.8125,0.8225806451612904,0.75
Q01629,0.08496732026143791,0.10227272727272728,0.1774193548387097,0.25
Q01813,0.7450980392156863,0.7102272727272727,0.7311827956989247,0.75
Q01844,0.6078431372549019,0.5681818181818182,0.6935483870967742,0.75
Q01970,0.33986928104575165,0.2840909090909091,0.3548387096774194,0.75
Q01973,0.7777777777777778,0.8181818181818182,0.8279569892473119,1.0
Q01995,0.6339869281045751,0.6534090909090909,0.6344086021505376,0.75
Q02094,0.3333333333333333,0.26136363636363635,0.3172043010752688,0.5
Q02108,0.28104575163398693,0.3125,0.3064516129032258,0.75
Q02153,0.1568627450980392,0.24431818181818182,0.23118279569892472,0.5
Q02218,0.3660130718954248,0.39204545454545453,0.41935483870967744,0.75
Q02252,0.2679738562091503,0.2215909090909091,0.21505376344086022,0.25
Q02338,0.0784313725490196,0.09090909090909091,0.08064516129032258,0.25
Q02413,1.0,0.9886363636363636,0.9946236559139785,1.0
Q02487,0.8562091503267973,0.8579545454545454,0.9301075268817204,1.0
Q02543,0.3660130718954248,0.3465909090909091,0.3602150537634409,0.75
Q02742,0.1503267973856209,0.13068181818181818,0.1774193548387097,0.5
Q02747,0.13071895424836602,0.18181818181818182,0.1774193548387097,0.0
Q02750,0.43790849673202614,0.4943181818181818,0.40860215053763443,0.5
Q02790,0.20915032679738563,0.24431818181818182,0.23118279569892472,0.5
Q02809,0.6209150326797386,0.5795454545454546,0.6290322580645161,0.5
Q02817,0.8758169934640523,0.8295454545454546,0.9139784946236559,1.0
Q02818,1.0,1.0,1.0,1.0
Q02878,0.6601307189542484,0.6420454545454546,0.7204301075268817,0.75
Q02880,0.0196078431372549,0.03977272727272727,0.016129032258064516,0.0
Q02952,1.0,1.0,1.0,1.0
Q02978,0.22875816993464052,0.2556818181818182,0.23655913978494625,0.25
Q02985,0.9869281045751634,0.9943181818181818,0.989247311827957,1.0
Q03135,0.013071895424836602,0.045454545454545456,0.021505376344086023,0.0
Q03154,0.39869281045751637,0.3806818181818182,0.510752688172043,0.25
Q03167,0.9803921568627451,0.9659090909090909,0.989247311827957,1.0
Q03252,0.26143790849673204,0.25,0.20430107526881722,0.25
Q03426,0.058823529411764705,0.0625,0.0913978494623656,0.25
Q03518,0.10457516339869281,0.19318181818181818,0.17204301075268819,0.5
Q03519,0.16339869281045752,0.19318181818181818,0.22043010752688172,0.0
Q04446,0.49019607843137253,0.5,0.489247311827957,0.5
Q04637,0.7973856209150327,0.7727272727272727,0.8172043010752689,1.0
Q04656,0.27450980392156865,0.3068181818181818,0.3172043010752688,0.5
Q04695,0.9934640522875817,0.9602272727272727,0.9731182795698925,1.0
Q04721,0.7908496732026143,0.7954545454545454,0.8709677419354839,1.0
Q04756,1.0,1.0,1.0,1.0
Q04759,0.1111111111111111,0.09090909090909091,0.10215053763440861,0.25
Q04760,0.9215686274509803,0.9090909090909091,0.9032258064516129,1.0
Q04837,0.13725490196078433,0.1534090909090909,0.15053763440860216,0.25
Q04917,0.9477124183006536,0.9090909090909091,0.946236559139785,1.0
Q04941,0.7058823529411765,0.6704545454545454,0.7311827956989247,0.75
Q05193,0.2679738562091503,0.22727272727272727,0.20967741935483872,0.5
Q05209,0.2875816993464052,0.35795454545454547,0.3172043010752688,0.75
Q05315,0.7189542483660131,0.7102272727272727,0.6827956989247311,1.0
Q05397,0.37254901960784315,0.3693181818181818,0.3387096774193548,0.25
Q05516,0.47058823529411764,0.5170454545454546,0.6021505376344086,0.75
Q05655,0.3660130718954248,0.3806818181818182,0.41397849462365593,0.5
Q05682,0.8758169934640523,0.8693181818181818,0.9032258064516129,1.0
Q05707,0.9934640522875817,0.9943181818181818,0.9946236559139785,1.0
Q06033,1.0,1.0,1.0,1.0
Q06124,0.5751633986928104,0.5170454545454546,0.4946236559139785,0.5
Q06187,0.5228758169934641,0.6136363636363636,0.5645161290322581,0.75
Q06210,0.30718954248366015,0.2897727272727273,0.3279569892473118,0.5
Q06323,1.0,0.9943181818181818,1.0,1.0
Q06481,0.9934640522875817,1.0,1.0,1.0
Q06828,1.0,1.0,1.0,1.0
Q06830,1.0,1.0,1.0,1.0
Q07020,0.7320261437908496,0.7102272727272727,0.7903225806451613,1.0
Q07021,0.35947712418300654,0.39204545454545453,0.3817204301075269,0.25
Q07065,0.6535947712418301,0.6193181818181818,0.6720430107526881,0.75
Q07075,0.5686274509803921,0.6590909090909091,0.6559139784946236,0.75
Q07507,1.0,1.0,1.0,1.0
Q07666,0.09803921568627451,0.08522727272727272,0.12903225806451613,0.0
Q07812,0.2679738562091503,0.3125,0.34408602150537637,0.25
Q07817,0.17647058823529413,0.17613636363636365,0.1827956989247312,0.25
Q07866,0.19607843137254902,0.21022727272727273,0.24731182795698925,0.5
Q07954,1.0,1.0,1.0,1.0
Q07955,0.7124183006535948,0.5852272727272727,0.7150537634408602,0.75
Q07960,1.0,0.9715909090909091,0.9731182795698925,1.0
Q08170,0.0392156862745098,0.03409090909090909,0.053763440860215055,0.0
Q08174,1.0,1.0,1.0,1.0
Q08188,0.9673202614379085,0.9488636363636364,0.956989247311828,1.0
Q08209,0.6862745098039216,0.5909090909090909,0.6397849462365591,0.75
Q08211,0.5359477124183006,0.5113636363636364,0.478494623655914,0.5
Q08257,0.20261437908496732,0.26136363636363635,0.24193548387096775,0.25
Q08378,0.8431372549019608,0.875,0.8548387096774194,1.0
Q08379,0.05228758169934641,0.0625,0.053763440860215055,0.25
Q08380,1.0,1.0,1.0,1.0
Q08397,0.6470588235294118,0.6363636363636364,0.7473118279569892,0.75
Q08431,0.7712418300653595,0.7272727272727273,0.7795698924731183,0.75
Q08495,0.9869281045751634,0.9090909090909091,0.9408602150537635,1.0
Q08499,0.6013071895424836,0.5397727272727273,0.6397849462365591,0.25
Q08554,1.0,0.9943181818181818,1.0,1.0
Q08629,0.8562091503267973,0.7897727272727273,0.8602150537634409,1.0
Q08722,0.869281045751634,0.7897727272727273,0.8064516129032258,1.0
Q08752,0.16993464052287582,0.17613636363636365,0.14516129032258066,0.25
Q08830,1.0,1.0,1.0,1.0
Q08J23,0.026143790849673203,0.045454545454545456,0.06989247311827956,0.0
Q09028,0.3660130718954248,0.2840909090909091,0.3387096774193548,0.25
Q09327,0.9477124183006536,0.8806818181818182,0.946236559139785,1.0
Q09328,1.0,1.0,1.0,1.0
Q09666,1.0,1.0,1.0,1.0
Q0VAA2,0.006535947712418301,0.005681818181818182,0.005376344086021506,0.25
Q0VD83,1.0,1.0,1.0,1.0
Q0VGL1,0.5555555555555556,0.5227272727272727,0.5698924731182796,0.75
Q0ZGT2,0.49673202614379086,0.5056818181818182,0.5268817204301075,0.75
Q10469,0.9411764705882353,0.9488636363636364,0.946236559139785,1.0
Q10471,1.0,0.9943181818181818,1.0,1.0
Q10472,1.0,1.0,0.9946236559139785,1.0
Q10567,0.5882352941176471,0.5795454545454546,0.5752688172043011,0.75
Q10589,0.8496732026143791,0.8409090909090909,0.8924731182795699,1.0
Q11201,0.803921568627451,0.7954545454545454,0.8763440860215054,1.0
Q12788,0.013071895424836602,0.0,0.010752688172043012,0.0
Q12794,0.3660130718954248,0.45454545454545453,0.478494623655914,0.5
Q12797,1.0,1.0,1.0,1.0
Q12805,1.0,1.0,1.0,1.0
Q12841,0.9934640522875817,0.9886363636363636,0.989247311827957,1.0
Q12846,0.45098039215686275,0.4375,0.4838709677419355,0.25
Q12849,0.026143790849673203,0.05113636363636364,0.021505376344086023,0.0
Q12860,0.7908496732026143,0.7215909090909091,0.6935483870967742,0.75
Q12864,0.17647058823529413,0.30113636363636365,0.20967741935483872,0.5
Q12874,0.10457516339869281,0.14204545454545456,0.07526881720430108,0.0
Q12882,0.11764705882352941,0.16477272727272727,0.11827956989247312,0.0
Q12884,0.6339869281045751,0.6136363636363636,0.6129032258064516,0.75
Q12904,0.1437908496732026,0.11931818181818182,0.10752688172043011,0.25
Q12905,0.6339869281045751,0.5909090909090909,0.6505376344086021,0.5
Q12906,0.49673202614379086,0.5,0.478494623655914,0.5
Q12907,0.9869281045751634,0.9943181818181818,0.989247311827957,1.0
Q12912,0.0392156862745098,0.028409090909090908,0.026881720430107527,0.0
Q12913,1.0,1.0,1.0,1.0
Q12931,0.29411764705882354,0.3068181818181818,0.24193548387096775,0.25
Q12974,0.24836601307189543,0.25,0.2956989247311828,0.5
Q13009,0.7516339869281046,0.7102272727272727,0.6075268817204301,0.75
Q13011,0.24183006535947713,0.23863636363636365,0.21505376344086022,0.25
Q13033,0.1111111111111111,0.10227272727272728,0.08602150537634409,0.5
Q13043,0.5686274509803921,0.5113636363636364,0.6075268817204301,0.75
Q13045,0.6078431372549019,0.6022727272727273,0.5913978494623656,0.75
Q13057,0.3006535947712418,0.3465909090909091,0.3548387096774194,0.25
Q13093,0.7908496732026143,0.8295454545454546,0.7473118279569892,0.75
Q13094,0.6601307189542484,0.6193181818181818,0.6935483870967742,0.75
Q13098,0.3790849673202614,0.4318181818181818,0.3924731182795699,0.5
Q13103,1.0,1.0,1.0,1.0
Q13126,0.5882352941176471,0.5568181818181818,0.6129032258064516,0.5
Q13131,0.2549019607843137,0.22727272727272727,0.20967741935483872,0.25
Q13144,0.0915032679738562,0.09659090909090909,0.07526881720430108,0.25
Q13148,0.26143790849673204,0.3068181818181818,0.2849462365591398,0.75
Q13151,0.2679738562091503,0.24431818181818182,0.1774193548387097,0.25
Q13153,0.2875816993464052,0.3409090909090909,0.3172043010752688,0.25
Q13162,0.2549019607843137,0.2784090909090909,0.3817204301075269,0.5
Q13177,0.9150326797385621,0.8863636363636364,0.9301075268817204,1.0
Q13185,0.6209150326797386,0.5795454545454546,0.6344086021505376,0.5
Q13188,0.1895424836601307,0.11931818181818182,0.13440860215053763,0.25
Q13200,0.9607843137254902,0.9034090909090909,0.9193548387096774,1.0
Q13201,1.0,1.0,1.0,1.0
Q13214,0.9215686274509803,0.8522727272727273,0.9193548387096774,1.0
Q13217,1.0,0.9943181818181818,1.0,1.0
Q13228,0.9673202614379085,0.9602272727272727,0.978494623655914,1.0
Q13237,0.5294117647058824,0.5511363636363636,0.6129032258064516,0.5
Q13242,0.09803921568627451,0.08522727272727272,0.05913978494623656,0.0
Q13247,0.738562091503268,0.7272727272727273,0.7688172043010753,0.75
Q13257,0.0392156862745098,0.017045454545454544,0.03225806451612903,0.25
Q13263,0.29411764705882354,0.26704545454545453,0.26881720430107525,0.5
Q13283,0.5947712418300654,0.5909090909090909,0.6720430107526881,0.75
Q13287,0.08496732026143791,0.08522727272727272,0.06989247311827956,0.0
Q13308,0.39869281045751637,0.4034090909090909,0.41935483870967744,0.5
Q13316,0.9738562091503268,0.9431818181818182,0.9516129032258065,1.0
Q13332,0.5751633986928104,0.5909090909090909,0.5591397849462365,0.75
Q13336,0.5686274509803921,0.5170454545454546,0.5860215053763441,0.5
Q13347,0.2875816993464052,0.2784090909090909,0.27419354838709675,0.75
Q13349,0.3660130718954248,0.2840909090909091,0.3655913978494624,0.0
Q13361,0.5228758169934641,0.48863636363636365,0.5806451612903226,1.0
Q13367,0.42483660130718953,0.3806818181818182,0.4032258064516129,0.25
Q13404,0.7124183006535948,0.7272727272727273,0.7311827956989247,0.75
Q13418,1.0,1.0,1.0,1.0
Q13421,0.7516339869281046,0.8068181818181818,0.8870967741935484,1.0
Q13423,0.6013071895424836,0.6477272727272727,0.6344086021505376,1.0
Q13435,0.26143790849673204,0.19886363636363635,0.25268817204301075,0.25
Q13442,0.803921568627451,0.7613636363636364,0.8548387096774194,0.75
Q13444,0.8823529411764706,0.8863636363636364,0.9193548387096774,1.0
Q13449,0.1437908496732026,0.13068181818181818,0.10215053763440861,0.25
Q13459,0.12418300653594772,0.1590909090909091,0.13440860215053763,0.25
Q13464,0.3464052287581699,0.3693181818181818,0.3225806451612903,0.5
Q13477,1.0,1.0,1.0,1.0
Q13492,0.39869281045751637,0.39204545454545453,0.3763440860215054,0.5
Q13496,0.1895424836601307,0.14772727272727273,0.1827956989247312,0.25
Q13510,0.37254901960784315,0.3465909090909091,0.3763440860215054,0.5
Q13526,0.8300653594771242,0.7670454545454546,0.8172043010752689,1.0
Q13555,0.058823529411764705,0.09090909090909091,0.06451612903225806,0.0
Q13561,0.6143790849673203,0.625,0.6129032258064516,0.75
Q13573,0.0,0.011363636363636364,0.010752688172043012,0.0
Q13576,0.9934640522875817,0.9886363636363636,0.989247311827957,1.0
Q13586,0.7254901960784313,0.6647727272727273,0.6989247311827957,0.75
Q13596,0.1503267973856209,0.2215909090909091,0.15053763440860216,0.5
Q13609,0.9607843137254902,0.9602272727272727,0.978494623655914,1.0
Q13610,0.3006535947712418,0.30113636363636365,0.3548387096774194,0.5
Q13613,0.1895424836601307,0.125,0.15053763440860216,0.0
Q13616,0.11764705882352941,0.13068181818181818,0.0967741935483871,0.0
Q13617,0.6339869281045751,0.5170454545454546,0.6344086021505376,0.75
Q13618,0.6862745098039216,0.5397727272727273,0.5645161290322581,0.5
Q13630,0.8954248366013072,0.7897727272727273,0.8978494623655914,0.75
Q13636,0.1895424836601307,0.17045454545454544,0.1774193548387097,0.5
Q13637,0.39869281045751637,0.4147727272727273,0.3870967741935484,0.5
Q13642,0.8888888888888888,0.9204545454545454,0.9354838709677419,1.0
Q13683,0.38562091503267976,0.4318181818181818,0.3978494623655914,0.75
Q13724,0.19607843137254902,0.2556818181818182,0.24193548387096775,0.5
Q13740,1.0,1.0,1.0,1.0
Q13790,1.0,1.0,1.0,1.0
Q13795,0.6993464052287581,0.6875,0.7526881720430108,1.0
Q13797,0.35294117647058826,0.36363636363636365,0.41935483870967744,0.75
Q13813,0.5620915032679739,0.5795454545454546,0.553763440860215,0.75
Q13822,0.7777777777777778,0.8011363636363636,0.8655913978494624,1.0
Q13835,0.7254901960784313,0.6704545454545454,0.7688172043010753,1.0
Q13838,0.17647058823529413,0.22727272727272727,0.22043010752688172,0.25
Q13867,0.9673202614379085,0.9602272727272727,0.9731182795698925,1.0
Q13884,0.6666666666666666,0.6136363636363636,0.6182795698924731,0.75
Q13885,1.0,0.9829545454545454,0.989247311827957,1.0
Q13939,0.2679738562091503,0.375,0.3225806451612903,0.25
Q13976,0.28104575163398693,0.3125,0.25268817204301075,0.5
Q14005,0.49673202614379086,0.4431818181818182,0.5,1.0
Q14008,0.5359477124183006,0.5568181818181818,0.5806451612903226,0.5
Q14011,0.5490196078431373,0.5056818181818182,0.5376344086021505,0.75
Q14012,0.3790849673202614,0.36363636363636365,0.3924731182795699,1.0
Q14019,0.9084967320261438,0.9204545454545454,0.9247311827956989,1.0
Q14088,0.16339869281045752,0.09659090909090909,0.12365591397849462,0.25
Q14103,0.5228758169934641,0.5284090909090909,0.5483870967741935,0.75
Q14108,0.08496732026143791,0.06818181818181818,0.12365591397849462,0.25
Q14112,1.0,1.0,1.0,1.0
Q14116,0.13071895424836602,0.10795454545454546,0.12365591397849462,0.25
Q14118,1.0,1.0,1.0,1.0
Q14126,1.0,1.0,1.0,1.0
Q14134,0.10457516339869281,0.11363636363636363,0.08064516129032258,0.25
Q14137,0.6209150326797386,0.5113636363636364,0.543010752688172,0.5
Q14141,0.3464052287581699,0.3068181818181818,0.3225806451612903,0.5
Q14151,0.30718954248366015,0.32954545454545453,0.3064516129032258,0.75
Q14152,0.49673202614379086,0.5340909090909091,0.46236559139784944,0.75
Q14155,0.1111111111111111,0.16477272727272727,0.13978494623655913,0.25
Q14157,0.22875816993464052,0.2215909090909091,0.25806451612903225,0.25
Q14161,0.05228758169934641,0.10227272727272728,0.07526881720430108,0.25
Q14162,0.09803921568627451,0.08522727272727272,0.12365591397849462,0.25
Q14165,0.6470588235294118,0.7840909090909091,0.7365591397849462,0.75
Q14166,0.673202614379085,0.6136363636363636,0.6612903225806451,0.5
Q14203,0.954248366013072,0.9772727272727273,0.9946236559139785,1.0
Q14204,0.8823529411764706,0.8181818181818182,0.8548387096774194,1.0
Q14210,0.20261437908496732,0.11363636363636363,0.15053763440860216,0.75
Q14213,0.8169934640522876,0.7613636363636364,0.8279569892473119,1.0
Q14232,0.13071895424836602,0.13636363636363635,0.13440860215053763,0.25
Q14240,0.26143790849673204,0.2556818181818182,0.27419354838709675,0.25
Q14242,1.0,1.0,1.0,1.0
Q14247,0.8823529411764706,0.8636363636363636,0.8763440860215054,1.0
Q14254,0.9803921568627451,0.9772727272727273,0.9946236559139785,1.0
Q14257,0.2679738562091503,0.19318181818181818,0.25268817204301075,1.0
Q14258,0.2222222222222222,0.23863636363636365,0.22043010752688172,0.25
Q14289,0.1503267973856209,0.17045454545454544,0.17204301075268819,0.5
Q14314,0.5947712418300654,0.6534090909090909,0.6451612903225806,0.5
Q14315,0.35294117647058826,0.32386363636363635,0.3709677419354839,0.25
Q14318,0.09803921568627451,0.10795454545454546,0.08064516129032258,0.0
Q14344,0.8300653594771242,0.7954545454545454,0.8279569892473119,1.0
Q14392,0.4117647058823529,0.39204545454545453,0.4838709677419355,0.5
Q14393,1.0,0.9886363636363636,1.0,1.0
Q14432,0.30718954248366015,0.2784090909090909,0.27956989247311825,0.5
Q14444,0.1437908496732026,0.09659090909090909,0.11290322580645161,0.25
Q14498,0.0915032679738562,0.10795454545454546,0.08602150537634409,0.25
Q14515,1.0,1.0,1.0,1.0
Q14517,1.0,1.0,1.0,1.0
Q14520,1.0,1.0,1.0,1.0
Q14554,0.8888888888888888,0.8863636363636364,0.9193548387096774,1.0
Q14558,0.7777777777777778,0.6875,0.6881720430107527,1.0
Q14566,0.0784313725490196,0.09090909090909091,0.10215053763440861,0.25
Q14571,0.27450980392156865,0.2840909090909091,0.25806451612903225,0.5
Q14574,1.0,1.0,1.0,1.0
Q14623,0.39869281045751637,0.3352272727272727,0.4838709677419355,0.25
Q14624,1.0,1.0,1.0,1.0
Q14642,0.28104575163398693,0.29545454545454547,0.3064516129032258,0.75
Q14643,0.23529411764705882,0.2556818181818182,0.26881720430107525,0.5
Q14644,0.8823529411764706,0.8011363636363636,0.8870967741935484,1.0
Q14677,0.6601307189542484,0.6306818181818182,0.6827956989247311,1.0
Q14684,0.934640522875817,0.9545454545454546,0.9516129032258065,0.75
Q14696,0.803921568627451,0.7329545454545454,0.7580645161290323,1.0
Q14697,1.0,1.0,1.0,1.0
Q14699,0.23529411764705882,0.26704545454545453,0.2956989247311828,0.5
Q14738,0.11764705882352941,0.14204545454545456,0.13440860215053763,0.0
Q14739,0.35294117647058826,0.4034090909090909,0.3924731182795699,0.5
Q14761,0.5032679738562091,0.5284090909090909,0.5483870967741935,0.75
Q14764,0.8169934640522876,0.7670454545454546,0.8172043010752689,1.0
Q14766,1.0,1.0,1.0,1.0
Q14767,1.0,0.9943181818181818,1.0,1.0
Q14773,0.2875816993464052,0.3068181818181818,0.3064516129032258,0.5
Q14789,0.2222222222222222,0.2215909090909091,0.34946236559139787,0.25
Q14847,1.0,0.9943181818181818,1.0,1.0
Q14956,0.9934640522875817,0.9318181818181818,0.9516129032258065,1.0
Q14974,0.9738562091503268,0.9431818181818182,0.967741935483871,1.0
Q14980,0.11764705882352941,0.09090909090909091,0.0913978494623656,0.0
Q14BN4,0.3202614379084967,0.3125,0.3655913978494624,0.5
Q14C86,0.9215686274509803,0.9204545454545454,0.9247311827956989,1.0
Q14CN4,0.06535947712418301,0.022727272727272728,0.010752688172043012,0.0
Q15003,0.0196078431372549,0.005681818181818182,0.016129032258064516,0.0
Q15005,0.16993464052287582,0.22727272727272727,0.1827956989247312,0.5
Q15008,0.6797385620915033,0.6761363636363636,0.6720430107526881,0.5
Q15019,0.7450980392156863,0.6761363636363636,0.6666666666666666,1.0
Q15029,0.7124183006535948,0.5909090909090909,0.7365591397849462,1.0
Q15036,0.19607843137254902,0.19318181818181818,0.16129032258064516,0.25
Q15041,0.24836601307189543,0.19318181818181818,0.22580645161290322,0.0
Q15042,0.0784313725490196,0.13068181818181818,0.0913978494623656,0.25
Q15046,0.28104575163398693,0.2840909090909091,0.25806451612903225,0.5
Q15056,0.33986928104575165,0.4375,0.44086021505376344,0.5
Q15063,1.0,1.0,1.0,1.0
Q15067,0.1895424836601307,0.19886363636363635,0.21505376344086022,0.75
Q15075,0.3006535947712418,0.3125,0.3010752688172043,0.25
Q15080,0.30718954248366015,0.32954545454545453,0.27956989247311825,0.25
Q15084,0.9607843137254902,0.9318181818181818,0.9731182795698925,1.0
Q15102,0.5882352941176471,0.5965909090909091,0.5645161290322581,0.5
Q15113,1.0,1.0,1.0,1.0
Q15118,0.05228758169934641,0.09090909090909091,0.053763440860215055,0.25
Q15120,0.0392156862745098,0.045454545454545456,0.06989247311827956,0.25
Q15121,0.20261437908496732,0.2215909090909091,0.22043010752688172,0.5
Q15126,0.20915032679738563,0.19318181818181818,0.21505376344086022,0.25
Q15149,0.9869281045751634,0.9715909090909091,0.989247311827957,1.0
Q15166,1.0,1.0,1.0,1.0
Q15172,0.1830065359477124,0.19318181818181818,0.21505376344086022,0.75
Q15181,0.6470588235294118,0.6647727272727273,0.7365591397849462,0.5
Q15185,0.9084967320261438,0.8465909090909091,0.8763440860215054,1.0
Q15198,0.2222222222222222,0.19318181818181818,0.22580645161290322,0.75
Q15208,0.19607843137254902,0.21022727272727273,0.1935483870967742,0.75
Q15223,0.673202614379085,0.7670454545454546,0.8494623655913979,1.0
Q15233,0.37254901960784315,0.4318181818181818,0.3870967741935484,0.75
Q15257,0.6209150326797386,0.6022727272727273,0.5806451612903226,0.75
Q15286,0.6928104575163399,0.6931818181818182,0.7150537634408602,1.0
Q15293,1.0,1.0,1.0,1.0
Q15311,0.0718954248366013,0.09659090909090909,0.08064516129032258,0.25
Q15323,0.12418300653594772,0.10227272727272728,0.11827956989247312,0.25
Q15363,0.3006535947712418,0.3181818181818182,0.3010752688172043,0.5
Q15365,0.954248366013072,0.8977272727272727,0.956989247311828,1.0
Q15366,0.8758169934640523,0.8465909090909091,0.8817204301075269,1.0
Q15369,0.2875816993464052,0.25,0.3172043010752688,0.25
Q15370,0.16993464052287582,0.16477272727272727,0.15591397849462366,0.5
Q15382,0.39869281045751637,0.35795454545454547,0.3602150537634409,0.25
Q15386,0.1568627450980392,0.20454545454545456,0.11290322580645161,0.0
Q15389,0.8627450980392157,0.9261363636363636,0.9408602150537635,1.0
Q15393,0.11764705882352941,0.125,0.13978494623655913,0.5
Q15404,1.0,0.9943181818181818,1.0,1.0
Q15417,0.6666666666666666,0.6534090909090909,0.6559139784946236,0.75
Q15418,0.13071895424836602,0.14772727272727273,0.05913978494623656,0.25
Q15427,0.05228758169934641,0.0625,0.07526881720430108,0.0
Q15435,0.8627450980392157,0.8125,0.8225806451612904,0.75
Q15436,0.1895424836601307,0.19886363636363635,0.24731182795698925,0.25
Q15438,0.9084967320261438,0.8409090909090909,0.8978494623655914,1.0
Q15459,0.026143790849673203,0.03977272727272727,0.043010752688172046,0.0
Q15465,0.5947712418300654,0.6590909090909091,0.6612903225806451,0.75
Q15485,1.0,1.0,0.9946236559139785,1.0
Q15493,0.5555555555555556,0.4034090909090909,0.510752688172043,0.5
Q15517,0.9869281045751634,0.9375,0.9623655913978495,1.0
Q15555,0.7973856209150327,0.6988636363636364,0.6774193548387096,1.0
Q15582,1.0,1.0,1.0,1.0
Q15599,0.9019607843137255,0.8352272727272727,0.8763440860215054,1.0
Q15631,0.0718954248366013,0.14772727272727273,0.13978494623655913,0.25
Q15642,0.1503267973856209,0.18181818181818182,0.1827956989247312,0.25
Q15646,0.006535947712418301,0.005681818181818182,0.021505376344086023,0.0
Q15650,0.5424836601307189,0.5909090909090909,0.6021505376344086,1.0
Q15691,0.803921568627451,0.8238636363636364,0.8494623655913979,1.0
Q15717,0.1437908496732026,0.2159090909090909,0.1827956989247312,0.25
Q15746,0.6993464052287581,0.6988636363636364,0.6344086021505376,1.0
Q15750,0.0457516339869281,0.07954545454545454,0.043010752688172046,0.0
Q15751,0.13071895424836602,0.17045454545454544,0.12903225806451613,0.0
Q15758,0.8888888888888888,0.8295454545454546,0.8763440860215054,1.0
Q15762,0.49019607843137253,0.4602272727272727,0.45698924731182794,0.75
Q15771,0.1437908496732026,0.13068181818181818,0.10752688172043011,0.5
Q15796,0.30718954248366015,0.22727272727272727,0.1827956989247312,0.75
Q15819,0.09803921568627451,0.11363636363636363,0.08602150537634409,0.25
Q15828,0.5882352941176471,0.5738636363636364,0.6290322580645161,1.0
Q15833,0.9019607843137255,0.8465909090909091,0.9139784946236559,1.0
Q15836,0.2549019607843137,0.26704545454545453,0.25806451612903225,0.5
Q15843,0.3790849673202614,0.35795454545454547,0.3064516129032258,0.25
