"Sheet1_position","Sheet1_raw_header","Resolution_method","metadata_index","metadata_excel_row","UniqueSampleID","进样时间","sample","condition","group","TREAT1","TREAT1_clean","TREAT2","Tube_Mixing","WoleBlood_oldTime","Plasma_HoldTime_h","Note","detected_protein_groups","missing_pct","MS_batch_proxy","Exposure","log2_median","PC1","PC2","UMAP1","UMAP2"
"446","20260717_53","P1_UNIQUE_NAME","206","208","20260717_GZ_TH_53","20260717","53","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1974,48.2839926643961,"20260717","Control",8.03892116555782,26.7035850558908,-1.40803065606558,-10.9511603321763,5.86070988030688
"447","20260717_54","P1_UNIQUE_NAME","207","209","20260717_GZ_TH_54","20260717","54","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,3087,19.1249672517684,"20260717","Control",9.39278579472424,12.8516462059188,-9.86396680813966,-12.0975855793686,6.92060158105151
"448","20260717_55","P1_UNIQUE_NAME","208","210","20260717_GZ_TH_55","20260717","55","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1928,49.4891275871103,"20260717","Control",8.30183428140232,23.9370368153663,-7.40657020112373,-11.4302109684678,5.94149229378955
"449","20260717_57","P1_UNIQUE_NAME","209","211","20260717_GZ_TH_57","20260717","57","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1885,50.6156667539953,"20260717","Control",8.40212877159182,20.5726164182977,-7.57183090190823,-11.400411507103,5.95544788689868
"450","20260717_58","P1_UNIQUE_NAME","210","212","20260717_GZ_TH_58","20260717","58","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1829,52.0827875294734,"20260717","Control",8.55466452381081,14.9102433384946,-0.528034253463173,-10.9555062260361,6.38450405450122
"451","20260717_59","P1_UNIQUE_NAME","211","213","20260717_GZ_TH_59","20260717","59","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1546,59.4969871626932,"20260717","Control",8.31147657252212,23.3012849491047,14.4222782156034,-10.3325871433945,7.79700443597094
"452","20260717_61","P1_UNIQUE_NAME","212","214","20260717_GZ_TH_61","20260717","61","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1711,55.174220592088,"20260717","Control",8.39520898762286,19.5429182477445,-1.12392859188511,-11.0499733891221,6.22023937554614
"453","20260717_62","P1_UNIQUE_NAME","213","215","20260717_GZ_TH_62","20260717","62","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1720,54.9384333246005,"20260717","Short exposure",8.24939037052354,22.9559690253257,-4.41410236969127,-11.2885846104355,5.66057131142871
"454","20260717_63","P1_UNIQUE_NAME","214","216","20260717_GZ_TH_63","20260717","63","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1914,49.8559077809798,"20260717","Control",8.35081756901059,21.4682632943346,-2.81068906373661,-11.1057576145859,6.15831777901904
"455","20260717_64","P1_UNIQUE_NAME","215","217","20260717_GZ_TH_64","20260717","64","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1721,54.9122347393241,"20260717","Control",8.36651133447165,22.6484592184476,-7.76668952455794,-11.3543375935288,5.63053057046191
"456","20260717_65","P1_UNIQUE_NAME","216","218","20260717_GZ_TH_65","20260717","65","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1702,55.4100078595756,"20260717","Control",8.2097737197926,26.3782920837327,-5.20362816388752,-11.3974303211899,5.648084853604
"457","20260717_66","P1_UNIQUE_NAME","217","219","20260717_GZ_TH_66","20260717","66","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1814,52.4757663086193,"20260717","Control",8.40848952398398,20.4719111043317,-1.89742055624712,-10.8510397877427,6.16268703789966
"458","20260717_67","P1_UNIQUE_NAME","218","220","20260717_GZ_TH_67","20260717","67","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1787,53.183128111082,"20260717","Control",8.50608157142429,21.7575169785189,-10.1518511534793,-11.4096602406235,5.83505508752124
"459","20260717_68","P1_UNIQUE_NAME","219","221","20260717_GZ_TH_68","20260717","68","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1836,51.8993974325386,"20260717","Control",8.33562262532188,24.2276513264473,1.28720090434068,-11.0196684803696,6.57460567803637
"460","20260717_69","P1_UNIQUE_NAME","220","222","20260717_GZ_TH_69","20260717","69","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1588,58.3966465810846,"20260717","Control",8.18896337949302,29.6445468245601,-6.9945384120946,-11.3852528538437,5.4742247805144
"461","20260717_70","P1_UNIQUE_NAME","221","223","20260717_GZ_TH_70","20260717","70","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1620,57.55829185224,"20260717","Control",8.37291645788537,22.6776222196311,-8.50200684860815,-11.463568588707,5.6833483919646
"462","20260717_71","P1_UNIQUE_NAME","222","224","20260717_GZ_TH_71","20260717","71","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1758,53.9428870840975,"20260717","Control",8.09446733712192,29.3746679872414,-8.39379628680671,-11.3906697239609,5.61563751549975
"463","20260717_72","P1_UNIQUE_NAME","223","225","20260717_GZ_TH_72","20260717","72","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1844,51.6898087503275,"20260717","Control",8.5829261655489,19.054278552621,-9.32033059218681,-11.5069931950303,6.15266630502002
"464","20260717_73","P1_UNIQUE_NAME","224","226","20260717_GZ_TH_73","20260717","73","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1817,52.3971705527902,"20260717","Control",8.14887529650694,29.7768018618324,-9.54286452766853,-11.537938019249,5.59415743203418
"465","20260717_74","P1_UNIQUE_NAME","225","227","20260717_GZ_TH_74","20260717","74","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1555,59.2611998952057,"20260717","Control",8.11526234404591,27.6114880260283,13.6161375062443,-10.4264191593857,7.86712047906177
"466","20260717_75","P1_UNIQUE_NAME","226","228","20260717_GZ_TH_75","20260717","75","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1988,47.9172124705266,"20260717","Control",7.97608937797531,32.1969145153847,-6.65292094108364,-11.8475703205796,5.93017504067676
"467","20260717_76","P1_UNIQUE_NAME","227","229","20260717_GZ_TH_76","20260717","76","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1977,48.2053969085669,"20260717","Control",8.50175544314677,20.1163895252699,-5.84380520900064,-11.3848084416123,6.03560421319262
"468","20260717_77","P1_UNIQUE_NAME","228","230","20260717_GZ_TH_77","20260717","77","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1711,55.174220592088,"20260717","Control",8.32453231208514,24.1923101990365,-4.90581737256211,-11.3138274159165,5.66374466271655
"469","20260717_78","P1_UNIQUE_NAME","229","231","20260717_GZ_TH_78","20260717","78","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1904,50.1178936337438,"20260717","Control",8.59530358584807,16.6238132241834,-5.88834412269889,-11.1260737385483,6.27783558221118
"470","20260717_79","P1_UNIQUE_NAME","230","232","20260717_GZ_TH_79","20260717","79","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1784,53.2617238669112,"20260717","Control",8.39282954534448,24.9239634633808,-2.9883930384975,-11.2191533055039,6.14113161416308
"471","20260717_80","P1_UNIQUE_NAME","231","233","20260717_GZ_TH_80","20260717","80","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,2365,38.0403458213257,"20260717","Control",8.55248500250132,18.4827371175291,-8.66474175850187,-11.8444584812851,6.38915130944507
"472","20260717_87","P1_UNIQUE_NAME","232","234","20260717_GZ_TH_87","20260717","87","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1734,54.5716531307309,"20260717","Short exposure",8.1872026889471,24.5935048404922,1.76272141582669,-10.5924738850327,6.55618021340625
"473","20260717_88","P1_UNIQUE_NAME","233","235","20260717_GZ_TH_88","20260717","88","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1623,57.4796960964108,"20260717","Control",8.14684341435678,27.0556772137363,6.80109564542583,-10.2175358738633,7.03811285348193
"474","20260717_89","P1_UNIQUE_NAME","234","236","20260717_GZ_TH_89","20260717","89","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1908,50.0130992926382,"20260717","Short exposure",8.4753845074751,18.0501240434089,-1.75167877872663,-10.2973317112656,6.30959675164477
"475","20260717_90","P1_UNIQUE_NAME","235","237","20260717_GZ_TH_90","20260717","90","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1625,57.427298925858,"20260717","Long exposure",8.35181516135386,24.4302579447303,-2.23319431338385,-10.4644164051743,5.89343616814868
"476","20260717_93","P1_UNIQUE_NAME","236","238","20260717_GZ_TH_93","20260717","93","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1706,55.30521351847,"20260717","Short exposure",8.46924681920353,19.3324207179659,3.55268808507156,-10.1399840321274,6.75100300164477
"477","20260717_94","P1_UNIQUE_NAME","237","239","20260717_GZ_TH_94","20260717","94","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1880,50.7466596803773,"20260717","Short exposure",8.51405351966421,16.9434127046739,-0.971795292857739,-10.0979279484482,6.34319565148608
"478","20260717_95","P1_UNIQUE_NAME","238","240","20260717_GZ_TH_95","20260717","95","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1758,53.9428870840975,"20260717","Short exposure",8.4440343323482,20.1850972529833,-1.28625749990003,-10.2673739399643,6.15517494530932
"479","20260717_96","P1_UNIQUE_NAME","239","241","20260717_GZ_TH_96","20260717","96","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,2083,45.4283468692691,"20260717","Short exposure",8.53051600182197,15.1648587258017,5.2451025031401,-10.3350724186631,7.13363048882739
"480","20260717_98","P1_UNIQUE_NAME","240","242","20260717_GZ_TH_98","20260717","98","湿热","GZ_TH","LOW","low",,"Unknown","Unknown","Unknown",,1416,62.9028032486246,"20260717","Short exposure",8.35507728258742,26.8529188304396,28.4851203247026,-10.1210020985337,8.42705414147632
"481","20260717_99","P1_UNIQUE_NAME","241","243","20260717_GZ_TH_99","20260717","99","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1861,51.2444328006288,"20260717","Short exposure",8.35544010983574,18.489798954663,9.73236157071122,-10.2286957707139,7.20154545159594
"482","20260717_100","P1_UNIQUE_NAME","242","244","20260717_GZ_TH_100","20260717","100","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1778,53.4189153785696,"20260717","Short exposure",8.31959315856362,21.8495275881401,-2.26556735076308,-10.2518958058091,6.03784820885913
"483","20260717_101","P1_UNIQUE_NAME","243","245","20260717_GZ_TH_101","20260717","101","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1932,49.3843332460047,"20260717","Short exposure",8.49248312851219,15.468014483045,-3.32963476214404,-10.2686842884751,6.15469858498828
"484","20260717_102","P1_UNIQUE_NAME","244","246","20260717_GZ_TH_102","20260717","102","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1811,52.5543620644485,"20260717","Short exposure",8.59495021720568,16.6239832278295,-0.734795241222515,-10.1688631977768,6.36883995385425
"485","20260717_103","P1_UNIQUE_NAME","245","247","20260717_GZ_TH_103","20260717","103","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1951,48.8865601257532,"20260717","Short exposure",8.90562652604176,10.9454310923972,-5.22278319807151,-10.247938057396,6.35914060921924
"486","20260717_104","P1_UNIQUE_NAME","246","248","20260717_GZ_TH_104","20260717","104","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1613,57.7416819491747,"20260717","Short exposure",8.42341251459726,19.7072841491465,17.7406433089401,-10.2184790577622,8.00716850610034
"487","20260717_106","P1_UNIQUE_NAME","247","249","20260717_GZ_TH_106","20260717","106","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1669,56.2745611736966,"20260717","Short exposure",8.37593959573837,18.2687131514595,4.58814371369038,-10.4261044468613,6.77696678490893
"488","20260717_107","P1_UNIQUE_NAME","248","250","20260717_GZ_TH_107","20260717","107","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1773,53.5499083049515,"20260717","Long exposure",8.20029653254978,27.2960127220418,-2.75870621274526,-10.6042288746567,5.81233713479297
"489","20260717_108","P1_UNIQUE_NAME","249","251","20260717_GZ_TH_108","20260717","108","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1615,57.689284778622,"20260717","Long exposure",8.37452546393359,22.6266599516029,-3.33565099336835,-10.5603903736802,5.89316246361987
"490","20260717_109","P1_UNIQUE_NAME","250","252","20260717_GZ_TH_109","20260717","109","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1577,58.684831019125,"20260717","Long exposure",8.57258678529723,14.629092241414,18.8334715260055,-10.2998017277451,8.12614796014087
"491","20260717_110","P1_UNIQUE_NAME","251","253","20260717_GZ_TH_110","20260717","110","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1577,58.684831019125,"20260717","Control",8.3272519895103,23.243833694932,-1.13378914657757,-10.450104614708,5.94783565850512
"492","20260717_111","P1_UNIQUE_NAME","252","254","20260717_GZ_TH_111","20260717","111","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1691,55.6981922976159,"20260717","Long exposure",8.45659023969616,16.3246431955664,20.2902192811142,-10.2282437290879,8.20888397546069
"493","20260717_112","P1_UNIQUE_NAME","253","255","20260717_GZ_TH_112","20260717","112","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,2075,45.6379355514802,"20260717","Long exposure",8.34968930184279,21.8577589867207,7.05701729321853,-10.1309641804429,7.05890152306811
"494","20260717_114","P1_UNIQUE_NAME","254","256","20260717_GZ_TH_114","20260717","114","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1615,57.689284778622,"20260717","Long exposure",8.17938784476554,31.6122642243598,-4.62288204393316,-10.8874815907212,5.59855339379565
"495","20260717_115","P1_UNIQUE_NAME","255","257","20260717_GZ_TH_115","20260717","115","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,2313,39.4026722556982,"20260717","Long exposure",8.48646447695242,19.6753219781653,-6.65599184492031,-11.8593815769883,6.50583717675464
"496","20260717_117","P1_UNIQUE_NAME","256","258","20260717_GZ_TH_117","20260717","117","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1767,53.7070998166099,"20260717","Control",8.50084115032182,16.1308186865288,-3.9772739152638,-10.1683548893662,6.19390747399585
"497","20260717_118","P1_UNIQUE_NAME","257","259","20260717_GZ_TH_118","20260717","118","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1525,60.0471574534975,"20260717","Control",8.36096439695013,24.9350860395752,15.6752994225632,-10.2669457401963,7.88691112847583
"498","20260717_119","P1_UNIQUE_NAME","258","260","20260717_GZ_TH_119","20260717","119","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,2731,28.4516636101651,"20260717","Long exposure",8.8999413798544,14.755291862476,-4.80195510314423,-11.8688658680649,6.81544420571582
"499","20260717_120","P1_UNIQUE_NAME","259","261","20260717_GZ_TH_120","20260717","120","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1572,58.8158239455069,"20260717","Long exposure",8.37427670427421,25.3725284733031,-3.17621549390653,-10.7607983555527,5.70715114922778
"500","20260717_121","P1_UNIQUE_NAME","260","262","20260717_GZ_TH_121","20260717","121","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,2014,47.2360492533403,"20260717","Control",8.28395465051042,21.8370692031893,2.6057147584214,-10.477635284874,6.72526810021655
"501","20260717_122","P1_UNIQUE_NAME","261","263","20260717_GZ_TH_122","20260717","122","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1595,58.2132564841499,"20260717","Long exposure",8.64648279578075,13.8612125489629,-1.54329715586651,-10.2016228642197,6.20605442376391
"502","20260717_123","P1_UNIQUE_NAME","262","264","20260717_GZ_TH_123","20260717","123","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1671,56.2221640031438,"20260717","Long exposure",8.36949031840212,23.1636487713883,10.7714209427072,-10.2128647770615,7.40274164529101
"503","20260717_124","P1_UNIQUE_NAME","263","265","20260717_GZ_TH_124","20260717","124","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1759,53.9166884988211,"20260717","Long exposure",8.7030960700097,15.6755080313871,1.85902677661968,-10.1213749851914,6.64970180840747
"504","20260717_125","P1_UNIQUE_NAME","264","266","20260717_GZ_TH_125","20260717","125","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1634,57.1915116583705,"20260717","Long exposure",8.32453176273309,24.1107084428007,-1.89726233534853,-10.9589919056626,6.2319414362456
"505","20260717_126","P1_UNIQUE_NAME","265","267","20260717_GZ_TH_126","20260717","126","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1716,55.043227665706,"20260717","Long exposure",8.0811576745893,23.7960731737996,5.67509288309773,-10.2313355412217,6.93406221719043
"506","20260717_128","P1_UNIQUE_NAME","266","268","20260717_GZ_TH_128","20260717","128","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1993,47.7862195441446,"20260717","Long exposure",8.49808543140781,18.0404461240997,12.6998579298717,-10.4223736729355,7.56202289910571
"507","20260717_129","P1_UNIQUE_NAME","267","269","20260717_GZ_TH_129","20260717","129","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1867,51.0872412889704,"20260717","Long exposure",8.47029183797232,18.5702543643527,-1.6854465124312,-10.2582062687607,6.17205450387256
"508","20260717_131","P1_UNIQUE_NAME","268","270","20260717_GZ_TH_131","20260717","131","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1679,56.0125753209327,"20260717","Long exposure",8.69019997234628,14.7069931351731,18.01111283663,-10.279917618248,8.10270759911792
"509","20260717_132","P1_UNIQUE_NAME","269","271","20260717_GZ_TH_132","20260717","132","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1406,63.1647891013885,"20260717","Long exposure",8.57559328685661,21.0198971441546,26.4421509993229,-10.1778000797959,8.38173935265796
"510","20260717_133","P1_UNIQUE_NAME","270","272","20260717_GZ_TH_133","20260717","133","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1568,58.9206182866125,"20260717","Long exposure",8.40520224326437,21.2540644174134,21.1033561488101,-10.1770352329941,8.24657127709643
"511","20260717_134","P1_UNIQUE_NAME","271","273","20260717_GZ_TH_134","20260717","134","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1053,72.412889703956,"20260717","Long exposure",8.78044735755759,29.6783055743453,37.3000437784563,-10.1179875340195,8.43412849755542
"512","20260717_137","P1_UNIQUE_NAME","272","274","20260717_GZ_TH_137","20260717","137","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1226,67.8805344511396,"20260717","Long exposure",8.33069330471019,28.5883720981359,33.9670560970991,-10.1246746983262,8.4214493975188
"513","20260717_138","P1_UNIQUE_NAME","273","275","20260717_GZ_TH_138","20260717","138","湿热","GZ_TH","high","high",,"Unknown","Unknown","Unknown",,1587,58.422845166361,"20260717","Long exposure",8.56285297355501,19.1231755542003,8.11868246522029,-10.3691557850571,7.40995714516894
"514","20260717_143","P1_UNIQUE_NAME","274","276","20260717_GZ_TH_143","20260717","143","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1847,51.6112129944983,"20260717","Short exposure",8.45352365440712,17.7039608717375,5.77570041593472,-10.1184023823472,6.89264557214038
"515","20260717_144","P1_UNIQUE_NAME","275","277","20260717_GZ_TH_144","20260717","144","湿热","GZ_TH","contrl","control",,"Unknown","Unknown","Unknown",,1957,48.7293686140948,"20260717","Control",8.72512769674037,13.4938525865135,1.28814952698951,-10.0379389729233,6.58450291009204
"516","20260717_147","P1_UNIQUE_NAME","276","278","20260717_GZ_TH_147","20260717","147","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1615,57.689284778622,"20260717","Short exposure",8.0407895332891,26.4163865299824,12.3750508464358,-10.3049277271958,7.72154304833667
"517","20260717_148","P1_UNIQUE_NAME","277","279","20260717_GZ_TH_148","20260717","148","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,2028,46.8692690594708,"20260717","Short exposure",8.59196569274015,15.1706991430633,5.06176701752545,-10.7995346989365,7.24630853982226
"518","20260717_149","P1_UNIQUE_NAME","278","280","20260717_GZ_TH_149","20260717","149","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,2048,46.3452973539429,"20260717","Short exposure",8.63792207557562,9.61566644833708,9.10227109238998,-10.1771363224717,7.07321569772021
"519","20260717_150","P1_UNIQUE_NAME","279","281","20260717_GZ_TH_150","20260717","150","湿热","GZ_TH","low","low",,"Unknown","Unknown","Unknown",,1696,55.567199371234,"20260717","Short exposure",8.88845199888018,10.5466440248291,-1.11872222870034,-10.104157349083,6.36232206673877
