"Protein","UniqueSampleID","Exposure","Log2_abundance"
"O14594","20251001_FJ_FQ_F136","Control",10.9866029701259
"O14594","20251001_FJ_FQ_F141","Control",12.8856238610136
"O14594","20251001_FJ_FQ_F147","Long exposure",11.3299784578224
"O14594","20251001_FJ_FQ_F150","Control",12.10131081782
"O14594","20251001_FJ_FQ_F154","Long exposure",12.1010045745847
"O14594","20251001_FJ_FQ_F158","Long exposure",10.1879458321674
"O14594","20251001_FJ_FQ_F163","Control",9.98715530545309
"O14594","20251001_FJ_FQ_F165","Control",11.5491180207122
"O14594","20251001_FJ_FQ_F168","Long exposure",11.1307593858646
"O14594","20251001_FJ_FQ_F170","Control",12.6124860872283
"O14594","20251001_FJ_FQ_F173","Short exposure",11.6626539259318
"O14594","20251001_FJ_FQ_F174","Short exposure",13.0142578759902
"O14594","20251001_FJ_FQ_F175","Short exposure",11.9897645177722
"O14594","20251001_FJ_FQ_F176","Short exposure",13.0420935137658
"O14594","20251001_FJ_FQ_F177","Short exposure",12.4220308786743
"O14594","20251001_FJ_FQ_F180","Short exposure",12.5370442945189
"O14594","20251001_FJ_FQ_F183","Short exposure",12.8572474271936
"O14594","20251001_FJ_FQ_F185","Short exposure",12.7254030814204
"O14594","20251001_XZ_YA_1","Short exposure",13.2871643613167
"O14594","20251001_XZ_YA_2","Short exposure",11.9491446343384
"O14594","20251001_XZ_YA_3","Short exposure",11.7361545712381
"O14594","20251001_XZ_YA_4","Short exposure",10.0595151142571
"O14594","20251001_XZ_YA_5","Short exposure",11.2565951288922
"O14594","20251001_XZ_YA_6","Short exposure",12.0863064926762
"O14594","20251001_XZ_YA_7","Short exposure",12.0110685427031
"O14594","20251001_XZ_YA_8","Short exposure",11.3675683229291
"O14594","20251001_XZ_YA_9","Short exposure",12.4566262635859
"O14594","20251001_XZ_YA_10","Short exposure",12.6978897943949
"O14594","20251001_XZ_YA_11","Short exposure",10.4397799138123
"O14594","20251001_XZ_YA_12","Short exposure",12.6375943389446
"O14594","20251001_XZ_YA_13","Short exposure",12.2683463883193
"O14594","20251001_XZ_YA_14","Short exposure",11.9175011969214
"O14594","20251001_XZ_YA_15","Short exposure",12.7840569804506
"O14594","20251001_XZ_YA_16","Short exposure",11.7251065941599
"O14594","20251001_XZ_YA_17","Short exposure",12.2016315880059
"O14594","20251001_XZ_YA_18","Short exposure",12.8961423290849
"O14594","20251001_XZ_YA_19","Short exposure",12.2916900818185
"O14594","20251001_XZ_YA_20","Control",11.1721892670724
"O14594","20251001_XZ_YA_21","Control",11.4301979350553
"O14594","20251001_XZ_YA_22","Long exposure",10.2098846522381
"O14594","20251001_XZ_YB_2","Control",12.9394071289297
"O14594","20251001_XZ_YB_4","Control",13.1609434558001
"O14594","20251001_XZ_YB_6","Control",12.1718201515091
"O14594","20251001_XZ_YB_9","Control",12.7199582987504
"O14594","20251001_XZ_YB_10","Control",12.6090871849743
"O14594","20251001_XZ_YB_11","Control",12.7062435818472
"O14594","20251001_XZ_YB_12","Control",12.0209309526464
"O14594","20251001_XZ_YB_14","Control",12.1295237332628
"O14594","20251001_XZ_YB_15","Control",11.5329930396507
"O14594","20251001_XZ_YB_19","Control",12.4117781025955
"O14594","20251001_XZ_YC_1","Control",11.2107946899849
"O14594","20251001_XZ_YC_2","Control",12.7874642094148
"O14594","20251001_XZ_YC_3","Long exposure",12.4380360808445
"O14594","20251001_XZ_YC_4","Control",13.3048730818292
"O14594","20251001_XZ_YC_5","Long exposure",11.5072578637664
"O14594","20251001_XZ_YC_6","Short exposure",11.5719046780996
"O14594","20251001_XZ_YC_7","Short exposure",13.247411111012
"O14594","20251001_XZ_YC_8","Control",11.9791670691286
"O14594","20251001_XZ_YC_9","Short exposure",10.0799318262162
"O14594","20251001_XZ_YC_10","Long exposure",12.9692374567499
"O14594","20251001_XZ_YC_11","Long exposure",11.8184725676119
"O14594","20251001_XZ_YC_12","Long exposure",12.8929324114073
"O14594","20251001_XZ_YC_13","Long exposure",11.5807334463297
"O14594","20251001_XZ_YC_14","Long exposure",12.0786331160084
"O14594","20251001_XZ_YC_15","Long exposure",12.3605040637002
"O14594","20251001_XZ_YC_16","Long exposure",12.0635412289215
"O14594","20251001_XZ_YC_17","Long exposure",11.9476166962791
"O14594","20251001_XZ_YC_18","Short exposure",11.94999640053
"O14594","20251001_XZ_YC_19","Long exposure",12.8493926920432
"O14594","20251001_XZ_YC_20","Short exposure",11.8956376822954
"O14594","20251001_XZ_YC_21","Long exposure",11.4070756901506
"O14594","20251001_XZ_YC_22","Long exposure",12.0027442951441
"O14594","20251001_XZ_YC_23","Short exposure",11.93088502081
"O14594","20251001_XZ_YC_24","Long exposure",11.5113119490059
"O14594","20251001_XZ_YC_25","Long exposure",11.4542298771533
"O14594","20251001_XZ_YC_26","Long exposure",12.1612247800646
"O14594","20251001_XZ_YC_27","Long exposure",9.58714789071753
"O14594","20251001_XZ_YC_28","Long exposure",11.2704476145721
"O14594","20251001_XZ_YC_29","Long exposure",11.2933707502832
"O14594","20251001_XZ_YC_30","Short exposure",12.5614594996667
"O14594","20251001_XZ_YC_31","Control",12.2021318967728
"O14594","20251001_XZ_YC_32","Long exposure",13.061566985605
"O14594","20251001_XZ_YC_33","Long exposure",12.2728846026651
"O14594","20251001_XZ_YC_34","Control",13.2192909946128
"O14594","20251001_XZ_YD_1","Short exposure",12.0743499047061
"O14594","20251001_XZ_YD_3","Control",11.5263280140092
"O14594","20251001_XZ_YD_4","Control",11.4711171346724
"O14594","20251001_XZ_YD_5","Short exposure",10.6981033083206
"O14594","20251001_XZ_YD_6","Control",10.2353490253098
"O14594","20251001_XZ_YD_7","Long exposure",11.54235531338
"O14594","20251001_XZ_YD_8","Long exposure",10.4804629612755
"O14594","20251001_XZ_YD_9","Long exposure",10.8407527647708
"O14594","20251001_XZ_YD_10","Long exposure",11.892071012359
"O14594","20251001_XZ_YD_11","Long exposure",11.6435746060595
"O14594","20251001_XZ_YD_12","Control",11.4025098789553
"O14594","20251001_XZ_YD_13","Control",12.1931138264894
"O14594","20251001_XZ_YD_14","Control",11.513206157617
"O14594","20251001_XZ_YD_15","Short exposure",11.6684797007246
"O14594","20251001_XZ_YD_16","Long exposure",12.8862784807906
"O14594","20251001_XZ_YD_17","Short exposure",11.6969462018856
"O14594","20251001_XZ_YD_18","Long exposure",12.5469082331491
"O14594","20251001_XZ_YD_19","Control",10.8618213638021
"O14594","20251001_XZ_YD_20","Control",11.4856251832369
"O14594","20251001_XZ_YD_21","Control",12.0670889923626
"O14594","20251001_XZ_YD_22","Control",12.1807799654963
"O14594","20251001_XZ_YD_23","Short exposure",12.455638766309
"O14594","20251001_XZ_YD_24","Short exposure",11.0520694831552
"O14594","20251001_XZ_YD_25","Short exposure",11.33378074737
"O14594","20251001_XZ_YD_26","Short exposure",11.4128021437309
"O14594","20251001_XZ_YD_27","Short exposure",12.0612291107716
"O14594","20251001_XZ_YD_28","Short exposure",12.5708956740669
"O14594","20251026_FJ_PT_P31","Control",12.4285909634475
"O14594","20251026_FJ_QZ_Q73","Control",11.2830145714083
"O14594","20251026_FJ_QZ_Q74","Short exposure",12.101356989171
"O14594","20251026_FJ_QZ_Q75","Short exposure",11.6496538511099
"O14594","20251026_FJ_QZ_Q76","Long exposure",11.8054815522795
"O14594","20251026_FJ_QZ_Q77","Long exposure",11.9690245057131
"O14594","20251026_FJ_QZ_Q78","Long exposure",11.9785929020445
"O14594","20251026_FJ_QZ_Q79","Control",12.2460710793258
"O14594","20251026_FJ_QZ_Q80","Short exposure",11.8692998569758
"O14594","20251026_FJ_QZ_Q81","Short exposure",12.7129966912027
"O14594","20251026_FJ_QZ_Q82","Control",12.9273657437723
"O14594","20251026_FJ_QZ_Q83","Control",12.076211640838
"O14594","20251104_FJ_FQ_F178","Short exposure",13.244228951315
"O14594","20251104_FJ_FQ_F179","Long exposure",12.3633627971239
"O14594","20251107_XZ_YD_2","Short exposure",11.8743890343173
"O14594","20260527_XZ_GG_1","Short exposure",10.836015479415
"O14594","20260527_XZ_GG_2","Short exposure",11.020731261348
"O14594","20260527_XZ_GG_3","Short exposure",11.6626760891469
"O14594","20260527_XZ_GG_4","Short exposure",11.485035243243
"O14594","20260527_XZ_GG_5","Short exposure",10.8146639182573
"O14594","20260527_XZ_GG_6","Short exposure",11.3318270863068
"O14594","20260527_XZ_GG_7","Short exposure",11.3840776874833
"O14594","20260527_XZ_GG_8","Short exposure",10.7136783941541
"O14594","20260527_XZ_GG_9","Short exposure",11.5485323203128
"O14594","20260527_XZ_GG_10","Short exposure",11.234313126962
"O14594","20260527_XZ_GG_11","Short exposure",11.6549876598939
"O14594","20260527_XZ_GG_12","Short exposure",11.6819497560475
"O14594","20260527_XZ_GG_13","Short exposure",11.7830945565919
"O14594","20260527_XZ_GG_14","Short exposure",11.8256901795154
"O14594","20260527_XZ_GG_15","Short exposure",11.821674052979
"O14594","20260527_XZ_GG_16","Short exposure",11.5012260136789
"O14594","20260527_XZ_GG_17","Short exposure",11.0118639786509
"O14594","20260527_XZ_GG_18","Short exposure",11.2204503642827
"O14594","20260527_XZ_GG_19","Short exposure",11.6955069818593
"O14594","20260527_XZ_GG_20","Short exposure",12.0814145202137
"O14594","20260527_XZ_GG_21","Short exposure",11.2979428245761
"O14594","20260527_XZ_GG_22","Short exposure",11.194481543215
"O14594","20260527_XZ_GG_23","Short exposure",10.0741911256373
"O14594","20260527_XZ_GG_24","Short exposure",10.8626194815972
"O14594","20260527_XZ_GG_25","Short exposure",11.5892743059703
"O14594","20260527_XZ_GG_26","Short exposure",11.4743460196335
"O14594","20260527_XZ_GG_27","Short exposure",11.5767467006642
"O14594","20260527_XZ_GG_28","Short exposure",11.3800924151763
"O14594","20260527_XZ_GG_29","Short exposure",10.204100644266
"O14594","20260527_XZ_GG_30","Short exposure",11.8766934207083
"O14594","20260527_XZ_GG_31","Long exposure",11.3487069506191
"O14594","20260527_XZ_GG_32","Long exposure",11.1144394449094
"O14594","20260527_XZ_GG_33","Long exposure",11.8330963303169
"O14594","20260527_XZ_GG_34","Long exposure",10.2745494897271
"O14594","20260527_XZ_GG_35","Long exposure",11.0550877742152
"O14594","20260527_XZ_GG_36","Long exposure",10.4127487885136
"O14594","20260527_XZ_GG_37","Long exposure",11.4016240653268
"O14594","20260527_XZ_GG_38","Long exposure",11.12380329997
"O14594","20260527_XZ_GG_39","Long exposure",11.7096449627234
"O14594","20260527_XZ_GG_40","Long exposure",10.570792280162
"O14594","20260527_XZ_GG_41","Long exposure",11.1429203637858
"O14594","20260527_XZ_GG_42","Long exposure",10.8052829603556
"O14594","20260527_XZ_GG_43","Long exposure",10.7310540125793
"O14594","20260527_XZ_GG_44","Long exposure",10.4300436116902
"O14594","20260527_XZ_GG_46","Long exposure",10.5420667864765
"O14594","20260527_XZ_GG_47","Long exposure",10.8396811870127
"O14594","20260527_XZ_GG_50","Long exposure",11.2645088906049
"O14594","20260527_XZ_GG_51","Long exposure",10.8233736546432
"O14594","20260527_XZ_GG_52","Long exposure",11.0060287923142
"O14594","20260527_XZ_GG_53","Long exposure",10.4824516310153
"O14594","20260527_XZ_GG_55","Long exposure",10.8966742353238
"O14594","20260527_XZ_GG_56","Long exposure",11.0922604955439
"O14594","20260527_XZ_GG_59","Long exposure",11.211585489779
"O14594","20260527_XZ_GG_60","Control",11.3091511585804
"O14594","20260527_XZ_GG_62","Control",11.2036223742595
"O14594","20260527_XZ_GG_64","Control",11.5156013142355
"O14594","20260527_XZ_GG_65","Control",11.6221742868578
"O14594","20260527_XZ_GG_66","Control",11.5514100988295
"O14594","20260527_XZ_GG_68","Control",12.3478099009742
"O14594","20260527_XZ_GG_69","Control",11.8518525310562
"O14594","20260527_XZ_GG_71","Control",11.8808355750644
"O14594","20260527_XZ_GG_72","Control",12.1045933150909
"O14594","20260527_XZ_GG_73","Control",11.3835329175467
"O14594","20260527_XZ_GG_74","Control",11.4194865306867
"O14594","20260527_XZ_GG_75","Control",11.7050080627853
"O14594","20260527_XZ_GG_76","Control",12.2370717798279
"O14594","20260527_XZ_GG_77","Control",11.9448435792826
"O14594","20260527_XZ_GG_78","Control",11.6631451306757
"O14594","20260527_XZ_GG_79","Control",11.8048265283327
"O14594","20260527_XZ_GG_80","Control",11.5953401268066
"O14594","20260527_XZ_GG_81","Short exposure",11.9649032003307
"O14594","20260527_XZ_GG_82","Short exposure",12.1347752081848
"O14594","20260527_XZ_GG_83","Short exposure",11.1260796030218
"O14594","20260527_XZ_GG_84","Short exposure",11.6338452219743
"O14594","20260527_XZ_GG_85","Short exposure",11.6653365678386
"O14594","20260527_XZ_GG_86","Short exposure",11.6153189131783
"O14594","20260527_XZ_GG_87","Short exposure",12.136446412608
"O14594","20260527_XZ_GG_88","Short exposure",11.8322173750469
"O14594","20260527_XZ_GG_89","Short exposure",12.0354183212841
"O14594","20260527_XZ_GG_92","Short exposure",12.4266446983346
"O14594","20260527_XZ_GG_93","Short exposure",11.7101541740338
"O14594","20260527_XZ_GG_94","Short exposure",12.1920879400706
"O14594","20260527_XZ_GG_95","Short exposure",11.9373361010359
"O14594","20260527_XZ_GG_96","Short exposure",12.3566578876305
"O14594","20260527_XZ_GG_97","Short exposure",11.6066768645512
"O14594","20260527_XZ_GG_98","Short exposure",11.9659079087499
"O14594","20260527_XZ_GG_99","Short exposure",11.6754801862797
"O14594","20260527_XZ_GG_100","Short exposure",12.3236896348159
"O14594","20260527_XZ_GG_101","Short exposure",11.6901231193903
"O14594","20260527_XZ_GG_102","Short exposure",12.0454193969466
"O14594","20260527_XZ_GG_103","Short exposure",11.7619436735899
"O14594","20260527_XZ_GG_104","Short exposure",11.9092317865853
"O14594","20260527_XZ_GG_105","Short exposure",11.7084044604663
"O14594","20260527_XZ_GG_106","Short exposure",12.1097740747682
"O14594","20260527_XZ_GG_121","Control",11.2048675162847
"O14594","20260527_XZ_GG_122","Control",11.6469816203416
"O14594","20260527_XZ_GG_123","Long exposure",11.1877130087164
"O14594","20260527_XZ_GG_124","Long exposure",11.6041494876662
"O14594","20260527_XZ_GG_125","Control",12.027591865384
"O14594","20260527_XZ_GG_126","Control",11.8403408466645
"O14594","20260527_XZ_GG_128","Control",11.6967689111422
"O14594","20260527_XZ_GG_129","Control",11.9314139221612
"O14594","20260527_XZ_GG_130","Control",11.4621984473326
"O14594","20260527_XZ_GG_131","Control",12.309437911615
"O14594","20260527_XZ_GG_132","Control",11.9712087477913
"O14594","20260527_XZ_GG_135","Control",12.1752504444049
"O14594","20260527_XZ_GG_136","Control",11.4590808564709
"O14594","20260527_XZ_GG_137","Control",12.3405056470841
"O14594","20260527_XZ_GG_138","Short exposure",11.7431364955618
"O14594","20260527_XZ_GG_139","Short exposure",12.2796792949943
"O14594","20260527_XZ_GG_140","Long exposure",11.6312513398866
"O14594","20260527_XZ_GG_141","Long exposure",11.507239471673
"O14594","20260527_XZ_GG_142","Long exposure",11.3482359340038
"O14594","20260527_XZ_GG_143","Short exposure",11.3354965348984
"O14594","20260527_XZ_GG_144","Long exposure",11.9524515514204
"O14594","20260527_XZ_GG_145","Long exposure",11.9978321646104
"O14594","20260527_XZ_GG_146","Short exposure",11.3838076348983
"O14594","20260527_XZ_GG_147","Long exposure",11.4814339874369
"O14594","20260527_XZ_GG_148","Long exposure",11.2769464921815
"O14594","20260527_XZ_GG_149","Long exposure",11.1438107356996
"O14594","20260527_XZ_GG_150","Long exposure",11.4295207808351
"O14594","20260527_XZ_GG_151","Short exposure",12.4184000520072
"O14594","20260527_XZ_GG_152","Control",11.5284659149908
"O14594","20260527_XZ_GG_153","Long exposure",11.2993215071856
"O14594","20260527_XZ_GG_154","Short exposure",11.3139081008082
"O14594","20260527_XZ_GG_155","Long exposure",11.4649638424973
"O14594","20260527_XZ_GG_156","Long exposure",11.138768167493
"O14594","20260527_XZ_GG_157","Long exposure",12.1300345917073
"O14594","20260527_XZ_GG_158","Short exposure",11.7731681891414
"O14594","20260527_XZ_GG_159","Long exposure",11.4129415297697
"O14594","20260527_XZ_GG_160","Long exposure",11.2929933355493
"O14594","20260527_XZ_GG_161","Short exposure",11.9916184612747
"O14594","20260527_XZ_GG_162","Long exposure",11.7855674091832
"O14594","20260527_XZ_GG_163","Short exposure",11.835255616996
"O14594","20260527_XZ_GG_164","Short exposure",11.7180264049321
"O14594","20260527_XZ_GG_165","Long exposure",12.1338692092126
"O14594","20260527_XZ_GG_166","Short exposure",11.3789065471973
"O14594","20260527_XZ_GG_167","Long exposure",10.6391121336899
"O14594","20260527_XZ_GG_168","Long exposure",11.3341526904551
"O14594","20260527_XZ_GG_169","Long exposure",11.3249320475823
"O14594","20260527_XZ_GG_170","Short exposure",10.939346862806
"O14594","20260527_XZ_GG_171","Long exposure",12.4971118868076
"O14594","20260717_GZ_TH_1","Control",10.3474353798474
"O14594","20260717_GZ_TH_2","Control",10.8754645852163
"O14594","20260717_GZ_TH_3","Control",10.8137151483675
"O14594","20260717_GZ_TH_4","Control",10.4319849175411
"O14594","20260717_GZ_TH_6","Long exposure",10.5841649687517
"O14594","20260717_GZ_TH_7","Long exposure",10.6091337515356
"O14594","20260717_GZ_TH_8","Long exposure",9.8689838702648
"O14594","20260717_GZ_TH_9","Long exposure",9.32912841522028
"O14594","20260717_GZ_TH_10","Long exposure",11.2683442464355
"O14594","20260717_GZ_TH_11","Long exposure",10.3089309890642
"O14594","20260717_GZ_TH_12","Short exposure",11.0450477138219
"O14594","20260717_GZ_TH_13","Short exposure",9.96093884895793
"O14594","20260717_GZ_TH_14","Long exposure",11.0022689018721
"O14594","20260717_GZ_TH_15","Short exposure",11.0283716688759
"O14594","20260717_GZ_TH_16","Short exposure",11.3227656136294
"O14594","20260717_GZ_TH_17","Short exposure",9.27815477670414
"O14594","20260717_GZ_TH_18","Short exposure",11.6957532339114
"O14594","20260717_GZ_TH_19","Short exposure",11.1356726547106
"O14594","20260717_GZ_TH_20","Short exposure",11.3059577723011
"O14594","20260717_GZ_TH_21","Long exposure",10.0407462308811
"O14594","20260717_GZ_TH_22","Short exposure",11.0955705469386
"O14594","20260717_GZ_TH_23","Control",10.7321974500235
"O14594","20260717_GZ_TH_24","Control",10.2439852863834
"O14594","20260717_GZ_TH_25","Long exposure",10.8235248753635
"O14594","20260717_GZ_TH_26","Long exposure",9.89362760349675
"O14594","20260717_GZ_TH_27","Long exposure",11.6591895655378
"O14594","20260717_GZ_TH_28","Long exposure",10.7146340609592
"O14594","20260717_GZ_TH_29","Long exposure",10.8070036415836
"O14594","20260717_GZ_TH_30","Long exposure",11.2981401996097
"O14594","20260717_GZ_TH_31","Long exposure",10.4953383118212
"O14594","20260717_GZ_TH_32","Long exposure",11.1897698249521
"O14594","20260717_GZ_TH_33","Long exposure",11.3427986006062
"O14594","20260717_GZ_TH_35","Long exposure",11.0063481670484
"O14594","20260717_GZ_TH_36","Control",10.3801804240378
"O14594","20260717_GZ_TH_37","Control",10.9803902949785
"O14594","20260717_GZ_TH_38","Long exposure",9.52745552904267
"O14594","20260717_GZ_TH_39","Long exposure",11.0959712789783
"O14594","20260717_GZ_TH_40","Long exposure",10.6664476725555
"O14594","20260717_GZ_TH_41","Long exposure",11.1341922187638
"O14594","20260717_GZ_TH_42","Control",10.8425413087031
"O14594","20260717_GZ_TH_43","Control",10.6662707119
"O14594","20260717_GZ_TH_44","Control",11.0610850366577
"O14594","20260717_GZ_TH_45","Control",10.4717590503494
"O14594","20260717_GZ_TH_46","Short exposure",10.8937180427309
"O14594","20260717_GZ_TH_47","Short exposure",11.8046744178688
