"PG.ProteinGroups","logFC_20260527","logFC_20260717","Primary_significant"
"P07948",-0.362926463784543,-0.452272867641858,FALSE
"P07988",0.165248696451384,0.261486419548469,FALSE
"P07996",0.327016443192534,-0.218756422798158,FALSE
"P08133",-0.218527145633651,0.248540897272779,FALSE
"P08185",-0.163280402897533,-0.0305957855749135,FALSE
"P08195",-0.479911150665939,-0.201293322307198,TRUE
"P08237",0.0324723302805774,-0.0642008790628674,FALSE
"P08238",-0.261122317829296,-0.201397963968073,TRUE
"P08253",-0.265458115738227,-0.213766858977591,FALSE
"P08254",-0.286101787676056,-0.211656112120155,FALSE
"P08263;P09210",-0.676192874839382,0.0333871094378422,FALSE
"P08294",-0.34263318182502,-0.283558817448098,TRUE
"P08311",-0.136121016230716,0.417259915144251,FALSE
"P08319",-0.728711078298947,0.0639621808508934,FALSE
"P08493",-0.384848112812968,-0.351828193514962,TRUE
"P08514",-0.380469956456901,0.305174042256423,FALSE
"P08519",0.260762977749149,-0.528352660365041,FALSE
"P08567",-0.396844083603387,0.685890370829476,FALSE
"P08571",0.0192521422137428,-0.0219094938641753,FALSE
"P08575",-0.290365439366866,0.0558946938787823,TRUE
"P08581",-0.112080825385605,0.778515810834284,FALSE
"P08603",-0.384995353557057,0.208667394271167,FALSE
"P08637",-0.241857016028128,0.167098014805365,FALSE
"P08648",-0.239341648759206,-0.186771371042864,FALSE
"P08670",0.0895258537192198,0.726965010053556,FALSE
"P08697",0.00396852936584402,-0.0877262515996957,FALSE
"P08709",-0.213287625918626,-0.136402575862823,FALSE
"P08727",-0.541107292448201,-0.0153952337013479,FALSE
"P08729",-0.740861754398347,-0.150158467843548,FALSE
"P08754",-0.256627382526873,0.167711925648582,FALSE
"P08758",-0.422812227283729,0.531663861090619,FALSE
"P08779",-0.663770722420155,0.140649265864894,FALSE
"P08833",-0.145663644144157,-0.877494638626352,TRUE
"P08865",-0.358233020700357,0.510468830242795,FALSE
"P09104",-0.477531445996391,0.279453228084479,FALSE
"P09172",-0.0108603308156985,0.517954007178406,FALSE
"P09211",-0.160632740197181,0.644056303208498,FALSE
"P09237",-0.193433251402988,-0.572902822111982,FALSE
"P09326",-0.533968698948978,-0.173982786684699,TRUE
"P09382",-0.205760552170711,0.0921930093770147,FALSE
"P09429",0.275218652057818,0.640103656198965,FALSE
"P09486",-0.0894734930948218,0.130805489998405,FALSE
"P09493",-0.104219404783665,0.715235608752126,FALSE
"P09603",-0.386022498156908,-0.203513417594239,TRUE
"P09619",-0.334124591369797,-0.139123377942479,TRUE
"P09668",-0.158183973662589,-0.194533089839407,FALSE
"P09871",-0.0456098071548823,-0.409339189934926,TRUE
"P09960",-0.252146371211333,0.0431374713707964,FALSE
"P0C0L4",-0.366157228698659,0.025703998900962,FALSE
"P0C0L5",-0.407936628584894,-0.108873229866775,FALSE
"P0DJI8",-0.746947649770481,-0.291505134711601,FALSE
"P0DJI9",-0.780513172316338,-0.321246722257033,FALSE
"P0DMV8;P0DMV9",-0.20238891187565,0.434435159097516,FALSE
"P0DOX2",-0.302208110016156,-0.170997252386359,FALSE
"P0DOX3",-0.0111484088133782,0.292159918879497,FALSE
"P0DOX5",-0.464820945150043,0.355882207995142,FALSE
"P0DOX7",-0.0138733392961488,0.207005407278899,FALSE
"P0DOX8",-0.10303624427684,-0.0390637462042278,FALSE
"P0DOY2;P0DOY3",-0.0867656638778094,-0.0603574226288686,FALSE
"P0DP02",-0.220792520311761,0.0771908282688898,FALSE
"P0DP23;P0DP24;P0DP25",-0.239212656332697,0.415762794607739,FALSE
"P0DPH7;P0DPH8",-0.149470393295912,0.471690530566271,FALSE
"P10124",0.169438797123698,-0.0316239614078242,FALSE
"P10301",-0.338606308791565,-0.252493905628885,FALSE
"P10321",-0.386918774390315,-0.0484701919962651,FALSE
"P10412",0.214910286782199,0.829999524550333,FALSE
"P10451",-0.362999710060052,-0.244599822051281,TRUE
"P10586",-0.268383587247124,-0.209869734911074,FALSE
"P10599",-0.184986598927718,0.224088267316539,FALSE
"P10619",-0.210226263688535,0.133946896434373,FALSE
"P10643",-0.0449960851439233,-0.0750512335439595,FALSE
"P10644",-0.392142964662041,0.52523842008544,FALSE
"P10645",-0.207484032358799,-0.147393638619384,FALSE
"P10646",-0.160347264827031,-0.204812379780874,FALSE
"P10768",0.0775372137614543,0.675005720332797,FALSE
"P10809",-0.77237266025511,0.463188674459405,FALSE
"P10909",-0.146249956998545,-0.194819453122157,FALSE
"P11021",-0.397834327997883,0.156033255270415,FALSE
"P11047",-0.203705381107783,-0.215032727751696,FALSE
"P11049",-0.112675702090684,-0.257327248583209,FALSE
"P11142",-0.339156568599668,0.355380698174427,FALSE
"P11150",-0.235361763379952,-0.476066899360107,FALSE
"P11166",-0.0187452838774593,-0.0917356309173307,FALSE
"P11171",0.305256520704544,-0.281613947566584,FALSE
"P11215",-0.0748421673664641,-0.124823673058618,FALSE
"P11217",-0.401917807520737,0.520359131608961,FALSE
"P11226",0.00508245764196857,0.107033818442073,FALSE
"P11234",-0.452755447927219,0.240418453241089,FALSE
"P11277",0.621708534241487,0.000772587878583586,FALSE
"P11279",-0.643597227922477,0.0652719114202718,FALSE
"P11362",-0.301476292027035,-0.29370771159145,FALSE
"P11413",-0.306348577308049,0.809508548468568,FALSE
"P11586",-0.233316899407363,-0.00725676157907262,FALSE
"P11597",-0.264193550596824,-0.326666335040343,FALSE
"P11717",-0.388517835603742,0.20514901077967,FALSE
"P11766",-0.244054903294021,0.426473911959542,FALSE
"P11940",-0.527933634867552,0.872813638032969,FALSE
"P12109",-0.377310826114439,-0.234552803923117,TRUE
"P12110",-0.245983828166469,-0.0941505788082875,FALSE
"P12111",-0.218525302293079,-0.345294772187286,TRUE
"P12259",-0.217188081223917,-0.115286353423237,TRUE
"P12273",-0.475728848741008,-0.121853782289829,FALSE
"P12814",-0.263302819948754,0.549712446644326,FALSE
"P12821",-0.342083314741005,-0.0366221235013713,FALSE
"P12830",-0.100100848752257,-0.15751529175898,TRUE
"P12931",-0.358100039148858,0.765692025839222,FALSE
"P12955",-0.64333169328088,1.01502869152814,FALSE
"P13224",-0.207390205533651,0.272144400700762,FALSE
"P13473",-0.0199337800509669,-0.054846557063601,FALSE
"P13489",0.0697465456156561,0.268075603215098,FALSE
"P13497",-0.169695155020584,-0.124384834636782,FALSE
"P13591",-0.407191043656249,-0.359462573761428,TRUE
"P13598",-0.286155869654833,0.326760250949592,FALSE
"P13611",-0.311957383306158,-0.212388008531322,TRUE
"P13612",-0.345975003430933,-0.111857160739571,FALSE
"P13639",-0.0796657907502665,0.310946282471646,FALSE
"P13645",-0.845342710872195,-0.187775562819644,TRUE
